CODICE,TIPO,X,Y,COD_LOC,ORIGINE,lat,lon
0152090284,PIE,1520520.16,5043236.82,CM.PS.002,SSGiovanni,45.54218505842633,9.262487956380825
0152090336,PIE,1519311.44,5042869.44,UN.PS.001,SSGiovanni,45.53891281916655,9.24699111220477
0152090340,PIE,1519016.54,5043333.05,UN.PS.003,SSGiovanni,45.543093782353886,9.24323194963941
0152090264,PIE,1518606.87,5041773.82,VA.PS.002,SSGiovanni,45.529070454338914,9.237925326207305
