gid,id_punto,fkid,data,codice_campagna,secco,prodotto,spessore_prodotto,quota_falda,soggiacenza,quota_ref,riferimento_soggiacenza,fonte,note
722,PO013029NU0003,36,2006-01-01,,no,,,306.371,,340.871,non noto,PTUA2022,
723,PO013029NU0003,36,2006-02-01,,no,,,306.521,,340.871,non noto,PTUA2022,
724,PO013029NU0003,36,2006-03-01,,no,,,306.121,,340.871,non noto,PTUA2022,
725,PO013029NU0003,36,2006-04-01,,no,,,306.571,,340.871,non noto,PTUA2022,
726,PO013029NU0003,36,2006-08-01,,no,,,306.371,,340.871,non noto,PTUA2022,
727,PO013029NU0003,36,2006-09-01,,no,,,306.271,,340.871,non noto,PTUA2022,
728,PO013029NU0003,36,2006-10-01,,no,,,306.271,,340.871,non noto,PTUA2022,
729,PO013029NU0003,36,2006-11-01,,no,,,306.271,,340.871,non noto,PTUA2022,
730,PO013029NU0003,36,2007-03-01,,no,,,281.671,,340.871,non noto,PTUA2022,
731,PO013029NU0003,36,2007-05-01,,no,,,281.096,,340.871,non noto,PTUA2022,
732,PO013029NU0003,36,2007-06-01,,no,,,280.771,,340.871,non noto,PTUA2022,
733,PO013029NU0003,36,2007-07-01,,no,,,281.321,,340.871,non noto,PTUA2022,
734,PO013029NU0003,36,2007-11-01,,no,,,281.596,,340.871,non noto,PTUA2022,
735,PO013029NU0003,36,2008-01-01,,no,,,281.371,,340.871,non noto,PTUA2022,
736,PO013029NU0003,36,2008-05-01,,no,,,281.171,,340.871,non noto,PTUA2022,
737,PO013029NU0003,36,2008-06-01,,no,,,282.351,,340.871,non noto,PTUA2022,
738,PO013029NU0003,36,2008-07-01,,no,,,283.071,,340.871,non noto,PTUA2022,
739,PO013029NU0003,36,2008-08-01,,no,,,283.281,,340.871,non noto,PTUA2022,
740,PO013029NU0003,36,2008-09-01,,no,,,283.271,,340.871,non noto,PTUA2022,
741,PO013029NU0003,36,2008-10-01,,no,,,283.271,,340.871,non noto,PTUA2022,
742,PO013029NU0003,36,2008-12-01,,no,,,284.471,,340.871,non noto,PTUA2022,
743,PO013029NU0003,36,2009-02-01,,no,,,285.671,,340.871,non noto,PTUA2022,
744,PO013029NU0003,36,2009-03-01,,no,,,288.051,,340.871,non noto,PTUA2022,
745,PO013029NU0003,36,2009-05-01,,no,,,287.971,,340.871,non noto,PTUA2022,
746,PO013029NU0003,36,2009-06-01,,no,,,287.051,,340.871,non noto,PTUA2022,
747,PO013029NU0003,36,2009-07-01,,no,,,286.671,,340.871,non noto,PTUA2022,
748,PO013029NU0003,36,2009-08-01,,no,,,288.071,,340.871,non noto,PTUA2022,
749,PO013029NU0003,36,2009-10-01,,no,,,286.881,,340.871,non noto,PTUA2022,
750,PO013029NU0003,36,2009-11-01,,no,,,286.971,,340.871,non noto,PTUA2022,
751,PO013029NU0003,36,2010-01-01,,no,,,286.541,,340.871,non noto,PTUA2022,
752,PO013029NU0003,36,2010-02-01,,no,,,286.591,,340.871,non noto,PTUA2022,
753,PO013029NU0003,36,2010-03-01,,no,,,286.731,,340.871,non noto,PTUA2022,
754,PO013029NU0003,36,2010-05-01,,no,,,286.751,,340.871,non noto,PTUA2022,
755,PO013029NU0003,36,2010-07-01,,no,,,286.621,,340.871,non noto,PTUA2022,
756,PO013029NU0003,36,2010-08-01,,no,,,287.861,,340.871,non noto,PTUA2022,
757,PO013029NU0003,36,2010-11-01,,no,,,288.421,,340.871,non noto,PTUA2022,
758,PO013029NU0003,36,2010-12-01,,no,,,290.041,,340.871,non noto,PTUA2022,
759,PO013029NU0003,36,2011-02-01,,no,,,288.881,,340.871,non noto,PTUA2022,
760,PO013029NU0003,36,2011-03-01,,no,,,288.601,,340.871,non noto,PTUA2022,
761,PO013029NU0003,36,2011-04-01,,no,,,288.341,,340.871,non noto,PTUA2022,
762,PO013029NU0003,36,2011-05-01,,no,,,288.161,,340.871,non noto,PTUA2022,
763,PO013029NU0003,36,2011-06-01,,no,,,287.251,,340.871,non noto,PTUA2022,
764,PO013029NU0003,36,2011-07-01,,no,,,287.081,,340.871,non noto,PTUA2022,
765,PO013029NU0003,36,2011-08-01,,no,,,286.481,,340.871,non noto,PTUA2022,
766,PO013029NU0003,36,2011-09-01,,no,,,286.271,,340.871,non noto,PTUA2022,
767,PO013029NU0003,36,2011-11-01,,no,,,285.641,,340.871,non noto,PTUA2022,
768,PO013029NU0003,36,2012-01-01,,no,,,285.201,,340.871,non noto,PTUA2022,
769,PO013029NU0003,36,2012-03-01,,no,,,284.821,,340.871,non noto,PTUA2022,
770,PO013029NU0003,36,2012-04-01,,no,,,284.511,,340.871,non noto,PTUA2022,
771,PO013029NU0003,36,2012-06-01,,no,,,284.871,,340.871,non noto,PTUA2022,
772,PO013029NU0003,36,2012-09-01,,no,,,283.821,,340.871,non noto,PTUA2022,
773,PO013029NU0003,36,2012-10-01,,no,,,283.861,,340.871,non noto,PTUA2022,
774,PO013029NU0003,36,2012-11-01,,no,,,284.321,,340.871,non noto,PTUA2022,
775,PO013029NU0003,36,2012-12-01,,no,,,284.181,,340.871,non noto,PTUA2022,
776,PO013029NU0003,36,2013-01-01,,no,,,284.471,,340.871,non noto,PTUA2022,
777,PO013029NU0003,36,2013-02-01,,no,,,284.471,,340.871,non noto,PTUA2022,
778,PO013029NU0003,36,2013-03-01,,no,,,284.471,,340.871,non noto,PTUA2022,
779,PO013029NU0003,36,2013-04-01,,no,,,284.101,,340.871,non noto,PTUA2022,
780,PO013029NU0003,36,2013-07-01,,no,,,286.101,,340.871,non noto,PTUA2022,
781,PO013029NU0003,36,2013-11-01,,no,,,284.261,,340.871,non noto,PTUA2022,
782,PO013029NU0003,36,2013-12-01,,no,,,284.971,,340.871,non noto,PTUA2022,
783,PO013029NU0003,36,2014-01-01,,no,,,286.191,,340.871,non noto,PTUA2022,
784,PO013029NU0003,36,2014-02-01,,no,,,286.811,,340.871,non noto,PTUA2022,
785,PO013029NU0003,36,2015-05-01,,no,,,289.111,,340.871,non noto,PTUA2022,
786,PO013029NU0003,36,2015-10-01,,no,,,285.631,,340.871,non noto,PTUA2022,
787,PO013029NU0003,36,2016-02-01,,no,,,283.221,,340.871,non noto,PTUA2022,
788,PO013029NU0003,36,2016-04-01,,no,,,283.361,,340.871,non noto,PTUA2022,
789,PO013029NU0003,36,2016-06-01,,no,,,283.221,,340.871,non noto,PTUA2022,
790,PO013029NU0003,36,2016-07-01,,no,,,283.551,,340.871,non noto,PTUA2022,
791,PO013029NU0003,36,2016-10-01,,no,,,283.651,,340.871,non noto,PTUA2022,
792,PO013029NU0003,36,2016-11-01,,no,,,283.141,,340.871,non noto,PTUA2022,
793,PO013029NU0003,36,2017-02-01,,no,,,283.321,,340.871,non noto,PTUA2022,
794,PO013029NU0003,36,2017-05-01,,no,,,282.871,,340.871,non noto,PTUA2022,
795,PO013029NU0003,36,2017-06-01,,no,,,286.651,,340.871,non noto,PTUA2022,
796,PO013029NU0003,36,2017-10-01,,no,,,282.851,,340.871,non noto,PTUA2022,
797,PO013029NU0003,36,2017-12-01,,no,,,283.271,,340.871,non noto,PTUA2022,
798,PO013029NU0003,36,2018-02-01,,no,,,281.841,,340.871,non noto,PTUA2022,
799,PO013029NU0003,36,2018-04-01,,no,,,283.521,,340.871,non noto,PTUA2022,
800,PO013029NU0003,36,2018-06-01,,no,,,283.801,,340.871,non noto,PTUA2022,
801,PO013029NU0003,36,2018-08-01,,no,,,284.091,,340.871,non noto,PTUA2022,
802,PO013029NU0003,36,2019-02-01,,no,,,283.291,,340.871,non noto,PTUA2022,
803,PO013029NU0003,36,2019-04-01,,no,,,282.691,,340.871,non noto,PTUA2022,
804,PO013029NU0003,36,2019-06-01,,no,,,282.701,,340.871,non noto,PTUA2022,
805,PO013029NU0003,36,2019-08-01,,no,,,282.621,,340.871,non noto,PTUA2022,
806,PO013029NU0003,36,2019-10-01,,no,,,282.681,,340.871,non noto,PTUA2022,
807,PO013029NU0003,36,2019-12-01,,no,,,283.971,,340.871,non noto,PTUA2022,
808,PO013029NU0003,36,2020-02-01,,no,,,284.761,,340.871,non noto,PTUA2022,
809,PO013029NU0003,36,2020-04-01,,no,,,283.701,,340.871,non noto,PTUA2022,
810,PO013029NU0003,36,2020-06-01,,no,,,283.471,,340.871,non noto,PTUA2022,
811,PO0130460U0001,37,2007-01-01,,no,,,202.198,,250.348,non noto,PTUA2022,
812,PO0130460U0001,37,2007-02-01,,no,,,202.198,,250.348,non noto,PTUA2022,
813,PO0130460U0001,37,2007-03-01,,no,,,202.098,,250.348,non noto,PTUA2022,
814,PO0130460U0001,37,2007-04-01,,no,,,201.548,,250.348,non noto,PTUA2022,
815,PO0130460U0001,37,2007-05-01,,no,,,201.348,,250.348,non noto,PTUA2022,
816,PO0130460U0001,37,2007-07-01,,no,,,201.198,,250.348,non noto,PTUA2022,
817,PO0130460U0001,37,2007-08-01,,no,,,201.198,,250.348,non noto,PTUA2022,
818,PO0130460U0001,37,2007-09-01,,no,,,201.148,,250.348,non noto,PTUA2022,
819,PO0130460U0001,37,2007-10-01,,no,,,201.048,,250.348,non noto,PTUA2022,
820,PO0130460U0001,37,2007-11-01,,no,,,200.898,,250.348,non noto,PTUA2022,
821,PO0130460U0001,37,2007-12-01,,no,,,200.998,,250.348,non noto,PTUA2022,
822,PO0130460U0001,37,2008-01-01,,no,,,200.948,,250.348,non noto,PTUA2022,
823,PO0130460U0001,37,2008-03-01,,no,,,197.798,,250.348,non noto,PTUA2022,
824,PO0130460U0001,37,2008-04-01,,no,,,197.698,,250.348,non noto,PTUA2022,
825,PO0130460U0001,37,2008-05-01,,no,,,198.298,,250.348,non noto,PTUA2022,
826,PO0130460U0001,37,2008-06-01,,no,,,199.248,,250.348,non noto,PTUA2022,
827,PO0130460U0001,37,2008-07-01,,no,,,199.248,,250.348,non noto,PTUA2022,
828,PO0130460U0001,37,2009-01-01,,no,,,208.698,,250.348,non noto,PTUA2022,
829,PO0130460U0001,37,2009-02-01,,no,,,209.398,,250.348,non noto,PTUA2022,
830,PO0130460U0001,37,2009-03-01,,no,,,209.948,,250.348,non noto,PTUA2022,
831,PO0130460U0001,37,2009-05-01,,no,,,210.798,,250.348,non noto,PTUA2022,
832,PO0130460U0001,37,2009-06-01,,no,,,210.698,,250.348,non noto,PTUA2022,
833,PO0130460U0001,37,2009-08-01,,no,,,210.798,,250.348,non noto,PTUA2022,
834,PO0130460U0001,37,2009-09-01,,no,,,210.648,,250.348,non noto,PTUA2022,
835,PO0130460U0001,37,2009-11-01,,no,,,210.698,,250.348,non noto,PTUA2022,
836,PO0130460U0001,37,2009-12-01,,no,,,210.498,,250.348,non noto,PTUA2022,
837,PO0130460U0001,37,2010-01-01,,no,,,210.548,,250.348,non noto,PTUA2022,
838,PO0130460U0001,37,2010-02-01,,no,,,210.098,,250.348,non noto,PTUA2022,
839,PO0130460U0001,37,2010-03-01,,no,,,210.448,,250.348,non noto,PTUA2022,
840,PO0130460U0001,37,2010-04-01,,no,,,210.648,,250.348,non noto,PTUA2022,
841,PO0130460U0001,37,2010-05-01,,no,,,211.398,,250.348,non noto,PTUA2022,
842,PO0130460U0001,37,2010-06-01,,no,,,212.098,,250.348,non noto,PTUA2022,
843,PO0130460U0001,37,2010-08-01,,no,,,212.248,,250.348,non noto,PTUA2022,
844,PO0130460U0001,37,2010-09-01,,no,,,212.448,,250.348,non noto,PTUA2022,
845,PO0130460U0001,37,2010-10-01,,no,,,212.648,,250.348,non noto,PTUA2022,
846,PO0130460U0001,37,2010-11-01,,no,,,213.598,,250.348,non noto,PTUA2022,
847,PO0130460U0001,37,2010-12-01,,no,,,214.998,,250.348,non noto,PTUA2022,
848,PO0130460U0001,37,2011-02-01,,no,,,216.298,,250.348,non noto,PTUA2022,
849,PO0130460U0001,37,2011-03-01,,no,,,216.398,,250.348,non noto,PTUA2022,
850,PO0130460U0001,37,2011-04-01,,no,,,216.398,,250.348,non noto,PTUA2022,
851,PO0130460U0001,37,2011-05-01,,no,,,215.398,,250.348,non noto,PTUA2022,
852,PO0130460U0001,37,2011-06-01,,no,,,215.098,,250.348,non noto,PTUA2022,
853,PO0130460U0001,37,2011-07-01,,no,,,215.198,,250.348,non noto,PTUA2022,
854,PO0130460U0001,37,2012-03-01,,no,,,212.498,,250.348,non noto,PTUA2022,
855,PO0130460U0001,37,2012-04-01,,no,,,212.598,,250.348,non noto,PTUA2022,
856,PO0130460U0001,37,2012-05-01,,no,,,211.598,,250.348,non noto,PTUA2022,
857,PO0130460U0001,37,2012-06-01,,no,,,212.398,,250.348,non noto,PTUA2022,
858,PO0130460U0001,37,2012-07-01,,no,,,211.698,,250.348,non noto,PTUA2022,
859,PO0130460U0001,37,2012-08-01,,no,,,212.298,,250.348,non noto,PTUA2022,
860,PO0130460U0001,37,2012-09-01,,no,,,212.398,,250.348,non noto,PTUA2022,
861,PO0130460U0001,37,2012-11-01,,no,,,211.598,,250.348,non noto,PTUA2022,
862,PO0130460U0001,37,2012-12-01,,no,,,211.598,,250.348,non noto,PTUA2022,
863,PO0130460U0001,37,2013-01-01,,no,,,211.598,,250.348,non noto,PTUA2022,
864,PO0130460U0001,37,2013-02-01,,no,,,211.598,,250.348,non noto,PTUA2022,
865,PO0130460U0001,37,2013-03-01,,no,,,211.598,,250.348,non noto,PTUA2022,
866,PO0130460U0001,37,2013-04-01,,no,,,215.348,,250.348,non noto,PTUA2022,
867,PO0130460U0001,37,2013-05-01,,no,,,216.348,,250.348,non noto,PTUA2022,
868,PO0130460U0001,37,2013-06-01,,no,,,216.648,,250.348,non noto,PTUA2022,
869,PO0130460U0001,37,2013-07-01,,no,,,216.398,,250.348,non noto,PTUA2022,
870,PO0130460U0001,37,2013-09-01,,no,,,216.648,,250.348,non noto,PTUA2022,
871,PO0130460U0001,37,2013-10-01,,no,,,216.648,,250.348,non noto,PTUA2022,
872,PO0130460U0001,37,2013-11-01,,no,,,213.598,,250.348,non noto,PTUA2022,
873,PO0130460U0001,37,2014-03-01,,no,,,216.388,,250.348,non noto,PTUA2022,
874,PO0130460U0001,37,2014-04-01,,no,,,216.308,,250.348,non noto,PTUA2022,
875,PO0130460U0001,37,2014-05-01,,no,,,216.298,,250.348,non noto,PTUA2022,
876,PO0130460U0001,37,2014-06-01,,no,,,216.248,,250.348,non noto,PTUA2022,
877,PO0130460U0001,37,2014-07-01,,no,,,216.998,,250.348,non noto,PTUA2022,
878,PO0130460U0001,37,2014-09-01,,no,,,217.198,,250.348,non noto,PTUA2022,
879,PO0130460U0001,37,2014-10-01,,no,,,217.598,,250.348,non noto,PTUA2022,
880,PO0130460U0001,37,2014-11-01,,no,,,218.898,,250.348,non noto,PTUA2022,
881,PO0130460U0001,37,2014-12-01,,no,,,219.198,,250.348,non noto,PTUA2022,
882,PO0130460U0001,37,2015-01-01,,no,,,219.098,,250.348,non noto,PTUA2022,
883,PO0130460U0001,37,2015-02-01,,no,,,222.598,,250.348,non noto,PTUA2022,
884,PO0130460U0001,37,2015-03-01,,no,,,218.298,,250.348,non noto,PTUA2022,
885,PO0130460U0001,37,2015-04-01,,no,,,220.268,,250.348,non noto,PTUA2022,
886,PO0130460U0001,37,2015-05-01,,no,,,218.998,,250.348,non noto,PTUA2022,
887,PO0130460U0001,37,2015-06-01,,no,,,218.598,,250.348,non noto,PTUA2022,
888,PO0130460U0001,37,2015-07-01,,no,,,217.598,,250.348,non noto,PTUA2022,
889,PO0130460U0001,37,2015-08-01,,no,,,218.698,,250.348,non noto,PTUA2022,
890,PO0130460U0001,37,2015-09-01,,no,,,217.398,,250.348,non noto,PTUA2022,
891,PO0130460U0001,37,2015-11-01,,no,,,217.098,,250.348,non noto,PTUA2022,
892,PO0130460U0001,37,2015-12-01,,no,,,216.798,,250.348,non noto,PTUA2022,
893,PO0130460U0001,37,2016-01-01,,no,,,217.848,,250.348,non noto,PTUA2022,
894,PO0130460U0001,37,2016-02-01,,no,,,216.248,,250.348,non noto,PTUA2022,
895,PO0130460U0001,37,2016-03-01,,no,,,215.898,,250.348,non noto,PTUA2022,
896,PO0130460U0001,37,2016-04-01,,no,,,215.498,,250.348,non noto,PTUA2022,
897,PO0130460U0001,37,2016-05-01,,no,,,215.598,,250.348,non noto,PTUA2022,
898,PO0130460U0001,37,2016-06-01,,no,,,215.498,,250.348,non noto,PTUA2022,
899,PO0130460U0001,37,2016-07-01,,no,,,215.098,,250.348,non noto,PTUA2022,
900,PO0130460U0001,37,2016-08-01,,no,,,215.298,,250.348,non noto,PTUA2022,
901,PO0130460U0001,37,2016-09-01,,no,,,214.798,,250.348,non noto,PTUA2022,
902,PO0130460U0001,37,2016-10-01,,no,,,214.598,,250.348,non noto,PTUA2022,
903,PO0130460U0001,37,2016-11-01,,no,,,214.798,,250.348,non noto,PTUA2022,
904,PO0130460U0001,37,2016-12-01,,no,,,215.598,,250.348,non noto,PTUA2022,
905,PO0130460U0001,37,2017-02-01,,no,,,215.598,,250.348,non noto,PTUA2022,
906,PO0130460U0001,37,2017-03-01,,no,,,214.398,,250.348,non noto,PTUA2022,
907,PO0130460U0001,37,2017-04-01,,no,,,214.098,,250.348,non noto,PTUA2022,
908,PO0130460U0001,37,2017-05-01,,no,,,212.698,,250.348,non noto,PTUA2022,
909,PO0130460U0001,37,2017-06-01,,no,,,212.298,,250.348,non noto,PTUA2022,
910,PO0130460U0001,37,2017-07-01,,no,,,214.298,,250.348,non noto,PTUA2022,
911,PO0130460U0001,37,2017-08-01,,no,,,212.848,,250.348,non noto,PTUA2022,
912,PO0130460U0001,37,2017-09-01,,no,,,211.598,,250.348,non noto,PTUA2022,
913,PO0130460U0001,37,2017-10-01,,no,,,211.848,,250.348,non noto,PTUA2022,
914,PO0130460U0001,37,2017-11-01,,no,,,213.398,,250.348,non noto,PTUA2022,
915,PO0130460U0001,37,2017-12-01,,no,,,213.198,,250.348,non noto,PTUA2022,
916,PO0130460U0001,37,2018-01-01,,no,,,212.848,,250.348,non noto,PTUA2022,
917,PO0130460U0001,37,2018-02-01,,no,,,212.198,,250.348,non noto,PTUA2022,
918,PO0130460U0001,37,2018-03-01,,no,,,212.848,,250.348,non noto,PTUA2022,
919,PO0130460U0001,37,2018-04-01,,no,,,212.098,,250.348,non noto,PTUA2022,
920,PO0130460U0001,37,2018-05-01,,no,,,212.798,,250.348,non noto,PTUA2022,
921,PO0130460U0001,37,2018-06-01,,no,,,212.298,,250.348,non noto,PTUA2022,
922,PO0130460U0001,37,2018-07-01,,no,,,211.698,,250.348,non noto,PTUA2022,
923,PO0130460U0001,37,2018-08-01,,no,,,213.998,,250.348,non noto,PTUA2022,
924,PO0130460U0001,37,2018-09-01,,no,,,211.498,,250.348,non noto,PTUA2022,
925,PO0130460U0001,37,2019-01-01,,no,,,210.598,,250.348,non noto,PTUA2022,
926,PO0130460U0001,37,2019-02-01,,no,,,210.098,,250.348,non noto,PTUA2022,
927,PO0130460U0001,37,2019-03-01,,no,,,209.598,,250.348,non noto,PTUA2022,
928,PO0130460U0001,37,2019-04-01,,no,,,214.198,,250.348,non noto,PTUA2022,
929,PO0130460U0001,37,2019-05-01,,no,,,212.898,,250.348,non noto,PTUA2022,
930,PO0130460U0001,37,2019-06-01,,no,,,211.598,,250.348,non noto,PTUA2022,
931,PO0130460U0001,37,2019-07-01,,no,,,210.798,,250.348,non noto,PTUA2022,
932,PO0130460U0001,37,2019-08-01,,no,,,211.198,,250.348,non noto,PTUA2022,
933,PO0130460U0001,37,2019-09-01,,no,,,211.098,,250.348,non noto,PTUA2022,
934,PO0130460U0001,37,2020-01-01,,no,,,210.298,,250.348,non noto,PTUA2022,
935,PO0130460U0001,37,2020-02-01,,no,,,212.098,,250.348,non noto,PTUA2022,
936,PO0130460U0001,37,2020-03-01,,no,,,210.598,,250.348,non noto,PTUA2022,
937,PO0130460U0001,37,2020-10-01,,no,,,211.848,,250.348,non noto,PTUA2022,
938,PO0130460U0001,37,2020-11-01,,no,,,212.748,,250.348,non noto,PTUA2022,
939,PO0130460U0001,37,2020-12-01,,no,,,212.348,,250.348,non noto,PTUA2022,
940,PO013064NU0002,38,2001-09-01,,no,,,213.732,,301.932,non noto,PTUA2022,
941,PO013064NU0002,38,2001-10-01,,no,,,213.932,,301.932,non noto,PTUA2022,
942,PO013064NU0002,38,2002-02-01,,no,,,213.532,,301.932,non noto,PTUA2022,
943,PO013064NU0002,38,2002-04-01,,no,,,213.532,,301.932,non noto,PTUA2022,
944,PO013064NU0002,38,2002-05-01,,no,,,213.732,,301.932,non noto,PTUA2022,
945,PO013064NU0002,38,2002-06-01,,no,,,213.632,,301.932,non noto,PTUA2022,
946,PO013064NU0002,38,2002-10-01,,no,,,214.532,,301.932,non noto,PTUA2022,
947,PO013064NU0002,38,2002-11-01,,no,,,217.232,,301.932,non noto,PTUA2022,
948,PO013064NU0002,38,2002-12-01,,no,,,217.232,,301.932,non noto,PTUA2022,
949,PO013064NU0002,38,2003-01-01,,no,,,217.432,,301.932,non noto,PTUA2022,
950,PO013064NU0002,38,2003-02-01,,no,,,217.432,,301.932,non noto,PTUA2022,
951,PO013064NU0002,38,2003-03-01,,no,,,217.332,,301.932,non noto,PTUA2022,
952,PO013064NU0002,38,2003-04-01,,no,,,217.432,,301.932,non noto,PTUA2022,
953,PO013064NU0002,38,2003-05-01,,no,,,217.332,,301.932,non noto,PTUA2022,
954,PO013064NU0002,38,2003-06-01,,no,,,215.832,,301.932,non noto,PTUA2022,
955,PO013064NU0002,38,2003-07-01,,no,,,215.432,,301.932,non noto,PTUA2022,
956,PO013064NU0002,38,2003-08-01,,no,,,215.682,,301.932,non noto,PTUA2022,
957,PO013064NU0002,38,2003-11-01,,no,,,217.482,,301.932,non noto,PTUA2022,
958,PO013064NU0002,38,2003-12-01,,no,,,213.132,,301.932,non noto,PTUA2022,
959,PO013064NU0002,38,2004-01-01,,no,,,215.932,,301.932,non noto,PTUA2022,
960,PO013064NU0002,38,2004-02-01,,no,,,216.132,,301.932,non noto,PTUA2022,
961,PO013064NU0002,38,2004-03-01,,no,,,215.832,,301.932,non noto,PTUA2022,
962,PO013064NU0002,38,2004-04-01,,no,,,212.832,,301.932,non noto,PTUA2022,
963,PO013064NU0002,38,2004-05-01,,no,,,212.132,,301.932,non noto,PTUA2022,
964,PO013064NU0002,38,2004-06-01,,no,,,213.632,,301.932,non noto,PTUA2022,
965,PO013064NU0002,38,2004-07-01,,no,,,212.032,,301.932,non noto,PTUA2022,
966,PO013064NU0002,38,2004-08-01,,no,,,212.082,,301.932,non noto,PTUA2022,
967,PO013064NU0002,38,2004-09-01,,no,,,212.182,,301.932,non noto,PTUA2022,
968,PO013064NU0002,38,2004-10-01,,no,,,212.232,,301.932,non noto,PTUA2022,
969,PO013064NU0002,38,2004-11-01,,no,,,212.132,,301.932,non noto,PTUA2022,
970,PO013064NU0002,38,2004-12-01,,no,,,212.232,,301.932,non noto,PTUA2022,
971,PO013064NU0002,38,2005-01-01,,no,,,211.932,,301.932,non noto,PTUA2022,
972,PO013064NU0002,38,2005-02-01,,no,,,211.932,,301.932,non noto,PTUA2022,
973,PO013064NU0002,38,2005-03-01,,no,,,211.932,,301.932,non noto,PTUA2022,
974,PO013064NU0002,38,2005-05-01,,no,,,211.632,,301.932,non noto,PTUA2022,
975,PO013064NU0002,38,2005-07-01,,no,,,208.532,,301.932,non noto,PTUA2022,
976,PO013064NU0002,38,2005-08-01,,no,,,208.832,,301.932,non noto,PTUA2022,
977,PO013064NU0002,38,2005-09-01,,no,,,206.032,,301.932,non noto,PTUA2022,
978,PO013064NU0002,38,2005-11-01,,no,,,207.382,,301.932,non noto,PTUA2022,
979,PO013064NU0002,38,2005-12-01,,no,,,207.432,,301.932,non noto,PTUA2022,
980,PO013064NU0002,38,2006-01-01,,no,,,208.082,,301.932,non noto,PTUA2022,
981,PO013064NU0002,38,2006-02-01,,no,,,208.132,,301.932,non noto,PTUA2022,
982,PO013064NU0002,38,2006-03-01,,no,,,207.932,,301.932,non noto,PTUA2022,
983,PO013064NU0002,38,2006-04-01,,no,,,208.032,,301.932,non noto,PTUA2022,
984,PO013064NU0002,38,2006-06-01,,no,,,207.782,,301.932,non noto,PTUA2022,
985,PO013064NU0002,38,2006-07-01,,no,,,207.582,,301.932,non noto,PTUA2022,
986,PO013064NU0002,38,2006-08-01,,no,,,210.182,,301.932,non noto,PTUA2022,
987,PO013064NU0002,38,2006-09-01,,no,,,210.532,,301.932,non noto,PTUA2022,
988,PO013064NU0002,38,2006-10-01,,no,,,210.432,,301.932,non noto,PTUA2022,
989,PO013064NU0002,38,2007-01-01,,no,,,209.032,,301.932,non noto,PTUA2022,
990,PO013064NU0002,38,2007-02-01,,no,,,208.932,,301.932,non noto,PTUA2022,
991,PO013064NU0002,38,2007-03-01,,no,,,209.532,,301.932,non noto,PTUA2022,
992,PO013064NU0002,38,2007-04-01,,no,,,209.592,,301.932,non noto,PTUA2022,
993,PO013064NU0002,38,2007-05-01,,no,,,209.032,,301.932,non noto,PTUA2022,
994,PO013064NU0002,38,2007-06-01,,no,,,210.282,,301.932,non noto,PTUA2022,
995,PO013064NU0002,38,2007-07-01,,no,,,209.982,,301.932,non noto,PTUA2022,
996,PO013064NU0002,38,2007-08-01,,no,,,211.132,,301.932,non noto,PTUA2022,
997,PO013064NU0002,38,2007-09-01,,no,,,206.292,,301.932,non noto,PTUA2022,
998,PO013064NU0002,38,2007-10-01,,no,,,206.292,,301.932,non noto,PTUA2022,
999,PO013064NU0002,38,2007-11-01,,no,,,206.692,,301.932,non noto,PTUA2022,
1000,PO013064NU0002,38,2007-12-01,,no,,,208.742,,301.932,non noto,PTUA2022,
1001,PO013064NU0002,38,2008-01-01,,no,,,208.892,,301.932,non noto,PTUA2022,
1002,PO013064NU0002,38,2008-02-01,,no,,,208.992,,301.932,non noto,PTUA2022,
1003,PO013064NU0002,38,2008-04-01,,no,,,209.292,,301.932,non noto,PTUA2022,
1004,PO013064NU0002,38,2008-05-01,,no,,,209.592,,301.932,non noto,PTUA2022,
1005,PO013064NU0002,38,2008-06-01,,no,,,212.432,,301.932,non noto,PTUA2022,
1006,PO013064NU0002,38,2008-07-01,,no,,,210.292,,301.932,non noto,PTUA2022,
1007,PO013064NU0002,38,2008-08-01,,no,,,210.492,,301.932,non noto,PTUA2022,
1008,PO013064NU0002,38,2008-10-01,,no,,,211.592,,301.932,non noto,PTUA2022,
1009,PO013064NU0002,38,2008-11-01,,no,,,211.642,,301.932,non noto,PTUA2022,
1010,PO013064NU0002,38,2009-01-01,,no,,,215.382,,301.932,non noto,PTUA2022,
1011,PO013064NU0002,38,2009-02-01,,no,,,215.872,,301.932,non noto,PTUA2022,
1012,PO013064NU0002,38,2009-03-01,,no,,,216.532,,301.932,non noto,PTUA2022,
1013,PO013064NU0002,38,2009-04-01,,no,,,216.732,,301.932,non noto,PTUA2022,
1014,PO013064NU0002,38,2009-05-01,,no,,,216.632,,301.932,non noto,PTUA2022,
1015,PO013064NU0002,38,2009-06-01,,no,,,216.832,,301.932,non noto,PTUA2022,
1016,PO013064NU0002,38,2009-07-01,,no,,,215.832,,301.932,non noto,PTUA2022,
1017,PO013064NU0002,38,2009-08-01,,no,,,215.932,,301.932,non noto,PTUA2022,
1018,PO013064NU0002,38,2009-09-01,,no,,,215.732,,301.932,non noto,PTUA2022,
1019,PO013064NU0002,38,2009-10-01,,no,,,215.432,,301.932,non noto,PTUA2022,
1020,PO013064NU0002,38,2009-11-01,,no,,,215.032,,301.932,non noto,PTUA2022,
1021,PO013064NU0002,38,2009-12-01,,no,,,214.132,,301.932,non noto,PTUA2022,
1022,PO013064NU0002,38,2010-01-01,,no,,,214.232,,301.932,non noto,PTUA2022,
1023,PO013064NU0002,38,2010-02-01,,no,,,214.232,,301.932,non noto,PTUA2022,
