gid,id_punto,id_originale,id_ente,tipo_punto,id_acquifero,id_hydros,presenza_strat,stratigrafia_pdf,istat_comune,istat_prov,x_sr1,y_sr1,x_sr2,y_sr2,quota_testa_tubo,nota_coordinate,quota_piano_campagna,fonte_quota_piano_campagna,indirizzo_punto,ente_gestore,proprieta,indirizzo_proprieta,fonte,bacino_idro,note
126,PO0200330R0002,,,POZZO,,,,,MARMIROLO,MN,1639095.2324208051,5008535.010086813,639065.0,5008516.0,31.883,,31.883,,,,,,PTUA2022,IT03GWBISSMPBM,
127,PO0200570U0002,,,POZZO,,,,,SAN GIORGIO DI MANTOVA,MN,1645861.3356381422,5002558.869326543,645831.0,5002540.0,23.443,,23.443,,,,,,PTUA2022,IT03GWBISSMPBM,
128,PO0980200U0003,,0980200003,POZZO,,,,,COMAZZO,LO,1536251.3887152544,5032281.884181909,536223.0,5032262.0,99.238,,98.783,,,,,,PTUA2022-CAP,IT03GWBISSMPLAN,Serbatoio                                                                                                                                                                                                                                                     
129,PO0152100U0004,,0152100004,POZZO,,,,,SETTALA,MI,1530942.2831116319,5030995.881956501,530914.0,5030976.0,97.739,,97.739,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPLAN,depuratore-depuratore                                                                                                                                                                                                                                                    
130,PO0980180U0001,,0980180001,POZZO,,,,,CERVIGNANO D'ADDA,LO,1533301.3012083375,5024637.751912687,533273.0,5024618.0,86.922,,87.162,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPLAN,p.za Caduti-Piazza Caduti                                                                                                                                                                                                                                                 
131,PO098031NR0333,,,POZZO,,,,,LODI,LO,1536117.4496912863,5018864.755021515,536089.1193,5018845.124,81.233,,80.783,,,,,,PTUA2022,IT03GWBISSMPLAS,
132,PO0980320U0002,,0980320002,POZZO,,,,,LODI VECCHIO,LO,1532581.2539450098,5016544.601843837,532553.0,5016525.0,80.442,,80.892,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPLAS,via Cabrini-serb.-                                                                                                                                                                                                                                                              
133,PO0152020U0025,,,PIEZOMETRO,,,,,SAN ZENONE AL LAMBRO,MI,1528319.589048193,5018901.994163287,528291.4058,5018882.33,84.866,,84.686,,,,,,PTUA2022,IT03GWBISSMPLAS,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
134,PO0980600U0001,,,POZZO,,,,,VILLANOVA DEL SILLARO,LO,1536359.2988339257,5010174.465636141,536331.0,5010155.0,72.786,,71.715,,,,,,PTUA2022,IT03GWBISSMPLAS,
135,PO098002NR0045,,,POZZO,,,,,BERTONICO,LO,1551625.5781500272,5007981.360748141,551597.0,5007962.0,65.153,,64.753,,,,,,PTUA2022,IT03GWBISSMPLAS,
136,PO0980100U0007,,0980100003,POZZO,,,,,CASALPUSTERLENGO,LO,1550752.2693965083,5003653.906505918,550723.7257,5003634.624,61.881,,63.661,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPLAS,via Cadorna-via Cadorna                                                                                                                                                                                                                                                   
137,PO098052NR0037,,,PIEZOMETRO,,,,,SECUGNAGO,LO,1545744.4664001598,5007827.38224562,545716.0,5007808.0,67.381,,67.437,,,,,,PTUA2022,IT03GWBISSMPLAS,
138,PO098026NR0074,,,PIEZOMETRO,,,,,FOMBIO,LO,1553850.5852609833,4999560.1922019925,553822.0,4999541.0,58.095,,57.91,,,,,,PTUA2022,IT03GWBISSMPLAS,
139,PO0980510U0001,,,POZZO,,,,,SANTO STEFANO LODIGIANO,LO,1558502.5994211368,4998246.618061688,558473.9317,4998227.47,51.843,,51.013,,,,,,PTUA2022,IT03GWBISSMPLAS,
140,PO0170600UC013,,,POZZO,,,,,COMEZZANO - CIZZAGO,BS,1574611.1299963263,5036395.8027241,574582.0,5036376.0,109.54,,108.89,,,,,,PTUA2022,IT03GWBISSMPOM,
141,PO017037NRP001,,,PIEZOMETRO,,,,,CAPRIANO DEL COLLE,BS,1589921.1358766486,5032091.364012855,589891.7347,5032071.706,86.237,,85.787,,,,,,PTUA2022,IT03GWBISSMPOM,
142,PO017122NRP001,,,POZZO,,,,,BARBARIGA,BS,1583869.0500262617,5027930.932404634,583839.7803,5027911.328,80.26,,80.05,,,,,,PTUA2022,IT03GWBISSMPOM,
143,PO0170880RC541,,,PIEZOMETRO,,,,,LENO,BS,1596053.4781283564,5022697.455110946,596024.0,5022678.0,62.16,,62.16,,,,,,PTUA2022,IT03GWBISSMPOM,
144,PO020034NU0002,,,PIEZOMETRO,,,,,MEDOLE,MN,1620141.0004145997,5022665.000142793,620111.0677,5022645.645,83.11,,83.16,,,,,,PTUA2022,IT03GWBISSMPOM,
145,PO020063NU0002,,,PIEZOMETRO,,,,,SOLFERINO,MN,1622298.0004013444,5023920.999996506,622268.0218,5023901.63,105.62,,105.76,,,,,,PTUA2022,IT03GWBISSMPOM,
146,PO020018NU0004,,,PIEZOMETRO,,,,,CAVRIANA,MN,1625432.000404025,5021575.999773372,625401.9723,5021556.687,76.16,,76.34,,,,,,PTUA2022,IT03GWBISSMPOM,
147,PO0170860UC579,,,POZZO,,,,,ISORELLA,BS,1604147.614294527,5018663.345436645,604118.0,5018644.0,55.48,,55.78,,,,,,PTUA2022,IT03GWBISSMPOM,
148,PO0200150R0002,,,PIEZOMETRO,,,,,CASTEL GOFFREDO,MN,1612187.7616720207,5017591.292012707,612158.0,5017572.0,51.5,,51.5,,,,,,PTUA2022,IT03GWBISSMPOM,
149,PO0200280R0056,,,POZZO,,,,,GUIDIZZOLO,MN,1624093.9968231963,5020112.290617189,624064.0,5020093.0,65.27,,65.27,,,,,,PTUA2022,IT03GWBISSMPOM,
150,PO0200700R0002,,,PIEZOMETRO,,,,,VOLTA MANTOVANA,MN,1628695.0806964936,5019388.257995488,628665.0,5019369.0,57.05,,57.05,,,,,,PTUA2022,IT03GWBISSMPOM,
151,PO017073NUP001,,,POZZO,,,,,GAMBARA,BS,1601148.7239850755,5012364.798730324,601119.1923,5012345.56,48.524,,48.324,,,,,,PTUA2022,IT03GWBISSMPOM,
152,PO0170710RC478,,,PIEZOMETRO,,,,,FIESSE,BS,1604089.5702496695,5008250.1487958,604060.0,5008231.0,41.5,,40.78,,,,,,PTUA2022,IT03GWBISSMPOM,
153,PO0200240R0001,,,PIEZOMETRO,,,,,GAZOLDO DEGLI IPPOLITI,MN,1624059.9416679186,5006865.040333508,624030.0,5006846.0,34.614,,34.614,,,,,,PTUA2022,IT03GWBISSMPOM,
154,PO020032NR0001,,,PIEZOMETRO,,,,,MARIANA MANTOVANA,MN,1616399.7824822618,5003335.005118694,616370.0,5003316.0,33.008,,33.008,,,,,,PTUA2022,IT03GWBISSMPOM,
155,PO0200510R0002,,,PIEZOMETRO,,,,,RODIGO,MN,1631202.0687927518,5004982.975372972,631172.0,5004964.0,31.0,,31.0,,,,,,PTUA2022,IT03GWBISSMPOM,
156,PO0200210R0045,,,POZZO,,,,,CURTATONE,MN,1639415.197653759,4998596.82087825,639385.0,4998578.0,22.963,,22.963,,,,,,PTUA2022,IT03GWBISSMPOM,
157,PO020030NU0004,,,PIEZOMETRO,,,,,MANTOVA,MN,1640788.2342641144,5001198.864439404,640758.0,5001180.0,17.9,,17.9,,,,,,PTUA2022,IT03GWBISSMPOM,
158,PO0181150U0006,,,POZZO,,,,,PINAROLO PO,PV,1512407.761992964,4989947.18252519,512380.0,4989928.0,67.287,,66.637,,,,,,PTUA2022,IT03GWBISSMPOP,
159,PO0181180U0019,,,POZZO,,,,,PORTALBERA,PV,1524349.0010818124,4993153.1934984885,524321.0,4993134.0,68.079,,67.559,,,,,,PTUA2022,IT03GWBISSMPOP,
160,PO018032NR0001,,,PIEZOMETRO,,,,,CASATISMA,PV,1508594.6832176927,4988343.168047347,508567.0,4988324.0,75.728,,75.728,,,,,,PTUA2022,IT03GWBISSMPOP,
161,PO0180490U0003,,,POZZO,,,,,CIGOGNOLA,PV,1520368.8977193555,4986395.082133369,520341.0,4986376.0,107.259,,107.259,,,,,,PTUA2022,IT03GWBISSMPOP,
162,PO0181550U0001,,,POZZO,,,,,TORRAZZA COSTE,PV,1505683.5955294592,4980511.03188807,505656.0,4980492.0,116.616,,116.616,,,,,,PTUA2022,IT03GWBISSMPOP,
163,PO0180350U0002,,,POZZO,,,,,CASSOLNOVO,PV,1485431.3886248558,5022640.9138176795,485404.0,5022621.0,117.58,,117.36,,,,,,PTUA2022,IT03GWBISSMPP,
164,PO0180500U0002,,,POZZO,,,,,CILAVEGNA,PV,1480201.2683264606,5017506.838567358,480174.0,5017487.0,115.897,,115.897,,,,,,PTUA2022,IT03GWBISSMPP,
165,PO0181770U0020,,,POZZO,,,,,VIGEVANO,PV,1488880.4303792112,5017041.793470203,488853.0,5017022.0,103.06,,102.99,,,,,,PTUA2022,IT03GWBISSMPP,
166,PO018003NR0009,,,PIEZOMETRO,,,,,ALBONESE,PV,1477825.2120603852,5014790.797120398,477798.0,5014771.0,113.49,,113.49,,,,,,PTUA2022,IT03GWBISSMPP,
167,PO018068NRP001,,,PIEZOMETRO,,,,,GAMBOLO',PV,1492884.4833112112,5011602.6738258125,492857.0,5011583.0,100.934,,100.934,,,,,,PTUA2022,IT03GWBISSMPP,
168,PO018039NRP001,,,POZZO,,,,,CASTELLO D'AGOGNA,PV,1474649.5141773017,5007966.631274418,474622.3907,5007946.95,107.215,,108.345,,,,,,PTUA2022,IT03GWBISSMPP,
169,PO0180690U0002,,,POZZO,,,,,GARLASCO,PV,1494040.4774930547,5004979.543665172,494013.0,5004960.0,92.741,,92.741,,,,,,PTUA2022,IT03GWBISSMPP,
170,PO018147NUP001,,,POZZO,,,,,SCALDASOLE,PV,1492524.8525728453,4996534.160147781,492497.439,4996514.77,86.584,,87.544,,,,,,PTUA2022,IT03GWBISSMPP,
171,PO018062NRD002,,,POZZO,,,,,FERRERA ERBOGNONE,PV,1489220.3397967604,4993828.352728727,489193.0,4993809.0,86.799,,86.459,,,,,,PTUA2022,IT03GWBISSMPP,
172,PO0180880U0001,,,POZZO,,,,,MEDE,PV,1479576.1574453954,4993826.393002762,479549.0,4993807.0,92.936,,92.936,,,,,,PTUA2022,IT03GWBISSMPP,
173,PO018146NRP001,,,POZZO,,,,,SARTIRANA LOMELLINA,PV,1473609.7616997682,4995777.524903271,473582.7089,4995758.07,99.039,,99.039,,,,,,PTUA2022,IT03GWBISSMPP,
174,PO018065NRG001,,,PIEZOMETRO,,,,,FRASCAROLO,PV,1476436.0733691193,4987921.29433086,476409.0,4987902.0,86.66,,86.66,,,,,,PTUA2022,IT03GWBISSMPP,
175,PO0150870U0001,,,POZZO,,,,,CORNAREDO,MI,1501585.757391637,5037867.134268916,501558.0,5037847.0,142.84,,142.84,,,,,,PTUA2022,IT03GWBISSMPTLN,
176,PO015146NU1496,,0151461496,PIEZOMETRO,,,,,MILANO,MI,1506100.8425818644,5037850.11509514,506073.0,5037830.0,135.68,,135.68,,,,,,PTUA2022-FOG,IT03GWBISSMPTLN,SCUOLA VIA SILLA 150
177,PO015211NUP001,,0152110112,PIEZOMETRO,,,,,SETTIMO MILANESE,MI,1503726.9958871717,5038360.711659705,503699.196,5038340.577,141.431,,141.341,,,,,,PTUA2022,IT03GWBISSMPTLN,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi"
178,PO015146NU1378,,0151461378,PIEZOMETRO,,,,,MILANO,MI,1515314.990199212,5031524.957056717,515287.0,5031505.0,111.174,,111.174,,,,,,PTUA2022-Idroscalo2005-FOG,IT03GWBISSMPTLN,SCUOLA VIA ANTONINI 50
179,PO015146NU1379,,0151461379,PIEZOMETRO,,,,,MILANO,MI,1518798.047088392,5029391.902202583,518770.0,5029372.0,103.009,,103.009,,,,,,PTUA2022-Idroscalo2005-FOG,IT03GWBISSMPTLN,SCUOLA VIA S. BERNARDO 19 (CHIARAVALLE)
180,PO015146NU1435,,0151461435,PIEZOMETRO,,,,,MILANO,MI,1509889.8884014834,5031682.982670455,509862.0,5031663.0,115.102,,115.102,,,,,,PTUA2022-FOG,IT03GWBISSMPTLN,Scuola di Via San Colombano n.8 - RONCHETTO.S\N
181,PO015146NU1489,,0151461489,PIEZOMETRO,,,,,MILANO,MI,1505573.8116080721,5032814.022068931,505546.0,5032794.0,122.041,,122.041,,,,,,PTUA2022-FOG,IT03GWBISSMPTLN,SCUOLA VIA MUGGIANO 16
182,PO0150020U0005,,,POZZO,,,,,ABBIATEGRASSO,MI,1493737.5655528468,5027427.96964184,493710.0,5027408.0,120.75,,120.75,,,,,,PTUA2022,IT03GWBISSMPTLN,
183,PO015140NR0109,,,PIEZOMETRO,,,,,MELEGNANO,MI,1525125.1365959458,5022190.739662315,525097.0,5022171.0,90.34,,90.52,,,,,,PTUA2022,IT03GWBISSMPTLN,
184,PO0152350U0001,,0152350001,POZZO,,,,,VERMEZZO,MI,1498620.6539407452,5026505.93180216,498593.0,5026486.0,115.42,,115.42,,,,,,PTUA2022-PTUA2003,IT03GWBISSMPTLN,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi-via Dante"
185,PO015247NR0185,,,PIEZOMETRO,,,,,ZIBIDO S. GIACOMO,MI,1505623.4305466486,5026896.175946953,505595.6427,5026876.266,110.0,,110.0,,,,,,PTUA2022,IT03GWBISSMPTLN,
186,PO0150150U0001,,0150150001,POZZO,,,,,BASIGLIO,MI,1512896.9040352537,5021812.783461474,512869.0,5021793.0,96.789,,96.789,,,,,,PTUA2022-PTUA2003-CAP,IT03GWBISSMPTLN,p.za M.Rossi-Chiesa-Piazza Rossi-Chiesa                                                                                                                                                                                                                                           
187,PO098008NR0025,,,POZZO,,,,,CASALETTO LODIGIANO,LO,1528748.9581242963,5016850.926581302,528720.7753,5016831.303,71.308,,71.898,,,,,,PTUA2022,IT03GWBISSMPTLS,SONDA AUTOMATICA GUASTA DA MARZO 2020
188,PO018176NUP001,,,PIEZOMETRO,,,,,VIDIGULFO,PV,1518074.127776803,5015918.755394729,518046.1505,5015899.105,88.252,,88.252,,,,,,PTUA2022,IT03GWBISSMPTLS,
189,PO018014NRP001,,,POZZO,,,,,BEREGUARDO,PV,1501219.8785085874,5013371.645489664,501192.2303,5013351.973,96.11,,97.18,,,,,,PTUA2022,IT03GWBISSMPTLS,
190,PO018043NUP001,,,PIEZOMETRO,,,,,CERANOVA,PV,1518454.5786202129,5011562.966407528,518426.6123,5011543.4,82.743,,82.303,,,,,,PTUA2022,IT03GWBISSMPTLS,
191,PO018072NUP001,,,PIEZOMETRO,,,,,GIUSSAGO,PV,1512591.7560326112,5011176.805530955,512563.9021,5011157.222,87.134,,87.134,,,,,,PTUA2022,IT03GWBISSMPTLS,
192,PO018173NUP001,,,PIEZOMETRO,,,,,VELLEZZO BELLINI,PV,1507693.6556238832,5013321.526530712,507665.8853,5013301.882,92.877,,92.357,,,,,,PTUA2022,IT03GWBISSMPTLS,
193,PO018048NRP001,,,POZZO,,,,,CHIGNOLO PO,PV,1522307.9175524341,5003738.158311546,522279.911,5003718.756,74.871,,75.341,,,,,,PTUA2022,IT03GWBISSMPTLS,
194,PO0181100U0111,,,PIEZOMETRO,,,,,PAVIA,PV,1511165.8090166617,5006865.507900845,511138.0,5006846.0,83.4,,83.05,,,,,,PTUA2022,IT03GWBISSMPTLS,
195,PO018180NUP001,,,POZZO,,,,,VILLANTERIO,PV,1528192.3970563803,5007176.005871399,528164.265,5007156.563,73.02,,73.82,,,,,,PTUA2022,IT03GWBISSMPTLS,
196,PO0180130U0005,,,POZZO,,,,,BELGIOIOSO,PV,1523792.0226100942,5000857.341620832,523764.0,5000838.0,74.964,,74.964,,,,,,PTUA2022,IT03GWBISSMPTLS,
197,PO0180480U0004,,,POZZO,,,,,CHIGNOLO PO,PV,1539671.3215219746,5000573.270222287,539643.0,5000554.0,58.81,,57.66,,,,,,PTUA2022,IT03GWBISSMPTLS,
198,PO0180810U0111,,,PIEZOMETRO,,,,,LINAROLO,PV,1521157.9716167802,5000566.347077671,521130.0,5000547.0,74.97,,74.45,,,,,,PTUA2022,IT03GWBISSMPTLS,
199,CAP-0980490001,,0980490001,,,,,,SAN ROCCO AL PORTO                                                                                                                                                                                                                                            ,LO,1554770.0005993394,4992220.000119567,554741.4283956187,4992200.95062282,51.92,,,,,,,,CAP,IT03GWBISSBPPO,via Acquedotto                                                                                                                                                                                                                                                
200,CAP-0181140002,,0181140002,,,,,,PIEVE PORTO MORONE                                                                                                                                                                                                                                            ,PV,1534790.000607728,4995405.000119389,534761.7928098906,4995385.807417155,54.68,,,,,,,,CAP,IT03GWBISSBPPO,                                                                                                                                                                                                                                                              
201,CAP-0980150003,,0980150003,,,,,,CASTIRAGA VIDARDO                                                                                                                                                                                                                                             ,LO,1530789.0006093208,5012188.000117925,530760.7986433454,5012168.473228633,75.53,,,,,,,,CAP,IT03GWBISSMPTLS,Cascina  Pollarana                                                                                                                                                                                                                                            
202,CAP-0980500005,,0980500005,,,,,,SANT'ANGELO LODIGIANO                                                                                                                                                                                                                                         ,LO,1532041.0006088216,5007048.000118373,532012.7963636792,5007028.5756765455,74.38,,,,,,,,CAP,IT03GWBISSMPTLS,fraz.Ranera                                                                                                                                                                                                                                                   
203,CAP-0980590001,,0980590001,,,,,,VALERA FRATTA                                                                                                                                                                                                                                                 ,LO,1526403.0006111723,5011526.000118006,526374.8842656376,5011506.467503513,77.81,,,,,,,,CAP,IT03GWBISSMPTLS,serb. scuola materna                                                                                                                                                                                                                                          
204,CAP-0180700001,,0180700001,,,,,,GENZONE                                                                                                                                                                                                                                                       ,PV,1527575.0006107257,5002880.000118768,527546.8980923276,5002860.635963813,73.99,,,,,,,,CAP,IT03GWBISSMPTLS,via Cairoli                                                                                                                                                                                                                                                   
205,CAP-0180780001,,0180780001,,,,,,LANDRIANO                                                                                                                                                                                                                                                     ,PV,1520475.0006136384,5017674.000117491,520446.97066793154,5017654.3265213305,85.63,,,,,,,,CAP,IT03GWBISSMPTLS,Piazza Marconi                                                                                                                                                                                                                                                
206,CAP-0180930002,,0180930002,,,,,,MIRADOLO TERME                                                                                                                                                                                                                                                ,PV,1535650.0006073294,5001980.000118803,535621.7492332057,5001960.686570022,68.88,,,,,,,,CAP,IT03GWBISSMPTLS,                                                                                                                                                                                                                                                              
207,CAP-0980070001,,0980070001,,,,,,CAMAIRAGO                                                                                                                                                                                                                                                     ,LO,1556980.0005983326,5006056.000118325,556951.3292749213,5006036.698001108,60.4,,,,,,,,CAP,IT03GWBISSMPLAS,via 4 novembre                                                                                                                                                                                                                                                
208,CAP-0980230001,,0980230001,,,,,,CORNOVECCHIO                                                                                                                                                                                                                                                  ,LO,1562792.0005959333,4998470.000118973,562763.2508970874,4998450.865604838,52.67,,,,,,,,CAP,IT03GWBISSMPLAS,Municipio                                                                                                                                                                                                                                                     
209,CAP-0980330001,,0980330001,,,,,,MACCASTORNA                                                                                                                                                                                                                                                   ,LO,1567299.0005940334,4999597.000118848,567270.1610681966,4999577.862949289,40.28,,,,,,,,CAP,IT03GWBISSMPLAS,via Roma                                                                                                                                                                                                                                                      
210,CAP-0980350002,,0980350002,,,,,,MALEO                                                                                                                                                                                                                                                         ,LO,1560100.0005970448,5001920.00011868,560071.28746969,5001900.789178868,57.44,,,,,,,,CAP,IT03GWBISSMPLAS,Piazza 25 Aprile                                                                                                                                                                                                                                              
211,CAP-0980400001,,0980400001,,,,,,MONTANASO LOMBARDO                                                                                                                                                                                                                                            ,LO,1535877.000607135,5019968.000117207,535848.670170593,5019948.347230227,82.67,,,,,,,,CAP,IT03GWBISSMPLAS,Comune                                                                                                                                                                                                                                                        
212,CAP-0980420003,,0980420003,,,,,,ORIO LITTA                                                                                                                                                                                                                                                    ,LO,1543820.000603896,5000952.00011885,543791.5991110007,5000932.739960029,65.02,,,,,,,,CAP,IT03GWBISSMPLAS,via Pio Rossi                                                                                                                                                                                                                                                 
213,CAP-0980580002,,0980580002,,,,,,TURANO LODIGIANO                                                                                                                                                                                                                                              ,LO,1548759.0006017634,5010831.00011795,548730.4647816786,5010811.573569096,65.49,,,,,,,,CAP,IT03GWBISSMPLAS,via 25 Aprile                                                                                                                                                                                                                                                 
214,CAP-0980020001,,0980020001,,,,,,BERTONICO                                                                                                                                                                                                                                                     ,LO,1552834.0006000577,5009331.000118061,552805.3940213227,5009311.618853627,62.65,,,,,,,,CAP,IT03GWBISSMPLAS,via Garibaldi                                                                                                                                                                                                                                                 
215,CAP-0151250001,,0151250001,,,,,,LOCATE DI TRIULZI                                                                                                                                                                                                                                             ,MI,1517414.8596149017,5022682.332117062,517386.8666115865,5022662.551040866,94.84,,,,,,,,CAP,IT03GWBISSMPTLN,Piazza Gramsci                                                                                                                                                                                                                                                
216,CAP-0151890001,,0151890001,,,,,,ROZZANO                                                                                                                                                                                                                                                       ,MI,1511442.7736174108,5024760.111116908,511414.884760842,5024740.265846566,101.91,,,,,,,,CAP,IT03GWBISSMPTLN,                                                                                                                                                                                                                                                              
217,PO0151950U0007,,0151950007,,,,,,SAN GIULIANO MILANESE                                                                                                                                                                                                                                         ,MI,1519362.736614058,5026815.9131166795,519334.68959453,5026796.061981088,100.01,,,,,,,,CAP,IT03GWBISSMPTLN,                                                                                                                                                                                                                                                              
218,CAP-0152220001,,0152220001,,,,,,TRIBIANO                                                                                                                                                                                                                                                      ,MI,1528826.000610062,5027968.000116524,528797.7700656902,5027948.166605384,94.58,,,,,,,,CAP,IT03GWBISSMPLAN,                                                                                                                                                                                                                                                              
219,PO0151670U0001,,0151670001,,,,,,PANTIGLIATE                                                                                                                                                                                                                                                   ,MI,1527808.9706104684,5032030.970116169,527780.7423593218,5032011.055545497,102.37,,,,,,,,CAP,IT03GWBISSMPLAN,                                                                                                                                                                                                                                                              
220,PO0151850U0001,,0151850001,,,,,,RODANO                                                                                                                                                                                                                                                        ,MI,1528072.3076103386,5035498.719115858,528044.0599491434,5035478.740077,110.41,,,,,,,,CAP,IT03GWBISSMPLAN,                                                                                                                                                                                                                                                              
221,CAP-0980200001,,0980200001,,,,,,COMAZZO                                                                                                                                                                                                                                                       ,LO,1536534.0006067918,5032132.000116113,536505.6071784581,5032112.119943524,90.77,,,,,,,,CAP,IT03GWBISSMPLAN,Piazza Caduti                                                                                                                                                                                                                                                 
222,CAP-0980410001,,0980410001,,,,,,MULAZZANO                                                                                                                                                                                                                                                     ,LO,1531414.0006089904,5024506.000116821,531385.7355938233,5024486.242843741,90.43,,,,,,,,CAP,IT03GWBISSMPLAN,via Lago Maggiore                                                                                                                                                                                                                                             
223,idroscalo,,,,,,,,PESCHIERA BORROMEO,MI,1522450.4587875574,5033319.692622991,522422.3263583233,5033299.731368452,105.95,,,,,,,,Idroscalo2005,IT03GWBISSMPLAN,"rilevamenti del livello dell'Idroscalo, affioramento della falda"
224,FOG14,,0151461312,,,,,,MILANO,MI,1518961.0006141746,5036550.000115809,518932.920616568,5036529.963244154,118.65,,,,,,,,FOG,IT03GWBISSAPTA,SCUOLE LAMBRATE - VIA CONTE ROSSO
225,FOG16,,0151461161,,,,,,MILANO,MI,1515882.000615494,5032742.000116171,515853.9946343197,5032722.022410121,114.38,,,,,,,,FOG,IT03GWBISSAPTA,VIA CREMA
226,FOG17,,0151461374,,,,,,MILANO,MI,1517470.0006148296,5031721.000116251,517441.9689004675,5031701.04833617,110.44,,,,,,,,FOG,IT03GWBISSMPTLN,VIA POLESINE
227,FOG18,,0151461375,,,,,,MILANO,MI,1519346.0006140429,5030884.000116316,519317.9369593701,5030864.071982008,105.12,,,,,,,,FOG,IT03GWBISSMPTLN,VIA M.PIANA
228,FOG21,,0151461376,,,,,,MILANO,MI,1517524.0006148068,5031741.000116247,517495.9677972882,5031721.048183067,108.8,,,,,,,,FOG,IT03GWBISSMPTLN,VIALE MARTINI 4 - CENTRALE AP
229,FOG24,,0151461535,,,,,,MILANO,MI,1509402.000618196,5038917.000115648,509374.09124799183,5038896.878626455,135.53,,,,,,,,FOG,IT03GWBISSAPTA,CIMITERO MUSOCCO
230,FOG27,,0151461119,,,,,,MILANO,MI,1513852.0006163474,5033431.000116118,513824.03009837685,5033411.000917559,115.87,,,,,,,,FOG,IT03GWBISSAPTA,VIA ARENA 17
231,FOG31,,0151461486,,,,,,MILANO,MI,1510183.0006178906,5034359.000116053,510155.09551707,5034338.968066586,122.07,,,,,,,,FOG,IT03GWBISSMPTLN,Scuola di Via delle Forze armate n.65
232,FOG32,,0151461462,,,,,,MILANO,MI,1511177.0006174785,5032979.000116174,511149.08250182704,5032958.998307749,116.77,,,,,,,,FOG,IT03GWBISSMPTLN,VIA VESPRI.SICILIANI 75
233,FOG33,,0151461417,,,,,,MILANO,MI,1513794.00061638,5031879.000116255,513766.0376655159,5031859.030022811,114.89,,,,,,,,FOG,IT03GWBISSMPTLN,VIA SFORZA 91 - CENTRALE AP
234,FOG34,,0151461162,,,,,,MILANO,MI,1513650.0006164338,5033200.000116139,513622.0348764663,5033180.004443144,115.23,,,,,,,,FOG,IT03GWBISSAPTA,SCUOLA ALZAIA NAVIGLIO GRANDE 22
235,FOG38,,0151461377,,,,,,MILANO,MI,1515745.0006155618,5030910.000116333,515717.0048591106,5030890.056480987,108.91,,,,,,,,FOG,IT03GWBISSMPTLN,SCUOLA VIA NOTO 4
236,FOG41,,0151461121,,,,,,MILANO,MI,1513348.000616552,5034853.000115991,513320.0336862312,5034832.971927784,119.56,,,,,,,,FOG,IT03GWBISSAPTA,SCUOLA VIA RUFFINI  4-6
237,FOG55,,0151461487,,,,,,MILANO,MI,1506835.0006193032,5034543.000116052,506807.15797692665,5034522.950616933,125.17,,,,,,,,FOG,IT03GWBISSMPTLN,"VIA ANSELMO DA BAGGIO 60
"
238,FOG56,,0151461495,,,,,,MILANO,MI,1508272.00061868,5037643.000115766,508244.1179025242,5037622.897998509,132.7,,,,,,,,FOG,IT03GWBISSAPTA,SCUOLA VIA LAMPUGNANO 145
239,FOG58,,0151461488,,,,,,MILANO,MI,1506963.0006192413,5036027.00011592,506935.1493660837,5036006.923090616,129.66,,,,,,,,FOG,IT03GWBISSMPTLN,SCUOLA VIA CAIO MARIO 18
240,FOG72,,0151461354,,,,,,MILANO,MI,1519258.0006140724,5032294.000116189,519229.9327454951,5032274.044953425,108.03,,,,,,,,FOG,IT03GWBISSAPTA,SCUOLA VIA SORDELLO 7
241,PO015209NR0264,,0152090264,,,,,,SESTO SAN GIOVANNI,MI,1518606.870614296,5041773.820115343,518578.77552852826,5041753.683009028,137.51,,,,,,,,SSGiovanni,IT03GWBISSAPTA,PIE-VITTORIA_A
242,CM.PS.002,,0152090284,,,,,,SESTO SAN GIOVANNI,MI,1520520.160613481,5043236.820115203,520492.0233070304,5043216.663328315,142.81,,,,,,,,SSGiovanni,IT03GWBISSAPTA,PIE-CAVA_MELZI
243,PO015209NR0336,,0152090336,,,,,,SESTO SAN GIOVANNI,MI,1519311.4406139927,5042869.440115243,519283.32765881234,5042849.28523466,142.55,,,,,,,,SSGiovanni,IT03GWBISSAPTA,PIE-UNIONE
244,PO015209NRA683,,0152090340,,,,,,SESTO SAN GIOVANNI,MI,1519016.5406141146,5043333.050115199,518988.4312938887,5043312.885241416,142.08,,,,,,,,SSGiovanni,IT03GWBISSAPTA,PIE-UNIONE
