DATA,0151461161,0151461288,0151461289,0151461312,0151461313,0151461353,0151461354,0151461374,0151461375,0151461376,0151461377,0151461378,0151461379,0151461380,0151461557,0151462108,0151462109,0151462111,0151462112,0151462113,0151462114,0151462115,0151462121,0151462122,0151462123,0151710197,0151750006,0151750008,0151750289,0151750291,0151920005,0152050007,0152050138,0152420041
2001-07-01,104.35,103.97,103.09,105.48,110.3,103.14,102.03,100.37,97.78,99.87,101.01,101.71,98.5,99.68,106.22,,,,,,,,,,,102.81,112.4,111.8,108.24,115.0,93.71,107.84,,114.92
2001-08-01,104.75,104.27,103.29,105.43,109.6,103.24,102.63,100.57,98.28,100.37,101.21,101.56,98.4,99.78,106.12,,,,,,,,,,,102.81,112.9,112.2,108.64,115.6,94.21,108.74,,115.52
2001-09-01,104.85,104.57,103.29,105.58,109.4,103.64,102.53,100.87,98.28,99.87,101.41,102.21,99.1,99.78,106.42,,,,,,,,,,,102.61,113.5,112.6,108.94,115.8,93.81,109.34,,115.82
2001-10-01,104.95,104.57,103.29,105.58,109.3,103.14,103.03,101.07,98.23,100.57,101.41,101.91,98.9,99.68,106.27,,,,,,,,,,,,113.0,113.0,109.14,116.0,93.91,109.04,,115.92
2001-11-01,104.95,104.27,103.39,105.38,109.1,102.79,103.53,100.67,97.98,100.37,101.31,101.91,98.9,99.48,106.32,,,,,,,,,,,,,,,,,,,
2001-12-01,104.55,104.37,103.29,105.38,108.9,102.64,103.53,100.57,97.88,100.17,101.31,101.91,98.7,99.28,106.12,,,,,,,,,,,,,,,,,,,
2002-01-01,104.55,104.17,103.44,104.88,108.7,102.34,103.63,100.47,98.28,100.17,101.11,101.91,98.6,99.28,106.22,,,,,,,,,,,102.21,112.7,112.6,108.64,,93.21,108.84,,114.72
2002-02-01,106.75,104.07,103.59,104.73,109.0,102.54,104.03,100.87,98.28,100.37,101.11,101.81,98.4,99.38,105.92,,,,,,,,,,,102.51,112.4,112.3,108.54,,93.51,108.34,,114.42
2002-03-01,104.85,104.27,103.59,105.38,108.6,103.34,104.13,100.97,97.98,100.37,101.41,101.81,98.5,99.68,106.32,,,,,,,,,,,102.81,111.7,112.2,108.34,,94.11,107.74,,114.32
2002-04-01,104.85,104.47,103.19,12.9,108.2,103.24,101.83,100.57,98.18,100.47,101.41,102.11,98.7,99.68,106.12,,,,,,,,,,,102.31,,110.7,107.14,,93.21,,,113.62
2002-05-01,105.05,104.22,103.59,13.0,108.8,103.14,104.23,101.17,97.98,100.67,101.61,102.31,98.6,99.98,106.27,,,,,,,,,,,101.81,,110.5,106.94,,92.91,,,113.32
2002-06-01,104.95,104.07,103.29,12.9,108.6,103.64,104.03,100.97,98.33,100.47,101.81,102.91,99.3,100.28,106.12,,,,,,,,,,,105.61,,,,,10.42,,,
2002-07-01,105.15,104.17,103.49,105.48,109.0,103.64,101.53,106.47,98.58,100.87,101.71,102.61,99.4,100.58,,,,,,,,,,,,,,,,,,,,
2002-08-01,105.65,104.47,103.59,106.28,109.5,103.54,103.83,101.42,98.08,101.07,102.16,102.91,,100.58,106.52,,,,,,,,,,,102.21,113.35,111.6,108.14,117.2,94.31,109.34,104.22,116.92
2002-09-01,105.65,104.67,104.29,106.18,109.7,103.64,104.03,101.67,98.98,101.57,102.21,102.81,99.75,100.38,106.62,,,,,,,,,,,102.41,113.5,112.0,108.54,117.3,94.11,108.94,104.62,116.92
