CODICE,COMUNE,PROVINCIA,lat,lon,QUOTA_MISU,ORIGINE,NOTE,BACINO_WISE
idroscalo,PESCHIERA BORROMEO,MI,45.452863,9.28676,105.95,Idroscalo2005,"rilevamenti del livello dell'Idroscalo, affioramento della falda",IT03GWBISSMPLAN
