codice,x,y,anno,mese,misura livello (metri da p.c.),Quota rifgerimento [m],Piezometria [m s.l.m.]
0151461377,1515739,5030897,2000,1,7.50,108.91,101.41
0151461377,1515739,5030897,2000,2,8.00,108.91,100.91
0151461377,1515739,5030897,2000,3,8.40,108.91,100.51
0151461377,1515739,5030897,2000,4,8.70,108.91,100.21
0151461377,1515739,5030897,2000,5,8.60,108.91,100.31
0151461377,1515739,5030897,2000,6,8.10,108.91,100.81
0151461377,1515739,5030897,2000,7,8.40,108.91,100.51
0151461377,1515739,5030897,2000,8,8.35,108.91,100.56
0151461377,1515739,5030897,2000,9,8.40,108.91,100.51
0151461377,1515739,5030897,2000,10,8.40,108.91,100.51
0151461377,1515739,5030897,2000,11,8.40,108.91,100.51
0151461377,1515739,5030897,2000,12,8.00,108.91,100.91
0151461377,1515739,5030897,2001,1,8.00,108.91,100.91
0151461377,1515739,5030897,2001,2,7.90,108.91,101.01
0151461377,1515739,5030897,2001,3,7.90,108.91,101.01
0151461377,1515739,5030897,2001,4,8.00,108.91,100.91
0151461377,1515739,5030897,2001,5,7.50,108.91,101.41
0151461377,1515739,5030897,2001,6,7.60,108.91,101.31
0151461377,1515739,5030897,2001,7,7.90,108.91,101.01
0151461377,1515739,5030897,2001,8,7.70,108.91,101.21
0151461377,1515739,5030897,2001,9,7.50,108.91,101.41
0151461377,1515739,5030897,2001,10,7.50,108.91,101.41
0151461377,1515739,5030897,2001,11,7.60,108.91,101.31
0151461377,1515739,5030897,2001,12,7.60,108.91,101.31
0151461377,1515739,5030897,2002,1,7.80,108.91,101.11
0151461377,1515739,5030897,2002,2,7.80,108.91,101.11
0151461377,1515739,5030897,2002,3,7.50,108.91,101.41
0151461377,1515739,5030897,2002,4,7.50,108.91,101.41
0151461377,1515739,5030897,2002,5,7.30,108.91,101.61
0151461377,1515739,5030897,2002,6,7.10,108.91,101.81
0151461377,1515739,5030897,2002,7,7.20,108.91,101.71
0151461377,1515739,5030897,2002,8,6.75,108.91,102.16
0151461377,1515739,5030897,2002,9,6.70,108.91,102.21
0151461377,1515739,5030897,2002,10,9.90,108.91,99.01
0151461377,1515739,5030897,2002,11,7.10,108.91,101.81
0151461377,1515739,5030897,2002,12,6.40,108.91,102.51
0151461377,1515739,5030897,2003,1,6.80,108.91,102.11
0151461377,1515739,5030897,2003,2,6.60,108.91,102.31
0151461377,1515739,5030897,2003,3,6.80,108.91,102.11
0151461377,1515739,5030897,2003,4,7.50,108.91,101.41
0151461377,1515739,5030897,2003,5,7.75,108.91,101.16
0151461377,1515739,5030897,2003,6,7.60,108.91,101.31
0151461377,1515739,5030897,2003,7,8.10,108.91,100.81
0151461377,1515739,5030897,2003,8,7.70,108.91,101.21
0151461377,1515739,5030897,2003,9,7.90,108.91,101.01
0151461377,1515739,5030897,2003,10,8.00,108.91,100.91
0151461377,1515739,5030897,2003,11,8.50,108.91,100.41
0151461377,1515739,5030897,2003,12,8.20,108.91,100.71
0151461377,1515739,5030897,2004,1,7.90,108.91,101.01
0151461377,1515739,5030897,2004,2,7.80,108.91,101.11
0151461377,1515739,5030897,2004,3,7.60,108.91,101.31
0151461377,1515739,5030897,2004,4,7.60,108.91,101.31
0151461377,1515739,5030897,2004,5,7.20,108.91,101.71
0151461377,1515739,5030897,2004,6,7.30,108.91,101.61
0151461377,1515739,5030897,2004,8,7.40,108.91,101.51
0151461377,1515739,5030897,2004,9,7.60,108.91,101.31
0151461377,1515739,5030897,2004,10,7.60,108.91,101.31
0151461377,1515739,5030897,2004,11,8.20,108.91,100.71
0151461377,1515739,5030897,2004,12,8.05,108.91,100.86
0151461377,1515739,5030897,2005,1,7.50,108.91,101.41
0151461377,1515739,5030897,2005,2,8.20,108.91,100.71
0151461377,1515739,5030897,2005,3,8.40,108.91,100.51
0151461377,1515739,5030897,2005,4,8.40,108.91,100.51
0151461377,1515739,5030897,2005,5,8.10,108.91,100.81
0151461377,1515739,5030897,2005,6,7.36,108.91,101.55
0151461377,1515739,5030897,2005,7,7.26,108.91,101.65
0151461377,1515739,5030897,2005,8,7.70,108.91,101.21
0151461377,1515739,5030897,2005,9,7.80,108.91,101.11
0151461377,1515739,5030897,2005,10,7.85,108.91,101.06
0151461377,1515739,5030897,2005,11,8.00,108.91,100.91
0151461377,1515739,5030897,2005,12,8.10,108.91,100.81
0151461377,1515739,5030897,2006,1,8.15,108.91,100.76
0151461377,1515739,5030897,2006,2,8.30,108.91,100.61
0151461377,1515739,5030897,2006,3,8.20,108.91,100.71
0151461377,1515739,5030897,2006,4,8.40,108.91,100.51
0151461377,1515739,5030897,2006,5,8.30,108.91,100.61
0151461377,1515739,5030897,2006,6,8.10,108.91,100.81
0151461377,1515739,5030897,2006,7,8.10,108.91,100.81
0151461377,1515739,5030897,2006,8,7.95,108.91,100.96
0151461378,1515279,5031516,1996,1,10.40,111.91,101.51
0151461378,1515279,5031516,1996,2,10.20,111.91,101.71
0151461378,1515279,5031516,1996,3,10.20,111.91,101.71
0151461378,1515279,5031516,1996,4,10.30,111.91,101.61
0151461378,1515279,5031516,1996,5,10.30,111.91,101.61
0151461378,1515279,5031516,1996,6,10.20,111.91,101.71
0151461378,1515279,5031516,1996,7,10.15,111.91,101.76
0151461378,1515279,5031516,1996,8,9.60,111.91,102.31
0151461378,1515279,5031516,1996,9,9.60,111.91,102.31
0151461378,1515279,5031516,1996,10,10.10,111.91,101.81
0151461378,1515279,5031516,1996,11,9.60,111.91,102.31
0151461378,1515279,5031516,1996,12,9.25,111.91,102.66
0151461378,1515279,5031516,1997,1,9.10,111.91,102.81
0151461378,1515279,5031516,1997,2,9.10,111.91,102.81
0151461378,1515279,5031516,1997,3,9.50,111.91,102.41
0151461378,1515279,5031516,1997,4,9.80,111.91,102.11
0151461378,1515279,5031516,1997,5,9.60,111.91,102.31
0151461378,1515279,5031516,1997,6,9.50,111.91,102.41
0151461378,1515279,5031516,1997,7,9.20,111.91,102.71
0151461378,1515279,5031516,1997,8,8.50,111.91,103.41
0151461378,1515279,5031516,1997,9,5.80,111.91,106.11
0151461378,1515279,5031516,1997,10,8.90,111.91,103.01
0151461378,1515279,5031516,1997,11,9.20,111.91,102.71
0151461378,1515279,5031516,1997,12,8.90,111.91,103.01
0151461378,1515279,5031516,1998,1,8.80,111.91,103.11
0151461378,1515279,5031516,1998,2,8.60,111.91,103.31
0151461378,1515279,5031516,1998,3,9.00,111.91,102.91
0151461378,1515279,5031516,1998,4,9.10,111.91,102.81
0151461378,1515279,5031516,1998,5,8.90,111.91,103.01
0151461378,1515279,5031516,1998,6,8.90,111.91,103.01
0151461378,1515279,5031516,1998,7,8.60,111.91,103.31
0151461378,1515279,5031516,1998,8,8.30,111.91,103.61
0151461378,1515279,5031516,1998,9,8.50,111.91,103.41
0151461378,1515279,5031516,1998,10,8.80,111.91,103.11
0151461378,1515279,5031516,1998,11,9.20,111.91,102.71
0151461378,1515279,5031516,1998,12,9.30,111.91,102.61
0151461378,1515279,5031516,1999,1,9.30,111.91,102.61
0151461378,1515279,5031516,1999,2,9.30,111.91,102.61
0151461378,1515279,5031516,1999,3,9.60,111.91,102.31
0151461378,1515279,5031516,1999,4,9.80,111.91,102.11
0151461378,1515279,5031516,1999,5,10.90,111.91,101.01
0151461378,1515279,5031516,1999,6,9.90,111.91,102.01
0151461378,1515279,5031516,1999,7,9.70,111.91,102.21
0151461378,1515279,5031516,1999,8,9.50,111.91,102.41
0151461378,1515279,5031516,1999,9,9.20,111.91,102.71
0151461378,1515279,5031516,1999,10,9.60,111.91,102.31
0151461378,1515279,5031516,1999,11,9.30,111.91,102.61
0151461378,1515279,5031516,1999,12,9.40,111.91,102.51
0151461378,1515279,5031516,2000,1,9.90,111.91,102.01
0151461378,1515279,5031516,2000,2,10.50,111.91,101.41
0151461378,1515279,5031516,2000,3,10.80,111.91,101.11
0151461378,1515279,5031516,2000,4,11.20,111.91,100.71
0151461378,1515279,5031516,2000,5,11.20,111.91,100.71
0151461378,1515279,5031516,2000,6,10.20,111.91,101.71
0151461378,1515279,5031516,2000,7,10.90,111.91,101.01
0151461378,1515279,5031516,2000,8,10.75,111.91,101.16
0151461378,1515279,5031516,2000,9,10.90,111.91,101.01
0151461378,1515279,5031516,2000,10,11.00,111.91,100.91
0151461378,1515279,5031516,2000,11,11.20,111.91,100.71
0151461378,1515279,5031516,2000,12,13.70,111.91,98.21
0151461378,1515279,5031516,2001,1,10.40,111.91,101.51
0151461378,1515279,5031516,2001,2,10.10,111.91,101.81
0151461378,1515279,5031516,2001,3,10.50,111.91,101.41
0151461378,1515279,5031516,2001,4,10.20,111.91,101.71
0151461378,1515279,5031516,2001,5,10.20,111.91,101.71
0151461378,1515279,5031516,2001,6,10.10,111.91,101.81
0151461378,1515279,5031516,2001,7,10.20,111.91,101.71
0151461378,1515279,5031516,2001,8,10.35,111.91,101.56
0151461378,1515279,5031516,2001,9,9.70,111.91,102.21
0151461378,1515279,5031516,2001,10,10.00,111.91,101.91
0151461378,1515279,5031516,2001,11,10.00,111.91,101.91
0151461378,1515279,5031516,2001,12,10.00,111.91,101.91
0151461378,1515279,5031516,2002,1,10.00,111.91,101.91
0151461378,1515279,5031516,2002,2,10.10,111.91,101.81
0151461378,1515279,5031516,2002,3,10.10,111.91,101.81
0151461378,1515279,5031516,2002,4,9.80,111.91,102.11
0151461378,1515279,5031516,2002,5,9.60,111.91,102.31
0151461378,1515279,5031516,2002,6,9.00,111.91,102.91
0151461378,1515279,5031516,2002,7,9.30,111.91,102.61
0151461378,1515279,5031516,2002,8,9.00,111.91,102.91
0151461378,1515279,5031516,2002,9,9.10,111.91,102.81
0151461378,1515279,5031516,2002,10,9.40,111.91,102.51
0151461378,1515279,5031516,2002,11,9.40,111.91,102.51
0151461378,1515279,5031516,2002,12,8.60,111.91,103.31
0151461378,1515279,5031516,2003,1,8.80,111.91,103.11
0151461378,1515279,5031516,2003,2,9.20,111.91,102.71
0151461378,1515279,5031516,2003,3,9.50,111.91,102.41
0151461378,1515279,5031516,2003,4,9.70,111.91,102.21
0151461378,1515279,5031516,2003,5,10.00,111.91,101.91
0151461378,1515279,5031516,2003,6,10.25,111.91,101.66
0151461378,1515279,5031516,2003,7,10.30,111.91,101.61
0151461378,1515279,5031516,2003,8,10.20,111.91,101.71
0151461378,1515279,5031516,2003,9,10.50,111.91,101.41
0151461378,1515279,5031516,2003,10,10.50,111.91,101.41
0151461378,1515279,5031516,2003,11,10.70,111.91,101.21
0151461378,1515279,5031516,2003,12,10.90,111.91,101.01
0151461378,1515279,5031516,2004,1,10.25,111.91,101.66
0151461378,1515279,5031516,2004,2,10.20,111.91,101.71
0151461378,1515279,5031516,2004,3,10.15,111.91,101.76
0151461378,1515279,5031516,2004,4,10.10,111.91,101.81
0151461378,1515279,5031516,2004,5,9.70,111.91,102.21
0151461378,1515279,5031516,2004,6,9.70,111.91,102.21
0151461378,1515279,5031516,2004,8,9.80,111.91,102.11
0151461378,1515279,5031516,2004,9,10.00,111.91,101.91
0151461378,1515279,5031516,2004,10,10.40,111.91,101.51
0151461378,1515279,5031516,2004,11,10.50,111.91,101.41
0151461378,1515279,5031516,2004,12,10.70,111.91,101.21
0151461378,1515279,5031516,2005,1,10.20,111.91,101.71
0151461378,1515279,5031516,2005,2,10.45,111.91,101.46
0151461378,1515279,5031516,2005,3,10.70,111.91,101.21
0151461378,1515279,5031516,2005,4,10.60,111.91,101.31
0151461378,1515279,5031516,2005,5,10.45,111.91,101.46
0151461378,1515279,5031516,2005,6,10.40,111.91,101.51
0151461378,1515279,5031516,2005,7,10.30,111.91,101.61
0151461378,1515279,5031516,2005,8,10.10,111.91,101.81
0151461378,1515279,5031516,2005,9,10.30,111.91,101.61
0151461378,1515279,5031516,2005,10,10.30,111.91,101.61
0151461378,1515279,5031516,2005,11,10.40,111.91,101.51
0151461378,1515279,5031516,2005,12,10.50,111.91,101.41
0151461378,1515279,5031516,2006,1,10.50,111.91,101.41
0151461378,1515279,5031516,2006,2,10.70,111.91,101.21
0151461378,1515279,5031516,2006,3,10.45,111.91,101.46
0151461378,1515279,5031516,2006,4,10.65,111.91,101.26
0151461378,1515279,5031516,2006,5,10.60,111.91,101.31
0151461378,1515279,5031516,2006,6,10.50,111.91,101.41
0151461378,1515279,5031516,2006,7,10.50,111.91,101.41
0151461378,1515279,5031516,2006,8,10.30,111.91,101.61
0151461379,1518799,5029419,1996,1,3.90,103.40,99.50
0151461379,1518799,5029419,1996,2,3.80,103.40,99.60
0151461379,1518799,5029419,1996,3,3.80,103.40,99.60
0151461379,1518799,5029419,1996,4,4.00,103.40,99.40
0151461379,1518799,5029419,1996,5,3.70,103.40,99.70
0151461379,1518799,5029419,1996,6,3.50,103.40,99.90
0151461379,1518799,5029419,1996,7,4.05,103.40,99.35
0151461379,1518799,5029419,1996,8,3.70,103.40,99.70
0151461379,1518799,5029419,1996,9,4.20,103.40,99.20
0151461379,1518799,5029419,1996,10,4.20,103.40,99.20
0151461379,1518799,5029419,1996,11,4.10,103.40,99.30
0151461379,1518799,5029419,1996,12,3.70,103.40,99.70
0151461379,1518799,5029419,1997,1,3.60,103.40,99.80
0151461379,1518799,5029419,1997,2,3.40,103.40,100.00
0151461379,1518799,5029419,1997,3,3.70,103.40,99.70
0151461379,1518799,5029419,1997,4,4.50,103.40,98.90
0151461379,1518799,5029419,1997,5,3.50,103.40,99.90
0151461379,1518799,5029419,1997,6,3.80,103.40,99.60
0151461379,1518799,5029419,1997,7,3.60,103.40,99.80
0151461379,1518799,5029419,1997,8,3.60,103.40,99.80
0151461379,1518799,5029419,1997,9,3.70,103.40,99.70
0151461379,1518799,5029419,1997,10,4.00,103.40,99.40
0151461379,1518799,5029419,1997,11,4.00,103.40,99.40
0151461379,1518799,5029419,1997,12,4.00,103.40,99.40
0151461379,1518799,5029419,1998,1,4.00,103.40,99.40
0151461379,1518799,5029419,1998,2,4.50,103.40,98.90
0151461379,1518799,5029419,1998,3,3.60,103.40,99.80
0151461379,1518799,5029419,1998,4,4.10,103.40,99.30
0151461379,1518799,5029419,1998,5,4.00,103.40,99.40
0151461379,1518799,5029419,1998,6,3.80,103.40,99.60
0151461379,1518799,5029419,1998,7,3.70,103.40,99.70
0151461379,1518799,5029419,1998,8,3.40,103.40,100.00
0151461379,1518799,5029419,1998,9,3.60,103.40,99.80
0151461379,1518799,5029419,1998,10,3.45,103.40,99.95
0151461379,1518799,5029419,1998,11,3.90,103.40,99.50
0151461379,1518799,5029419,1998,12,4.00,103.40,99.40
0151461379,1518799,5029419,1999,1,4.40,103.40,99.00
0151461379,1518799,5029419,1999,2,4.30,103.40,99.10
0151461379,1518799,5029419,1999,3,4.30,103.40,99.10
0151461379,1518799,5029419,1999,4,4.60,103.40,98.80
0151461379,1518799,5029419,1999,5,4.40,103.40,99.00
0151461379,1518799,5029419,1999,6,4.70,103.40,98.70
0151461379,1518799,5029419,1999,7,4.50,103.40,98.90
0151461379,1518799,5029419,1999,8,4.90,103.40,98.50
0151461379,1518799,5029419,1999,9,3.90,103.40,99.50
0151461379,1518799,5029419,1999,10,3.70,103.40,99.70
0151461379,1518799,5029419,1999,11,3.40,103.40,100.00
0151461379,1518799,5029419,1999,12,3.60,103.40,99.80
0151461379,1518799,5029419,2000,1,3.90,103.40,99.50
0151461379,1518799,5029419,2000,2,4.20,103.40,99.20
0151461379,1518799,5029419,2000,3,4.20,103.40,99.20
0151461379,1518799,5029419,2000,4,4.60,103.40,98.80
0151461379,1518799,5029419,2000,5,4.50,103.40,98.90
0151461379,1518799,5029419,2000,6,4.50,103.40,98.90
0151461379,1518799,5029419,2000,7,4.30,103.40,99.10
0151461379,1518799,5029419,2000,8,4.10,103.40,99.30
0151461379,1518799,5029419,2000,9,4.90,103.40,98.50
0151461379,1518799,5029419,2000,10,5.10,103.40,98.30
0151461379,1518799,5029419,2000,11,5.10,103.40,98.30
0151461379,1518799,5029419,2000,12,4.80,103.40,98.60
0151461379,1518799,5029419,2001,1,4.70,103.40,98.70
0151461379,1518799,5029419,2001,2,4.70,103.40,98.70
0151461379,1518799,5029419,2001,3,5.00,103.40,98.40
0151461379,1518799,5029419,2001,4,5.00,103.40,98.40
0151461379,1518799,5029419,2001,5,4.70,103.40,98.70
0151461379,1518799,5029419,2001,6,5.60,103.40,97.80
0151461379,1518799,5029419,2001,7,4.90,103.40,98.50
0151461379,1518799,5029419,2001,8,5.00,103.40,98.40
0151461379,1518799,5029419,2001,9,4.30,103.40,99.10
0151461379,1518799,5029419,2001,10,4.50,103.40,98.90
0151461379,1518799,5029419,2001,11,4.50,103.40,98.90
0151461379,1518799,5029419,2001,12,4.70,103.40,98.70
0151461379,1518799,5029419,2002,1,4.80,103.40,98.60
0151461379,1518799,5029419,2002,2,5.00,103.40,98.40
0151461379,1518799,5029419,2002,3,4.90,103.40,98.50
0151461379,1518799,5029419,2002,4,4.70,103.40,98.70
0151461379,1518799,5029419,2002,5,4.80,103.40,98.60
0151461379,1518799,5029419,2002,6,4.10,103.40,99.30
0151461379,1518799,5029419,2002,7,4.00,103.40,99.40
0151461379,1518799,5029419,2002,9,3.65,103.40,99.75
0151461379,1518799,5029419,2002,10,3.80,103.40,99.60
0151461379,1518799,5029419,2002,11,4.00,103.40,99.40
0151461379,1518799,5029419,2002,12,3.20,103.40,100.20
0151461379,1518799,5029419,2003,1,3.20,103.40,100.20
0151461379,1518799,5029419,2003,2,3.70,103.40,99.70
0151461379,1518799,5029419,2003,3,4.00,103.40,99.40
0151461379,1518799,5029419,2003,4,4.30,103.40,99.10
0151461379,1518799,5029419,2003,5,4.10,103.40,99.30
0151461379,1518799,5029419,2003,6,4.40,103.40,99.00
0151461379,1518799,5029419,2003,7,4.10,103.40,99.30
0151461379,1518799,5029419,2003,8,4.25,103.40,99.15
0151461379,1518799,5029419,2003,9,4.30,103.40,99.10
0151461379,1518799,5029419,2003,10,4.60,103.40,98.80
0151461379,1518799,5029419,2003,11,4.60,103.40,98.80
0151461379,1518799,5029419,2003,12,4.80,103.40,98.60
0151461379,1518799,5029419,2004,2,4.50,103.40,98.90
0151461379,1518799,5029419,2004,3,4.55,103.40,98.85
0151461379,1518799,5029419,2004,4,4.20,103.40,99.20
0151461379,1518799,5029419,2004,5,3.50,103.40,99.90
0151461379,1518799,5029419,2004,6,3.50,103.40,99.90
0151461379,1518799,5029419,2004,8,3.50,103.40,99.90
0151461379,1518799,5029419,2004,9,3.60,103.40,99.80
0151461379,1518799,5029419,2004,10,4.00,103.40,99.40
0151461379,1518799,5029419,2004,11,4.20,103.40,99.20
0151461379,1518799,5029419,2004,12,4.35,103.40,99.05
0151461379,1518799,5029419,2005,1,5.00,103.40,98.40
0151461379,1518799,5029419,2005,2,4.70,103.40,98.70
0151461379,1518799,5029419,2005,3,4.90,103.40,98.50
0151461379,1518799,5029419,2005,4,4.75,103.40,98.65
0151461379,1518799,5029419,2005,5,4.50,103.40,98.90
0151461379,1518799,5029419,2005,6,3.50,103.40,99.90
0151461379,1518799,5029419,2005,7,3.55,103.40,99.85
0151461379,1518799,5029419,2005,8,3.85,103.40,99.55
0151461379,1518799,5029419,2005,9,4.00,103.40,99.40
0151461379,1518799,5029419,2005,10,4.20,103.40,99.20
0151461379,1518799,5029419,2005,11,4.25,103.40,99.15
0151461379,1518799,5029419,2005,12,6.30,103.40,97.10
0151461379,1518799,5029419,2006,1,4.40,103.40,99.00
0151461379,1518799,5029419,2006,2,4.30,103.40,99.10
0151461379,1518799,5029419,2006,3,4.40,103.40,99.00
0151461379,1518799,5029419,2006,4,4.50,103.40,98.90
0151461379,1518799,5029419,2006,5,4.30,103.40,99.10
0151461379,1518799,5029419,2006,6,3.65,103.40,99.75
0151461379,1518799,5029419,2006,7,3.55,103.40,99.85
0151461379,1518799,5029419,2006,8,3.55,103.40,99.85
0151461380,1516219,5028889,1996,1,5.80,105.68,99.88
0151461380,1516219,5028889,1996,2,5.60,105.68,100.08
0151461380,1516219,5028889,1996,3,5.90,105.68,99.78
0151461380,1516219,5028889,1996,4,6.15,105.68,99.53
0151461380,1516219,5028889,1996,5,6.10,105.68,99.58
0151461380,1516219,5028889,1996,6,6.00,105.68,99.68
0151461380,1516219,5028889,1996,7,6.00,105.68,99.68
0151461380,1516219,5028889,1996,8,5.60,105.68,100.08
0151461380,1516219,5028889,1996,9,5.78,105.68,99.90
0151461380,1516219,5028889,1996,10,6.10,105.68,99.58
0151461380,1516219,5028889,1996,11,5.50,105.68,100.18
0151461380,1516219,5028889,1996,12,5.20,105.68,100.48
0151461380,1516219,5028889,1997,1,4.90,105.68,100.78
0151461380,1516219,5028889,1997,2,5.30,105.68,100.38
0151461380,1516219,5028889,1997,3,5.50,105.68,100.18
0151461380,1516219,5028889,1997,4,5.80,105.68,99.88
0151461380,1516219,5028889,1997,5,5.80,105.68,99.88
0151461380,1516219,5028889,1997,6,5.40,105.68,100.28
0151461380,1516219,5028889,1997,7,5.20,105.68,100.48
0151461380,1516219,5028889,1997,8,4.70,105.68,100.98
0151461380,1516219,5028889,1997,9,5.10,105.68,100.58
0151461380,1516219,5028889,1997,10,5.70,105.68,99.98
0151461380,1516219,5028889,1997,11,5.70,105.68,99.98
0151461380,1516219,5028889,1997,12,5.60,105.68,100.08
0151461380,1516219,5028889,1998,1,5.00,105.68,100.68
0151461380,1516219,5028889,1998,2,5.20,105.68,100.48
0151461380,1516219,5028889,1998,3,5.50,105.68,100.18
0151461380,1516219,5028889,1998,4,5.70,105.68,99.98
0151461380,1516219,5028889,1998,5,5.20,105.68,100.48
0151461380,1516219,5028889,1998,6,5.00,105.68,100.68
0151461380,1516219,5028889,1998,7,4.90,105.68,100.78
0151461380,1516219,5028889,1998,8,4.90,105.68,100.78
0151461380,1516219,5028889,1998,9,4.90,105.68,100.78
0151461380,1516219,5028889,1998,10,5.30,105.68,100.38
0151461380,1516219,5028889,1998,11,4.50,105.68,101.18
0151461380,1516219,5028889,1998,12,5.90,105.68,99.78
0151461380,1516219,5028889,1999,1,5.90,105.68,99.78
0151461380,1516219,5028889,1999,2,6.08,105.68,99.60
0151461380,1516219,5028889,1999,3,6.28,105.68,99.40
0151461380,1516219,5028889,1999,4,6.00,105.68,99.68
0151461380,1516219,5028889,1999,5,6.20,105.68,99.48
0151461380,1516219,5028889,1999,6,6.00,105.68,99.68
0151461380,1516219,5028889,1999,7,6.00,105.68,99.68
0151461380,1516219,5028889,1999,8,5.80,105.68,99.88
0151461380,1516219,5028889,1999,9,5.50,105.68,100.18
0151461380,1516219,5028889,1999,10,5.70,105.68,99.98
0151461380,1516219,5028889,1999,11,5.08,105.68,100.60
0151461380,1516219,5028889,1999,12,5.50,105.68,100.18
0151461380,1516219,5028889,2000,1,5.90,105.68,99.78
0151461380,1516219,5028889,2000,2,6.10,105.68,99.58
0151461380,1516219,5028889,2000,3,6.40,105.68,99.28
0151461380,1516219,5028889,2000,4,6.60,105.68,99.08
0151461380,1516219,5028889,2000,5,6.60,105.68,99.08
0151461380,1516219,5028889,2000,6,6.30,105.68,99.38
0151461380,1516219,5028889,2000,7,6.10,105.68,99.58
0151461380,1516219,5028889,2000,8,6.40,105.68,99.28
0151461380,1516219,5028889,2000,9,6.70,105.68,98.98
0151461380,1516219,5028889,2000,10,6.70,105.68,98.98
0151461380,1516219,5028889,2000,11,6.30,105.68,99.38
0151461380,1516219,5028889,2000,12,6.00,105.68,99.68
0151461380,1516219,5028889,2001,1,6.10,105.68,99.58
0151461380,1516219,5028889,2001,2,6.40,105.68,99.28
0151461380,1516219,5028889,2001,3,6.00,105.68,99.68
0151461380,1516219,5028889,2001,4,6.30,105.68,99.38
0151461380,1516219,5028889,2001,5,6.50,105.68,99.18
0151461380,1516219,5028889,2001,6,6.40,105.68,99.28
0151461380,1516219,5028889,2001,7,6.00,105.68,99.68
0151461380,1516219,5028889,2001,8,5.90,105.68,99.78
0151461380,1516219,5028889,2001,9,5.90,105.68,99.78
0151461380,1516219,5028889,2001,10,6.00,105.68,99.68
0151461380,1516219,5028889,2001,11,6.20,105.68,99.48
0151461380,1516219,5028889,2001,12,6.40,105.68,99.28
0151461380,1516219,5028889,2002,1,6.40,105.68,99.28
0151461380,1516219,5028889,2002,2,6.30,105.68,99.38
0151461380,1516219,5028889,2002,3,6.00,105.68,99.68
0151461380,1516219,5028889,2002,4,6.00,105.68,99.68
0151461380,1516219,5028889,2002,5,5.70,105.68,99.98
0151461380,1516219,5028889,2002,6,5.40,105.68,100.28
0151461380,1516219,5028889,2002,7,5.10,105.68,100.58
0151461380,1516219,5028889,2002,8,5.10,105.68,100.58
0151461380,1516219,5028889,2002,9,5.30,105.68,100.38
0151461380,1516219,5028889,2002,10,5.50,105.68,100.18
0151461380,1516219,5028889,2002,11,5.60,105.68,100.08
0151461380,1516219,5028889,2002,12,4.70,105.68,100.98
0151461380,1516219,5028889,2003,1,5.00,105.68,100.68
0151461380,1516219,5028889,2003,2,5.20,105.68,100.48
0151461380,1516219,5028889,2003,3,5.80,105.68,99.88
0151461380,1516219,5028889,2003,4,6.30,105.68,99.38
0151461380,1516219,5028889,2003,5,6.40,105.68,99.28
0151461380,1516219,5028889,2003,6,6.00,105.68,99.68
0151461380,1516219,5028889,2003,7,6.75,105.68,98.93
0151461380,1516219,5028889,2003,8,6.20,105.68,99.48
0151461380,1516219,5028889,2003,9,6.20,105.68,99.48
0151461380,1516219,5028889,2003,10,6.50,105.68,99.18
0151461380,1516219,5028889,2003,11,6.70,105.68,98.98
0151461380,1516219,5028889,2003,12,6.70,105.68,98.98
0151461380,1516219,5028889,2004,1,6.50,105.68,99.18
0151461380,1516219,5028889,2004,2,6.10,105.68,99.58
0151461380,1516219,5028889,2004,3,6.00,105.68,99.68
0151461380,1516219,5028889,2004,4,6.00,105.68,99.68
0151461380,1516219,5028889,2004,5,5.30,105.68,100.38
0151461380,1516219,5028889,2004,6,5.50,105.68,100.18
0151461380,1516219,5028889,2004,8,5.70,105.68,99.98
0151461380,1516219,5028889,2004,9,5.70,105.68,99.98
0151461380,1516219,5028889,2004,10,6.10,105.68,99.58
0151461380,1516219,5028889,2004,11,6.50,105.68,99.18
0151461380,1516219,5028889,2004,12,6.45,105.68,99.23
0151461380,1516219,5028889,2005,1,6.50,105.68,99.18
0151461380,1516219,5028889,2005,2,6.40,105.68,99.28
0151461380,1516219,5028889,2005,3,6.85,105.68,98.83
0151461380,1516219,5028889,2005,4,6.80,105.68,98.88
0151461380,1516219,5028889,2005,5,6.50,105.68,99.18
0151461380,1516219,5028889,2005,6,5.79,105.68,99.89
0151461380,1516219,5028889,2005,7,5.64,105.68,100.04
0151461380,1516219,5028889,2005,8,6.45,105.68,99.23
0151461557,1514440,5036837,1997,4,16.50,123.52,107.02
0151461557,1514440,5036837,1997,5,16.80,123.52,106.72
0151461557,1514440,5036837,1997,6,17.00,123.52,106.52
0151461557,1514440,5036837,1997,7,17.00,123.52,106.52
0151461557,1514440,5036837,1997,9,16.10,123.52,107.42
0151461557,1514440,5036837,1997,10,16.90,123.52,106.62
0151461557,1514440,5036837,1997,11,16.60,123.52,106.92
0151461557,1514440,5036837,1997,12,16.50,123.52,107.02
0151461557,1514440,5036837,1998,1,16.60,123.52,106.92
0151461557,1514440,5036837,1998,2,16.60,123.52,106.92
0151461557,1514440,5036837,1998,3,16.70,123.52,106.82
0151461557,1514440,5036837,1998,4,16.60,123.52,106.92
0151461557,1514440,5036837,1998,5,16.90,123.52,106.62
0151461557,1514440,5036837,1998,6,16.90,123.52,106.62
0151461557,1514440,5036837,1998,9,16.20,123.52,107.32
0151461557,1514440,5036837,1998,10,16.60,123.52,106.92
0151461557,1514440,5036837,1998,11,16.90,123.52,106.62
0151461557,1514440,5036837,1998,12,16.95,123.52,106.57
