codice,x,y,anno,mese,misura livello (metri da p.c.),Quota rifgerimento [m],Piezometria [m s.l.m.]
0151461354,1519281,5032319,2003,7,6.30,108.03,101.73
0151461354,1519281,5032319,2003,8,7.00,108.03,101.03
0151461354,1519281,5032319,2003,9,6.20,108.03,101.83
0151461354,1519281,5032319,2003,10,12.40,108.03,95.63
0151461354,1519281,5032319,2003,11,7.00,108.03,101.03
0151461354,1519281,5032319,2003,12,6.30,108.03,101.73
0151461354,1519281,5032319,2004,1,5.40,108.03,102.63
0151461354,1519281,5032319,2004,2,5.90,108.03,102.13
0151461354,1519281,5032319,2004,3,5.10,108.03,102.93
0151461354,1519281,5032319,2004,4,5.00,108.03,103.03
0151461354,1519281,5032319,2004,5,4.20,108.03,103.83
0151461354,1519281,5032319,2004,6,4.60,108.03,103.43
0151461354,1519281,5032319,2004,8,5.40,108.03,102.63
0151461354,1519281,5032319,2004,9,6.20,108.03,101.83
0151461354,1519281,5032319,2004,10,6.80,108.03,101.23
0151461354,1519281,5032319,2004,11,6.70,108.03,101.33
0151461354,1519281,5032319,2004,12,5.90,108.03,102.13
0151461354,1519281,5032319,2005,1,6.40,108.03,101.63
0151461354,1519281,5032319,2005,2,6.60,108.03,101.43
0151461354,1519281,5032319,2005,3,7.00,108.03,101.03
0151461354,1519281,5032319,2005,4,6.85,108.03,101.18
0151461354,1519281,5032319,2005,5,6.90,108.03,101.13
0151461354,1519281,5032319,2005,6,5.84,108.03,102.19
0151461354,1519281,5032319,2005,7,5.94,108.03,102.09
0151461354,1519281,5032319,2005,8,6.40,108.03,101.63
0151461354,1519281,5032319,2005,9,6.50,108.03,101.53
0151461354,1519281,5032319,2005,10,6.30,108.03,101.73
0151461354,1519281,5032319,2005,11,6.50,108.03,101.53
0151461354,1519281,5032319,2005,12,6.60,108.03,101.43
0151461354,1519281,5032319,2006,1,6.65,108.03,101.38
0151461354,1519281,5032319,2006,2,7.00,108.03,101.03
0151461354,1519281,5032319,2006,3,7.05,108.03,100.98
0151461354,1519281,5032319,2006,4,7.15,108.03,100.88
0151461354,1519281,5032319,2006,5,7.15,108.03,100.88
0151461354,1519281,5032319,2006,6,7.10,108.03,100.93
0151461354,1519281,5032319,2006,7,7.15,108.03,100.88
0151461354,1519281,5032319,2006,8,7.30,108.03,100.73
0151461374,1517457,5031771,1996,1,9.50,109.77,100.27
0151461374,1517457,5031771,1996,2,9.20,109.77,100.57
0151461374,1517457,5031771,1996,3,9.30,109.77,100.47
0151461374,1517457,5031771,1996,4,9.40,109.77,100.37
0151461374,1517457,5031771,1996,5,9.40,109.77,100.37
0151461374,1517457,5031771,1996,6,9.40,109.77,100.37
0151461374,1517457,5031771,1996,7,9.50,109.77,100.27
0151461374,1517457,5031771,1996,8,8.80,109.77,100.97
0151461374,1517457,5031771,1996,9,8.90,109.77,100.87
0151461374,1517457,5031771,1996,10,8.70,109.77,101.07
0151461374,1517457,5031771,1996,11,8.70,109.77,101.07
0151461374,1517457,5031771,1996,12,8.50,109.77,101.27
0151461374,1517457,5031771,1997,1,8.10,109.77,101.67
0151461374,1517457,5031771,1997,2,8.30,109.77,101.47
0151461374,1517457,5031771,1997,3,8.80,109.77,100.97
0151461374,1517457,5031771,1997,4,8.80,109.77,100.97
0151461374,1517457,5031771,1997,5,9.00,109.77,100.77
0151461374,1517457,5031771,1997,6,8.90,109.77,100.87
0151461374,1517457,5031771,1997,7,8.40,109.77,101.37
0151461374,1517457,5031771,1997,8,8.10,109.77,101.67
0151461374,1517457,5031771,1997,9,8.10,109.77,101.67
0151461374,1517457,5031771,1997,10,8.45,109.77,101.32
0151461374,1517457,5031771,1997,11,8.70,109.77,101.07
0151461374,1517457,5031771,1997,12,8.30,109.77,101.47
0151461374,1517457,5031771,1998,1,8.10,109.77,101.67
0151461374,1517457,5031771,1998,2,7.80,109.77,101.97
0151461374,1517457,5031771,1998,3,8.10,109.77,101.67
0151461374,1517457,5031771,1998,4,8.20,109.77,101.57
0151461374,1517457,5031771,1998,5,8.40,109.77,101.37
0151461374,1517457,5031771,1998,6,8.10,109.77,101.67
0151461374,1517457,5031771,1998,7,8.20,109.77,101.57
0151461374,1517457,5031771,1998,8,7.60,109.77,102.17
0151461374,1517457,5031771,1998,9,7.90,109.77,101.87
0151461374,1517457,5031771,1998,10,8.00,109.77,101.77
0151461374,1517457,5031771,1998,11,8.60,109.77,101.17
0151461374,1517457,5031771,1998,12,9.00,109.77,100.77
0151461374,1517457,5031771,1999,1,8.50,109.77,101.27
0151461374,1517457,5031771,1999,2,8.60,109.77,101.17
0151461374,1517457,5031771,1999,3,8.90,109.77,100.87
0151461374,1517457,5031771,1999,4,9.10,109.77,100.67
0151461374,1517457,5031771,1999,5,9.70,109.77,100.07
0151461374,1517457,5031771,1999,6,9.40,109.77,100.37
0151461374,1517457,5031771,1999,7,9.20,109.77,100.57
0151461374,1517457,5031771,1999,8,9.00,109.77,100.77
0151461374,1517457,5031771,1999,9,8.60,109.77,101.17
0151461374,1517457,5031771,1999,10,8.40,109.77,101.37
0151461374,1517457,5031771,1999,11,8.40,109.77,101.37
0151461374,1517457,5031771,1999,12,8.60,109.77,101.17
0151461374,1517457,5031771,2000,1,8.90,109.77,100.87
0151461374,1517457,5031771,2000,2,9.30,109.77,100.47
0151461374,1517457,5031771,2000,3,9.30,109.77,100.47
0151461374,1517457,5031771,2000,4,9.70,109.77,100.07
0151461374,1517457,5031771,2000,5,9.70,109.77,100.07
0151461374,1517457,5031771,2000,6,9.80,109.77,99.97
0151461374,1517457,5031771,2000,7,9.80,109.77,99.97
0151461374,1517457,5031771,2000,8,9.90,109.77,99.87
0151461374,1517457,5031771,2000,9,9.50,109.77,100.27
0151461374,1517457,5031771,2000,10,9.60,109.77,100.17
0151461374,1517457,5031771,2000,11,9.60,109.77,100.17
0151461374,1517457,5031771,2000,12,9.00,109.77,100.77
0151461374,1517457,5031771,2001,1,9.00,109.77,100.77
0151461374,1517457,5031771,2001,2,9.20,109.77,100.57
0151461374,1517457,5031771,2001,3,9.20,109.77,100.57
0151461374,1517457,5031771,2001,4,9.15,109.77,100.62
0151461374,1517457,5031771,2001,5,9.30,109.77,100.47
0151461374,1517457,5031771,2001,6,9.70,109.77,100.07
0151461374,1517457,5031771,2001,7,9.40,109.77,100.37
0151461374,1517457,5031771,2001,8,9.20,109.77,100.57
0151461374,1517457,5031771,2001,9,8.90,109.77,100.87
0151461374,1517457,5031771,2001,10,8.70,109.77,101.07
0151461374,1517457,5031771,2001,11,9.10,109.77,100.67
0151461374,1517457,5031771,2001,12,9.20,109.77,100.57
0151461374,1517457,5031771,2002,1,9.30,109.77,100.47
0151461374,1517457,5031771,2002,2,8.90,109.77,100.87
0151461374,1517457,5031771,2002,3,8.80,109.77,100.97
0151461374,1517457,5031771,2002,4,9.20,109.77,100.57
0151461374,1517457,5031771,2002,5,8.60,109.77,101.17
0151461374,1517457,5031771,2002,6,8.80,109.77,100.97
0151461374,1517457,5031771,2002,7,3.30,109.77,106.47
0151461374,1517457,5031771,2002,8,8.35,109.77,101.42
0151461374,1517457,5031771,2002,9,8.10,109.77,101.67
0151461374,1517457,5031771,2002,10,8.10,109.77,101.67
0151461374,1517457,5031771,2002,11,8.40,109.77,101.37
0151461374,1517457,5031771,2002,12,7.80,109.77,101.97
0151461374,1517457,5031771,2003,1,7.80,109.77,101.97
0151461374,1517457,5031771,2003,2,8.20,109.77,101.57
0151461374,1517457,5031771,2003,3,8.70,109.77,101.07
0151461374,1517457,5031771,2003,4,8.50,109.77,101.27
0151461374,1517457,5031771,2003,5,9.20,109.77,100.57
0151461374,1517457,5031771,2003,6,9.20,109.77,100.57
0151461374,1517457,5031771,2003,7,7.20,109.77,102.57
0151461374,1517457,5031771,2003,8,7.60,109.77,102.17
0151461374,1517457,5031771,2003,9,7.60,109.77,102.17
0151461374,1517457,5031771,2003,10,7.80,109.77,101.97
0151461374,1517457,5031771,2003,11,7.60,109.77,102.17
0151461374,1517457,5031771,2003,12,7.70,109.77,102.07
0151461374,1517457,5031771,2004,1,7.60,109.77,102.17
0151461374,1517457,5031771,2004,2,7.60,109.77,102.17
0151461374,1517457,5031771,2004,3,7.50,109.77,102.27
0151461374,1517457,5031771,2004,4,7.50,109.77,102.27
0151461374,1517457,5031771,2004,5,7.50,109.77,102.27
0151461374,1517457,5031771,2004,6,7.60,109.77,102.17
0151461374,1517457,5031771,2004,8,7.80,109.77,101.97
0151461374,1517457,5031771,2004,9,7.90,109.77,101.87
0151461374,1517457,5031771,2004,10,7.90,109.77,101.87
0151461374,1517457,5031771,2004,11,8.20,109.77,101.57
0151461374,1517457,5031771,2004,12,8.00,109.77,101.77
0151461374,1517457,5031771,2005,1,7.50,109.77,102.27
0151461374,1517457,5031771,2005,2,7.50,109.77,102.27
0151461374,1517457,5031771,2005,3,8.10,109.77,101.67
0151461374,1517457,5031771,2005,4,7.95,109.77,101.82
0151461374,1517457,5031771,2005,5,7.65,109.77,102.12
0151461374,1517457,5031771,2005,6,7.50,109.77,102.27
0151461374,1517457,5031771,2005,7,8.00,109.77,101.77
0151461374,1517457,5031771,2005,8,7.80,109.77,101.97
0151461374,1517457,5031771,2005,9,7.55,109.77,102.22
0151461374,1517457,5031771,2005,10,7.50,109.77,102.27
0151461374,1517457,5031771,2005,11,7.50,109.77,102.27
0151461374,1517457,5031771,2005,12,7.70,109.77,102.07
0151461374,1517457,5031771,2006,1,7.85,109.77,101.92
0151461374,1517457,5031771,2006,2,7.85,109.77,101.92
0151461374,1517457,5031771,2006,3,7.60,109.77,102.17
0151461374,1517457,5031771,2006,4,7.60,109.77,102.17
0151461374,1517457,5031771,2006,5,7.55,109.77,102.22
0151461374,1517457,5031771,2006,6,7.75,109.77,102.02
0151461374,1517457,5031771,2006,7,8.00,109.77,101.77
0151461374,1517457,5031771,2006,8,8.10,109.77,101.67
0151461375,1519348,5030874,1996,2,6.00,104.48,98.48
0151461375,1519348,5030874,1996,3,6.00,104.48,98.48
0151461375,1519348,5030874,1996,4,6.40,104.48,98.08
0151461375,1519348,5030874,1996,5,6.40,104.48,98.08
0151461375,1519348,5030874,1996,6,6.50,104.48,97.98
0151461375,1519348,5030874,1996,7,6.50,104.48,97.98
0151461375,1519348,5030874,1996,9,6.10,104.48,98.38
0151461375,1519348,5030874,1996,10,5.80,104.48,98.68
0151461375,1519348,5030874,1996,11,5.90,104.48,98.58
0151461375,1519348,5030874,1996,12,5.40,104.48,99.08
0151461375,1519348,5030874,1997,1,5.50,104.48,98.98
0151461375,1519348,5030874,1997,2,5.20,104.48,99.28
0151461375,1519348,5030874,1997,3,5.90,104.48,98.58
0151461375,1519348,5030874,1997,4,6.20,104.48,98.28
0151461375,1519348,5030874,1997,5,6.20,104.48,98.28
0151461375,1519348,5030874,1997,6,6.10,104.48,98.38
0151461375,1519348,5030874,1997,7,5.80,104.48,98.68
0151461375,1519348,5030874,1997,8,5.45,104.48,99.03
0151461375,1519348,5030874,1997,9,5.70,104.48,98.78
0151461375,1519348,5030874,1997,10,5.80,104.48,98.68
0151461375,1519348,5030874,1997,11,6.00,104.48,98.48
0151461375,1519348,5030874,1997,12,5.95,104.48,98.53
0151461375,1519348,5030874,1998,1,4.40,104.48,100.08
0151461375,1519348,5030874,1998,2,5.40,104.48,99.08
0151461375,1519348,5030874,1998,3,5.70,104.48,98.78
0151461375,1519348,5030874,1998,4,5.80,104.48,98.68
0151461375,1519348,5030874,1998,5,5.90,104.48,98.58
0151461375,1519348,5030874,1998,6,5.80,104.48,98.68
0151461375,1519348,5030874,1998,7,5.50,104.48,98.98
0151461375,1519348,5030874,1998,8,5.40,104.48,99.08
0151461375,1519348,5030874,1998,9,5.80,104.48,98.68
0151461375,1519348,5030874,1998,10,4.50,104.48,99.98
0151461375,1519348,5030874,1998,11,5.80,104.48,98.68
0151461375,1519348,5030874,1998,12,6.10,104.48,98.38
0151461375,1519348,5030874,1999,1,6.00,104.48,98.48
0151461375,1519348,5030874,1999,2,6.00,104.48,98.48
0151461375,1519348,5030874,1999,3,7.00,104.48,97.48
0151461375,1519348,5030874,1999,4,6.20,104.48,98.28
0151461375,1519348,5030874,1999,5,7.00,104.48,97.48
0151461375,1519348,5030874,1999,6,6.50,104.48,97.98
0151461375,1519348,5030874,1999,7,6.10,104.48,98.38
0151461375,1519348,5030874,1999,8,6.20,104.48,98.28
0151461375,1519348,5030874,1999,9,5.70,104.48,98.78
0151461375,1519348,5030874,1999,10,5.70,104.48,98.78
0151461375,1519348,5030874,1999,11,5.50,104.48,98.98
0151461375,1519348,5030874,1999,12,5.45,104.48,99.03
0151461375,1519348,5030874,2000,1,5.70,104.48,98.78
0151461375,1519348,5030874,2000,2,6.00,104.48,98.48
0151461375,1519348,5030874,2000,3,6.50,104.48,97.98
0151461375,1519348,5030874,2000,4,6.50,104.48,97.98
0151461375,1519348,5030874,2000,5,6.60,104.48,97.88
0151461375,1519348,5030874,2000,6,6.40,104.48,98.08
0151461375,1519348,5030874,2000,7,6.50,104.48,97.98
0151461375,1519348,5030874,2000,8,6.80,104.48,97.68
0151461375,1519348,5030874,2000,9,6.50,104.48,97.98
0151461375,1519348,5030874,2000,10,6.40,104.48,98.08
0151461375,1519348,5030874,2000,11,6.30,104.48,98.18
0151461375,1519348,5030874,2000,12,6.00,104.48,98.48
0151461375,1519348,5030874,2001,1,6.00,104.48,98.48
0151461375,1519348,5030874,2001,2,6.50,104.48,97.98
0151461375,1519348,5030874,2001,3,6.20,104.48,98.28
0151461375,1519348,5030874,2001,4,6.60,104.48,97.88
0151461375,1519348,5030874,2001,5,6.60,104.48,97.88
0151461375,1519348,5030874,2001,6,6.65,104.48,97.83
0151461375,1519348,5030874,2001,7,6.70,104.48,97.78
0151461375,1519348,5030874,2001,8,6.20,104.48,98.28
0151461375,1519348,5030874,2001,9,6.20,104.48,98.28
0151461375,1519348,5030874,2001,10,6.25,104.48,98.23
0151461375,1519348,5030874,2001,11,6.50,104.48,97.98
0151461375,1519348,5030874,2001,12,6.60,104.48,97.88
0151461375,1519348,5030874,2002,1,6.20,104.48,98.28
0151461375,1519348,5030874,2002,2,6.20,104.48,98.28
0151461375,1519348,5030874,2002,3,6.50,104.48,97.98
0151461375,1519348,5030874,2002,4,6.30,104.48,98.18
0151461375,1519348,5030874,2002,5,6.50,104.48,97.98
0151461375,1519348,5030874,2002,6,6.15,104.48,98.33
0151461375,1519348,5030874,2002,7,5.90,104.48,98.58
0151461375,1519348,5030874,2002,8,6.40,104.48,98.08
0151461375,1519348,5030874,2002,9,5.50,104.48,98.98
0151461375,1519348,5030874,2002,10,5.60,104.48,98.88
0151461375,1519348,5030874,2002,11,5.90,104.48,98.58
0151461375,1519348,5030874,2002,12,5.10,104.48,99.38
0151461375,1519348,5030874,2003,1,5.10,104.48,99.38
0151461375,1519348,5030874,2003,2,5.50,104.48,98.98
0151461375,1519348,5030874,2003,3,6.10,104.48,98.38
0151461375,1519348,5030874,2003,4,6.10,104.48,98.38
0151461375,1519348,5030874,2003,5,6.50,104.48,97.98
0151461375,1519348,5030874,2003,6,6.50,104.48,97.98
0151461375,1519348,5030874,2003,7,6.30,104.48,98.18
0151461375,1519348,5030874,2003,8,6.40,104.48,98.08
0151461375,1519348,5030874,2003,9,6.50,104.48,97.98
0151461375,1519348,5030874,2003,10,6.40,104.48,98.08
0151461375,1519348,5030874,2003,11,6.70,104.48,97.78
0151461375,1519348,5030874,2003,12,6.30,104.48,98.18
0151461375,1519348,5030874,2004,1,6.20,104.48,98.28
0151461375,1519348,5030874,2004,2,6.10,104.48,98.38
0151461375,1519348,5030874,2004,3,5.90,104.48,98.58
0151461375,1519348,5030874,2004,4,5.90,104.48,98.58
0151461375,1519348,5030874,2004,5,5.50,104.48,98.98
0151461375,1519348,5030874,2004,6,5.80,104.48,98.68
0151461375,1519348,5030874,2004,8,5.90,104.48,98.58
0151461375,1519348,5030874,2004,9,6.20,104.48,98.28
0151461375,1519348,5030874,2004,10,6.15,104.48,98.33
0151461375,1519348,5030874,2004,11,6.20,104.48,98.28
0151461375,1519348,5030874,2004,12,6.20,104.48,98.28
0151461375,1519348,5030874,2005,1,6.20,104.48,98.28
0151461375,1519348,5030874,2005,2,6.60,104.48,97.88
0151461375,1519348,5030874,2005,3,6.50,104.48,97.98
0151461375,1519348,5030874,2005,4,6.55,104.48,97.93
0151461375,1519348,5030874,2005,5,6.60,104.48,97.88
0151461375,1519348,5030874,2005,6,6.40,104.48,98.08
0151461375,1519348,5030874,2005,7,6.40,104.48,98.08
0151461375,1519348,5030874,2005,8,6.30,104.48,98.18
0151461375,1519348,5030874,2005,9,6.20,104.48,98.28
0151461375,1519348,5030874,2005,10,6.10,104.48,98.38
0151461375,1519348,5030874,2005,11,6.25,104.48,98.23
0151461375,1519348,5030874,2005,12,6.40,104.48,98.08
0151461375,1519348,5030874,2006,1,6.45,104.48,98.03
0151461375,1519348,5030874,2006,2,6.50,104.48,97.98
0151461375,1519348,5030874,2006,3,5.50,104.48,98.98
0151461375,1519348,5030874,2006,4,6.60,104.48,97.88
0151461375,1519348,5030874,2006,5,6.60,104.48,97.88
0151461375,1519348,5030874,2006,6,6.60,104.48,97.88
0151461375,1519348,5030874,2006,7,6.45,104.48,98.03
0151461375,1519348,5030874,2006,8,6.50,104.48,97.98
0151461376,1517545,5031732,1996,1,9.70,109.67,99.97
0151461376,1517545,5031732,1996,2,9.25,109.67,100.42
0151461376,1517545,5031732,1996,3,9.50,109.67,100.17
0151461376,1517545,5031732,1996,4,9.80,109.67,99.87
0151461376,1517545,5031732,1996,5,9.80,109.67,99.87
0151461376,1517545,5031732,1996,6,9.80,109.67,99.87
0151461376,1517545,5031732,1996,7,9.80,109.67,99.87
0151461376,1517545,5031732,1996,8,9.30,109.67,100.37
0151461376,1517545,5031732,1996,9,9.35,109.67,100.32
0151461376,1517545,5031732,1996,10,9.10,109.67,100.57
0151461376,1517545,5031732,1996,11,9.30,109.67,100.37
0151461376,1517545,5031732,1996,12,8.90,109.67,100.77
0151461376,1517545,5031732,1997,1,8.50,109.67,101.17
0151461376,1517545,5031732,1997,2,8.60,109.67,101.07
0151461376,1517545,5031732,1997,3,9.00,109.67,100.67
0151461376,1517545,5031732,1997,4,9.00,109.67,100.67
0151461376,1517545,5031732,1997,5,9.40,109.67,100.27
0151461376,1517545,5031732,1997,6,9.20,109.67,100.47
0151461376,1517545,5031732,1997,7,9.00,109.67,100.67
0151461376,1517545,5031732,1997,8,8.20,109.67,101.47
0151461376,1517545,5031732,1997,9,8.50,109.67,101.17
0151461376,1517545,5031732,1997,10,8.60,109.67,101.07
0151461376,1517545,5031732,1997,11,8.70,109.67,100.97
0151461376,1517545,5031732,1997,12,8.50,109.67,101.17
0151461376,1517545,5031732,1998,1,8.10,109.67,101.57
0151461376,1517545,5031732,1998,2,8.50,109.67,101.17
0151461376,1517545,5031732,1998,3,8.60,109.67,101.07
0151461376,1517545,5031732,1998,4,8.60,109.67,101.07
0151461376,1517545,5031732,1998,5,8.60,109.67,101.07
0151461376,1517545,5031732,1998,6,8.30,109.67,101.37
0151461376,1517545,5031732,1998,7,8.20,109.67,101.47
0151461376,1517545,5031732,1998,8,7.80,109.67,101.87
0151461376,1517545,5031732,1998,9,8.30,109.67,101.37
0151461376,1517545,5031732,1998,10,8.80,109.67,100.87
0151461376,1517545,5031732,1998,11,8.90,109.67,100.77
0151461376,1517545,5031732,1998,12,9.10,109.67,100.57
0151461376,1517545,5031732,1999,1,9.00,109.67,100.67
0151461376,1517545,5031732,1999,2,9.10,109.67,100.57
0151461376,1517545,5031732,1999,3,9.20,109.67,100.47
0151461376,1517545,5031732,1999,4,9.70,109.67,99.97
0151461376,1517545,5031732,1999,5,9.60,109.67,100.07
0151461376,1517545,5031732,1999,6,9.60,109.67,100.07
0151461376,1517545,5031732,1999,7,9.60,109.67,100.07
0151461376,1517545,5031732,1999,8,9.40,109.67,100.27
0151461376,1517545,5031732,1999,9,8.80,109.67,100.87
0151461376,1517545,5031732,1999,10,9.00,109.67,100.67
0151461376,1517545,5031732,1999,11,8.70,109.67,100.97
0151461376,1517545,5031732,1999,12,21.00,109.67,88.67
0151461376,1517545,5031732,2000,1,9.20,109.67,100.47
0151461376,1517545,5031732,2000,2,9.50,109.67,100.17
0151461376,1517545,5031732,2000,3,9.80,109.67,99.87
0151461376,1517545,5031732,2000,4,10.20,109.67,99.47
0151461376,1517545,5031732,2000,5,10.00,109.67,99.67
0151461376,1517545,5031732,2000,6,10.10,109.67,99.57
0151461376,1517545,5031732,2000,7,10.20,109.67,99.47
0151461376,1517545,5031732,2000,8,10.00,109.67,99.67
0151461376,1517545,5031732,2000,9,10.10,109.67,99.57
0151461376,1517545,5031732,2000,10,10.10,109.67,99.57
0151461376,1517545,5031732,2000,11,9.80,109.67,99.87
0151461376,1517545,5031732,2000,12,9.35,109.67,100.32
0151461376,1517545,5031732,2001,1,9.40,109.67,100.27
0151461376,1517545,5031732,2001,2,9.20,109.67,100.47
0151461376,1517545,5031732,2001,3,9.20,109.67,100.47
0151461376,1517545,5031732,2001,4,9.10,109.67,100.57
0151461376,1517545,5031732,2001,5,9.65,109.67,100.02
0151461376,1517545,5031732,2001,6,9.90,109.67,99.77
0151461376,1517545,5031732,2001,7,9.80,109.67,99.87
0151461376,1517545,5031732,2001,8,9.30,109.67,100.37
0151461376,1517545,5031732,2001,9,9.80,109.67,99.87
0151461376,1517545,5031732,2001,10,9.10,109.67,100.57
0151461376,1517545,5031732,2001,11,9.30,109.67,100.37
0151461376,1517545,5031732,2001,12,9.50,109.67,100.17
0151461376,1517545,5031732,2002,1,9.50,109.67,100.17
0151461376,1517545,5031732,2002,2,9.30,109.67,100.37
0151461376,1517545,5031732,2002,3,9.30,109.67,100.37
0151461376,1517545,5031732,2002,4,9.20,109.67,100.47
0151461376,1517545,5031732,2002,5,9.00,109.67,100.67
0151461376,1517545,5031732,2002,6,9.20,109.67,100.47
0151461376,1517545,5031732,2002,7,8.80,109.67,100.87
0151461376,1517545,5031732,2002,8,8.60,109.67,101.07
0151461376,1517545,5031732,2002,9,8.10,109.67,101.57
0151461376,1517545,5031732,2002,10,8.60,109.67,101.07
0151461376,1517545,5031732,2002,11,8.20,109.67,101.47
0151461376,1517545,5031732,2002,12,8.10,109.67,101.57
0151461376,1517545,5031732,2003,1,8.30,109.67,101.37
0151461376,1517545,5031732,2003,2,8.40,109.67,101.27
0151461376,1517545,5031732,2003,3,8.90,109.67,100.77
0151461376,1517545,5031732,2003,4,9.30,109.67,100.37
0151461376,1517545,5031732,2003,5,9.40,109.67,100.27
0151461376,1517545,5031732,2003,6,9.50,109.67,100.17
0151461376,1517545,5031732,2003,7,9.40,109.67,100.27
0151461376,1517545,5031732,2003,8,9.20,109.67,100.47
0151461376,1517545,5031732,2003,9,9.40,109.67,100.27
0151461376,1517545,5031732,2003,10,9.80,109.67,99.87
0151461376,1517545,5031732,2003,11,9.80,109.67,99.87
0151461376,1517545,5031732,2003,12,9.50,109.67,100.17
0151461376,1517545,5031732,2004,1,9.10,109.67,100.57
0151461376,1517545,5031732,2004,2,9.00,109.67,100.67
0151461376,1517545,5031732,2004,3,9.00,109.67,100.67
0151461376,1517545,5031732,2004,4,9.20,109.67,100.47
0151461376,1517545,5031732,2004,5,8.40,109.67,101.27
0151461376,1517545,5031732,2004,6,8.20,109.67,101.47
0151461376,1517545,5031732,2004,8,8.80,109.67,100.87
0151461376,1517545,5031732,2004,9,9.00,109.67,100.67
0151461376,1517545,5031732,2004,10,9.40,109.67,100.27
0151461376,1517545,5031732,2004,11,9.40,109.67,100.27
0151461376,1517545,5031732,2004,12,9.10,109.67,100.57
0151461376,1517545,5031732,2005,1,9.20,109.67,100.47
0151461376,1517545,5031732,2005,2,9.45,109.67,100.22
0151461376,1517545,5031732,2005,3,9.70,109.67,99.97
0151461376,1517545,5031732,2005,4,9.40,109.67,100.27
0151461376,1517545,5031732,2005,5,9.25,109.67,100.42
0151461376,1517545,5031732,2005,6,9.50,109.67,100.17
0151461376,1517545,5031732,2005,7,9.70,109.67,99.97
0151461376,1517545,5031732,2005,8,9.30,109.67,100.37
0151461376,1517545,5031732,2005,9,9.40,109.67,100.27
0151461376,1517545,5031732,2005,10,9.30,109.67,100.37
0151461376,1517545,5031732,2005,11,9.40,109.67,100.27
0151461376,1517545,5031732,2005,12,9.50,109.67,100.17
0151461376,1517545,5031732,2006,1,9.60,109.67,100.07
0151461376,1517545,5031732,2006,2,9.60,109.67,100.07
0151461376,1517545,5031732,2006,3,9.60,109.67,100.07
0151461376,1517545,5031732,2006,4,9.70,109.67,99.97
0151461376,1517545,5031732,2006,5,9.70,109.67,99.97
0151461376,1517545,5031732,2006,6,9.80,109.67,99.87
0151461376,1517545,5031732,2006,7,9.85,109.67,99.82
0151461376,1517545,5031732,2006,8,9.40,109.67,100.27
0151461377,1515739,5030897,1996,1,7.80,108.91,101.11
0151461377,1515739,5030897,1996,2,7.80,108.91,101.11
0151461377,1515739,5030897,1996,3,7.90,108.91,101.01
0151461377,1515739,5030897,1996,4,8.30,108.91,100.61
0151461377,1515739,5030897,1996,5,7.80,108.91,101.11
0151461377,1515739,5030897,1996,6,8.20,108.91,100.71
0151461377,1515739,5030897,1996,7,8.10,108.91,100.81
0151461377,1515739,5030897,1996,8,7.30,108.91,101.61
0151461377,1515739,5030897,1996,9,7.40,108.91,101.51
0151461377,1515739,5030897,1996,10,7.70,108.91,101.21
0151461377,1515739,5030897,1996,11,7.60,108.91,101.31
0151461377,1515739,5030897,1996,12,7.20,108.91,101.71
0151461377,1515739,5030897,1997,1,6.90,108.91,102.01
0151461377,1515739,5030897,1997,2,7.00,108.91,101.91
0151461377,1515739,5030897,1997,3,7.10,108.91,101.81
0151461377,1515739,5030897,1997,4,7.30,108.91,101.61
0151461377,1515739,5030897,1997,5,7.40,108.91,101.51
0151461377,1515739,5030897,1997,6,7.10,108.91,101.81
0151461377,1515739,5030897,1997,7,6.90,108.91,102.01
0151461377,1515739,5030897,1997,8,6.70,108.91,102.21
0151461377,1515739,5030897,1997,9,6.70,108.91,102.21
0151461377,1515739,5030897,1997,10,7.10,108.91,101.81
0151461377,1515739,5030897,1997,11,7.30,108.91,101.61
0151461377,1515739,5030897,1997,12,6.80,108.91,102.11
0151461377,1515739,5030897,1998,1,8.50,108.91,100.41
0151461377,1515739,5030897,1998,2,6.70,108.91,102.21
0151461377,1515739,5030897,1998,3,6.90,108.91,102.01
0151461377,1515739,5030897,1998,4,7.10,108.91,101.81
0151461377,1515739,5030897,1998,5,7.00,108.91,101.91
0151461377,1515739,5030897,1998,6,6.70,108.91,102.21
0151461377,1515739,5030897,1998,7,6.60,108.91,102.31
0151461377,1515739,5030897,1998,8,6.60,108.91,102.31
0151461377,1515739,5030897,1998,9,6.20,108.91,102.71
0151461377,1515739,5030897,1998,10,7.00,108.91,101.91
0151461377,1515739,5030897,1998,11,7.30,108.91,101.61
0151461377,1515739,5030897,1998,12,7.30,108.91,101.61
0151461377,1515739,5030897,1999,1,7.40,108.91,101.51
0151461377,1515739,5030897,1999,2,7.40,108.91,101.51
0151461377,1515739,5030897,1999,3,7.60,108.91,101.31
0151461377,1515739,5030897,1999,4,7.60,108.91,101.31
0151461377,1515739,5030897,1999,5,7.80,108.91,101.11
0151461377,1515739,5030897,1999,6,7.80,108.91,101.11
0151461377,1515739,5030897,1999,7,7.60,108.91,101.31
0151461377,1515739,5030897,1999,8,7.40,108.91,101.51
0151461377,1515739,5030897,1999,9,7.00,108.91,101.91
0151461377,1515739,5030897,1999,10,7.20,108.91,101.71
0151461377,1515739,5030897,1999,11,6.90,108.91,102.01
0151461377,1515739,5030897,1999,12,7.30,108.91,101.61
