DATA,PO012002NU0008,PO012026NU3021,PO0120500RZ001,PO012070NU1007,PO0120750R2020,PO0120790RZ001,PO012090NU2009,PO0121180U0005,PO012119NUP001,PO012123NUP001,PO0121300RZ001,PO012136NUZ001,PO0130230U0003,PO0130280U0009,PO013064NU0002,PO0131310U0001,PO0131330U0009,PO0131590U0001,PO015041NR0075,PO015051NR0012,PO015062NR0071,PO015113NUP001,PO015146NU1534,PO015194NU0017,PO0970200U0002,PO0970200U0003,PO0970480U0001,PO0970610U0015,PO108033NR0142,PO108033NU0243
2002-02-01,,-0.31863936396437514,,,0.1196481130398419,,0.1196481130398419,0.5977601260424784,,,,,-1.4395314709384563,0.5977601260424784,0.06270677794321357,,,,,,,,-0.5977601260424786,,,-0.31863936396437514,-0.06270677794321385,,,
2002-03-01,,-0.45376219016987945,,,0.0,,0.0,0.4537621901698793,,,,,-0.7554150263604693,0.7554150263604691,0.18911842627279238,,,,,,,,-0.7554150263604693,,,0.18911842627279238,-0.31863936396437514,,,
2002-04-01,,-0.31863936396437514,,,0.1196481130398419,,-0.11964811303984217,0.4537621901698793,,,,,0.06270677794321357,0.31863936396437514,0.4537621901698793,,,,,,,,-0.5977601260424786,,,0.18911842627279238,-0.9345892910734802,,,
2002-05-01,,-0.26699412540495254,,,0.06270677794321357,,0.4537621901698793,0.4067242518713638,,,,,0.0,0.13231285227617132,0.4067242518713638,,,,,,,,-0.899434907667234,,,0.4067242518713638,0.13231285227617132,,,
2002-06-01,,0.0,,,0.31863936396437514,,0.93458929107348,0.26699412540495254,,,,,-0.4067242518713635,0.26699412540495254,0.13231285227617132,,,,,,,,-0.7164975001779913,,,0.5549229427026537,-0.899434907667234,,,
2002-07-01,,0.0,,,0.31863936396437514,,0.7554150263604691,0.13231285227617132,,,,,-0.26699412540495254,0.4067242518713638,0.26699412540495254,,,,,,,,-0.5549229427026537,,,0.7164975001779914,-0.4067242518713635,,,
2002-08-01,,0.0,,,0.18911842627279238,,0.7554150263604691,0.31863936396437514,,,,,-0.26699412540495254,0.899434907667234,0.26699412540495254,,,,,,,,-0.7164975001779913,,,0.7554150263604691,0.06270677794321357,,,
2002-09-01,,-0.13231285227617104,,,0.18911842627279238,,0.7554150263604691,0.31863936396437514,,,,,-0.18911842627279252,1.4395314709384557,0.31863936396437514,,,,,,,,-0.7164975001779913,,,0.93458929107348,0.5977601260424784,,,
2002-10-01,,-0.13231285227617104,,,0.31863936396437514,,0.5977601260424784,0.31863936396437514,,,,,-0.18911842627279252,1.959963984540054,0.4537621901698793,,,,,,,,-0.7164975001779913,,,1.1503493803760079,1.1503493803760079,,,
2002-11-01,,0.0,,,0.5977601260424784,,0.4537621901698793,0.31863936396437514,,,,,0.06270677794321357,-0.18911842627279252,1.4395314709384557,,,,,,,,-0.7164975001779913,,,0.5977601260424784,0.7554150263604691,,,
2002-12-01,,0.4067242518713638,,,0.7554150263604691,,1.1503493803760079,0.7554150263604691,,,,,0.4537621901698793,0.06270677794321357,1.959963984540054,,,,,,,,-0.26699412540495254,,,0.93458929107348,0.93458929107348,,,
2003-01-01,,0.93458929107348,,,0.7916386077433746,,1.4395314709384557,1.4395314709384557,,,,,-0.31863936396437514,0.18911842627279238,1.4395314709384557,,,,,,,,1.4395314709384557,,,1.4395314709384557,0.93458929107348,,,
2003-02-01,,-0.06270677794321385,,,0.7916386077433746,,1.9807523966472789,1.1503493803760079,,,,,-0.31863936396437514,0.4537621901698793,1.4395314709384557,,,,,,,,-0.31863936396437514,,,1.4395314709384557,0.31863936396437514,,,
2003-03-01,,-0.18911842627279252,,,0.7916386077433746,,1.9807523966472789,1.1503493803760079,,,,,-0.5977601260424786,0.4537621901698793,1.1503493803760079,,,,,,,,0.18911842627279238,,,0.5977601260424784,0.4537621901698793,,,
2003-04-01,,-0.06270677794321385,,,0.967421566101701,,1.9807523966472789,1.4395314709384557,,,,,-0.9345892910734802,0.7554150263604691,1.1503493803760079,,,,,,,,1.959963984540054,,,0.31863936396437514,0.31863936396437514,,,
2003-05-01,,-0.13231285227617104,,,0.93458929107348,,0.7554150263604691,1.4121875789061644,,,,,-0.899434907667234,0.26699412540495254,1.4121875789061644,,,,,,,,1.4121875789061644,,,0.13231285227617132,0.7164975001779914,,,
2003-06-01,,-0.5549229427026537,,,1.1503493803760079,,0.7554150263604691,1.11895838106256,,,,,-0.899434907667234,-0.5549229427026537,0.899434907667234,,,,,,,,1.11895838106256,,,-0.7164975001779913,0.4067242518713638,,,
2003-07-01,,-0.5549229427026537,,,0.93458929107348,,0.93458929107348,0.7164975001779914,,,,,-0.7164975001779913,-0.5549229427026537,0.7164975001779914,,,,,,,,-0.26699412540495254,,,-0.899434907667234,0.5549229427026537,,,
2003-08-01,,-0.899434907667234,,,0.7554150263604691,,0.4537621901698793,0.4537621901698793,,,,,-0.7164975001779913,-0.899434907667234,0.899434907667234,,,,,,,,-0.13231285227617104,,,-1.1503493803760079,0.5977601260424784,,,
2003-09-01,,0.0,,,0.7554150263604691,,0.4537621901698793,0.18911842627279238,,,,,-0.5977601260424786,-0.45376219016987945,1.4395314709384557,,,,,,,,1.4121875789061644,,,-0.9345892910734802,0.31863936396437514,,,
