CODICE_SIF,CODICE_PP,PROVINCIA,COMUNE,DITTA_INDIRIZZO,DENOMINAZIONE,TIPO,X,Y,Z_BOCCA_POZZO,MOD_COORDINATE,FONTE_COORDINATE,PROFONDITA,FILTRI_DA,FILTRI_A,MODIFICAFILTRI_PROFONDITA,FILTRI,QUOTA_DTM,BASE_A_SLM,BASE_B_SLM,BASE_ISS_SLM,BASE_ISI_SLM,TIPO_FALDA,CLASSIFICAZIONE_POLITECNICO,CLASSIFICAZIONE_EUPOLIS,SCHEDA_STRATIGRAFICA,LIVELLI_FALDA,N_PRATICA_AGISCO,FONTE
0150270016,PO015027NR0016,MI,BOLLATE,CAVA BALZAROTTI - CONSORZIO  SENAGO - P2 - MAPP.4 - FG 16 - VIA PACE,,POZZO,1510330,5045140,,,,48.00,36.00,45.00,,,157.23,127.93277,94.93165,115.96665,93.20909,TRANSIZIONE,B,ISS,,,,progPLUMES
0150270017,PO015027NRA240,MI,BOLLATE,SOLVAY SOLEXIS - viale Lombardia,,POZZO,1508777,5044901,,,,82.00,44.00,80.90,,,157.42,126.39088,93.26354,119.90334,94.73391,TRANSIZIONE,B+C,ISI+ISP,,,,progPLUMES
0150270032,PO015027NR0032,MI,BOLLATE,Sisma di Bollate,,POZZO,1507620,5043100,,,,88.00,45.00,85.50,,,154.13,127.98447,86.59803,119.72354,86.09516,TRANSIZIONE,B+C,ISI+ISP,,,,progPLUMES
0150270038,PO015027NR0038,MI,BOLLATE,TIMAVO F.T. SPA - VIA CATTANEO 1,,POZZO,1508590,5042910,,,,71.00,52.00,69.00,,,149.48,116.13409,81.84771,118.64376,83.91747,SEPARATA,B,ISI,,,,progPLUMES
0150270045,PO015027NR0045,MI,BOLLATE,SOLVAY SOLUTIONS ITALIA SPA  V. MILANO 78 ,POZZO N 45,POZZO,1508120.00,5042490.00,,,DA DB ACCESS,40.00,10.00,31.00,SI,MULTIPLO,148.88,120.94,79.79,118.04,80.80,SEPARATA,A,ISS,Log Stratigrafici\0150270045.pdf,ASSENTE,,MIND
0150270053,PO015027NR0053,MI,BOLLATE,"Flint Group Italia - Via Milano, 264",,,1508830,5041130,,,,100.00,62.00,80.00,,,141.65,107.30791,66.86343,112.65951,68.63954,SEPARATA,B+C,ISI+ISP,,,,progPLUMES
0150270061,PO015027NR0061,MI,BOLLATE,"Flint Group Italia - via Milano, 264",,,1508690,5041350,,,,63.00,28.00,61.00,,,142.67,113.5236,69.39684,113.46534,71.00642,SEPARATA,B,ISI,,,,progPLUMES
0150270069,PO015027NR0069,MI,BOLLATE,ZAMBELETTI SPA - VIA RESEGONE,,,1507700,5041710,,,,92.00,31.00,88.00,,,147.89,117.05746,74.57175,115.00662,76.63236,SEPARATA,B+C,DUBBIO,,,,progPLUMES
0150270070,PO015027NR0070,MI,BOLLATE,ZAMBELETTI SPA - VIA RESEGONE,,,1507780,5041660,,,,82.00,31.00,74.00,,,147.35,115.86244,74.0613,115.00662,76.63236,SEPARATA,B,DUBBIO,,,,progPLUMES
0150270071,PO015027NR0071,MI,BOLLATE,ZAMBELETTI SPA - VIA RESEGONE,,,1507890,5041550,,,,77.00,20.00,67.00,,,146.75,113.81348,72.8595,114.08094,74.81464,SEPARATA,A+B,DUBBIO,,,,progPLUMES
0150270100,PO0150270U0100,MI,BOLLATE,C.A.P. - VIA MENTANA BARANZATE II,,POZZO,1509490,5041340,,,,ND,ND,ND,,,143.07,105.73367,65.93659,113.94354,68.14468,SEPARATA,DUBBIO,DUBBIO,,,,progPLUMES
0150270101,PO015027U0101,MI,BOLLATE,Via Garbiera,VIA GARBIERA I,,1509576.706,5044023.636,154.984818,,,100.00,55.00,94.00,,,154.98,115.79,77.49,116.99,88.29,,B,ISI-ISP,,,,AMIACQUE
0150270102,PO015027U0102,MI,BOLLATE,Via Garbiera,VIA GARBIERA II,,1509577.872,5044072.963,154.969269,,,100.00,50.00,91.00,,,154.97,115.79,77.49,116.99,88.29,,B,ISI-ISP,,,,AMIACQUE
0150270103,PO015027U0103,MI,BOLLATE,Via Repubblica,VIA REPUBBLICA,,1508701.014,5043265.746,150.857391,,,100.00,85.50,88.50,,,150.86,112.38,70.81,118.76,85.12,,B,ISI-ISP,,,,AMIACQUE
0150270140,PO015027NRA269,MI,BOLLATE,PZ S2 - SEPIC - VIA SAN GOTTARDO,,PIEZOMETRO,1507957,5042286,,,,ND,ND,ND,,,147.63,121.10826,78.76319,117.53404,80.4173,SEPARATA,A,DUBBIO,,,,progPLUMES
0150270141,PO015027NRA256,MI,BOLLATE,PZ S3 - SEPIC - VIA SAN GOTTARDO,,PIEZOMETRO,1507993,5042238,,,,25.00,9.20,22.30,,,147.15,120.18433,78.30539,117.53404,80.4173,SEPARATA,A,DUBBIO,,,,progPLUMES
0150270143,PO015027NRA257,MI,BOLLATE,PZ S5 - SEPIC - VIA SAN GOTTARDO,,PIEZOMETRO,1508039,5042245,,,,21.00,9.20,14.20,,,147,120.02184,78.18975,117.41936,80.10941,SEPARATA,A,DUBBIO,,,,progPLUMES
0150270159,PO0150270U0159,MI,BOLLATE,VIA ATTIMO,POZZO N 159,POZZO,1508707.00,5043533.00,,,DA DB ACCESS,95.00,47.00,87.50,SI,MULTIPLO,152.79,120.35,86.16,119.27,88.07,SEPARATA,B+C,ISI+ISP,Log Stratigrafici\0150270159.pdf,ASSENTE,,MIND
0150270160,PO0150270U0160,MI,BOLLATE,Via Attimo,,POZZO,1508707,5043533,,,,161.50,111.30,161.50,,,151.45,120.31796,86.10066,119.26854,88.09572,SEPARATA,C,ISP,,,,progPLUMES
0150270163,PO015027NR0163,MI,BOLLATE,IMMOBILIARE PLACIDIA - PZ1* - VIA FERRARIS - LOC.OSPIATE,,PIEZOMETRO,1507039,5043258,,,,25.00,ND,25.00,,,155.87,124.29337,89.8968,120.14711,87.86791,TRANSIZIONE,A,DUBBIO,,,,progPLUMES
0150270175,PO015027NRA252,MI,BOLLATE,IMMOBILIARE PLACIDIA - PZ1 - VIA FERRARIS - LOC.OSPIATE,,POZZO,1507039,5043258,,,,22.00,20.00,22.00,,,155.87,124.29337,89.8968,120.14711,87.86791,TRANSIZIONE,A,ISS,,,,progPLUMES
0150270193,PO015027NRA233,MI,BOLLATE,Via Verga/Gobetti - PZ1,,,1510508,5045240,,,,ND,ND,ND,,,159.08,128.02881,95.60296,115.77263,93.66007,TRANSIZIONE,A,DUBBIO,,,,progPLUMES
0150270195,PO015027NRA232,MI,BOLLATE,Via Verga/Gobetti - PZ3,,,1510508,5045240,,,,ND,ND,ND,,,159.08,128.02881,95.60296,115.77263,93.66007,TRANSIZIONE,A,DUBBIO,,,,progPLUMES
0150270200,PO015027U_201,MI,BOLLATE,Via Pietro Nenni,,,1510483.089,5043352.398,151.338486,,,165.00,88.00,94.00,,,151.34,105.53,67.05,116.44,82.66,,B,ISP,,,,AMIACQUE
0150270201,PO015027U_201,MI,BOLLATE,Via Pietro Nenni,,,1510483.089,5043352.398,151.338486,,,165.00,115.00,145.00,,,151.34,105.53,67.05,116.44,82.66,SEPARATA,C,ISP,,,,AMIACQUE
0150270205,PO015027NRA276,MI,BOLLATE,SIOCHEM - VIA SAN GOTTARDO 19/21 ,PZS7A,PIEZOMETRO,1507985.98,5042322.49,,SI,DA SIF,20.00,7.00,20.00,SI,SI,147.59,121.10,79.09,117.53,79.47,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI027.0019,MIND
0150320001,PO0150320U0001,MI,BRESSO,Via Don Vercesi,,POZZO,1515240,5041885,140.76,,,74.00,31.50,74.00,,,141.43,111.53355,53.98981,99.17554,51.02985,TRANSIZIONE,B,ISS+ISI,,,,progPLUMES
0150320004,032004,MI,BRESSO,Via Marconi / Lurani,,POZZO,1514790,5042861,144.87,,,83.00,32.00,83.00,,,145.76,115.86622,61.84578,103.16855,59.69716,TRANSIZIONE,B,ISS+ISI,,,,progPLUMES
0150320005,032005,MI,BRESSO,Via Marconi / Lurani,,POZZO,1514801,5042843,144.77,,,75.00,32.00,75.00,,,145.64,115.57893,61.58661,102.55122,59.08254,TRANSIZIONE,B,ISS+ISI,,,,progPLUMES
0150320008,SIFmb_Altro_0150320008,MI,BRESSO,,,Pozzo,1515020,5041940,,,,62.00,32.00,60.00,,,142.5,113.80937,55.06311,99.57067,51.41121,TRANSIZIONE,B,ISS+ISI,,,,progPLUMES
0150320034,PO015032NR0034,MI,BRESSO,AREA EX VICTOR PZ1 VIA PATELLANI,,PIEZOMETRO,1515341,5042596,,,,40.00,25.00,40.00,,,146.07,112.01831,58.6443,100.60461,55.81137,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0150320035,PO015032NR0035,MI,BRESSO,AREA EX VICTOR PZ2  VIA PATELLANI 46,,PIEZOMETRO,1515330,5042538,,,,40.00,25.00,40.00,,,145.93,111.87054,58.30949,100.60461,55.81137,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0150320037,PO015032NUA075,MI,BRESSO,AREA CASERMA CARABINIERI - VIA XXV APRILE ,PZS1,PIEZOMETRO,1515376.18,5042529.81,,SI ,DA SIF,25.00,ND,ND,SI,PARZIALE,142.66,111.82,58.25,100.60,54.17,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0150340149,PO015081NRA194,MI,BRUGHERIO,AREA EX STOPPANI - VIA LOMBARDIA 2 ,PZM BIS,PIEZOMETRO,1522692.38,5043281.18,,,DA DB ACCESS,30.00,18.00,30.00,SI,SINGOLO,140.20,113.27,53.29,95.31,65.67,INDISTINTA,A,ISS,Log Stratigrafici\0150340149.pdf,ASSENTE,,MIND
0150360002,PO0150360U0002,MI,BUCCINASCO,VIA LARIO - ROMANO BANCO,POZZO N 2,POZZO,1508477.00,5029887.00,113.49,,DA DB ACCESS,75.00,67.50,73.50,SI,SINGOLO,113.29,65.56,-12.71,69.22,-15.82,SEPARATA,B,ISI,Log Stratigrafici\0150360002.pdf,Livelli Piezometrici\0150360002.pdf,,MIND
0150360003,PO0150360U0003,MI,BUCCINASCO,Via Di Vittorio,,POZZO,1509729,5029750,111.45,,,122.00,60.00,122.00,,,110.26,70.47142,-15.96018,68.12112,-14.21557,SEPARATA,B,ISI,,,,progPLUMES
0150360004,036004,MI,BUCCINASCO,Via Marzabotto,,POZZO,1509728,5029803,111.02,,,120.00,62.00,120.00,,,110.31,70.47601,-15.85595,68.34722,-13.56291,SEPARATA,B,ISI,,,,progPLUMES
0150360005,PO0150360U0005,MI,BUCCINASCO,Via Lazio,,POZZO,1508845,5029449,112.21,,,112.00,67.07,112.00,,,111.07,67.06203,-15.45796,68.60877,-11.02237,SEPARATA,B,ISI,,,,progPLUMES
0150360006,PO0150360U0006,MI,BUCCINASCO,Via dei Lavoratori/Rovido,,POZZO,1507897,5028482,111.06,,,120.00,93.73,120.00,,,111,68.8921,-17.44945,69.00365,-8.97928,SEPARATA,B,ISI,,,,progPLUMES
0150360007,PO0150360U0007,MI,BUCCINASCO,Via degli Alpini,,POZZO,1509761,5030392,113.01,,,123.00,61.07,123.00,,,111.01,74.82018,-15.126,68.78863,-12.25545,SEPARATA,B,ISI,,,,progPLUMES
0150360008,PO0150360U0008,MI,BUCCINASCO,Romagna I,,POZZO,1508328,5029215,,,,109.28,83.00,109.28,,,111.02,68.16835,-15.0066,69.00474,-8.92912,SEPARATA,B,ISI,,,,progPLUMES
0150360009,PO0150360U0009,MI,BUCCINASCO,Via Palermo,,POZZO,1508918,5030211,115.71,,,121.50,65.26,121.50,,,113.53,71.10707,-13.00513,69.26069,-8.78497,SEPARATA,B,ISI,,,,progPLUMES
0150360010,PO0150360U0010,MI,BUCCINASCO,Romagna II,,POZZO,1508410,5029215,,,,113.00,61.35,113.00,,,110.85,68.23792,-15.16882,68.82858,-9.75423,SEPARATA,B,ISI,,,,progPLUMES
0150360168,PO015036NRA255,MI,BUCCINASCO,Ex Iberna - Lotto Sud - PZ3,,PIEZOMETRO,1508788,5029520,,,,8.00,1.00,8.00,,,111.21,65.70189,-14.98329,68.78719,-10.11956,SEPARATA,A,ISS,,,,progPLUMES
0150360174,PO015036NRA215,MI,BUCCINASCO,AREA GALVANICA GENTILE PZ2,,PIEZOMETRO,1509572,5029516,,,,7.00,ND,ND,,,110.93,70.96415,-16.38408,68.07047,-13.89129,SEPARATA,A,ISS,,,,progPLUMES
0150360176,PO015036NRA216,MI,BUCCINASCO,AREA GALVANICA GENTILE PZ4,,PIEZOMETRO,1509568,5029530,,,,20.00,ND,ND,,,110.92,71.05793,-16.31423,68.07047,-13.89129,SEPARATA,A,ISS,,,,progPLUMES
0150360177,PO015036NRA217,MI,BUCCINASCO,AREA GALVANICA GENTILE PZ5,,PIEZOMETRO,1509609,5029490,,,,20.00,ND,ND,,,110.8,71.33005,-16.49716,67.88886,-14.87568,SEPARATA,A,ISS,,,,progPLUMES
0150360191,PO015036NRA266,MI,BUCCINASCO,EX SOLFRENE - CIP 4 - VIA LOMBARDIA ,PZ7,PIEZOMETRO,1508986.00,5030311.00,,,DA DB ACCESS,6.00,ND,ND,,PARZIALE,113.66,72.66,-12.86,69.26,-15.08,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0150360193,PO015036NRA265,MI,BUCCINASCO,EX SOLFRENE - CIP 4 - VIA LOMBARDIA,PZ9,PIEZOMETRO,1508974.00,5030307.00,,,DA DB ACCESS,6.00,ND,ND,,PARZIALE,113.62,72.53,-12.76,69.26,-15.08,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0150360196,PO015036NRA267,MI,BUCCINASCO,EX SOLFRENE - CIP 4 - VIA LOMBARDIA ,PZ12,PIEZOMETRO,1509074.00,5030297.00,,,DA DB ACCESS,6.00,ND,ND,,PARZIALE,113.60,72.71,-13.24,69.14,-15.72,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0150360197,PO015036NRA221,MI,BUCCINASCO,Manfredi S.r.l. (PV Total) PZA,,PIEZOMETRO,1509392,5029138,,,,6.00,3.00,6.00,,,110.44,74.62167,-17.34986,67.80638,-14.20427,SEPARATA,A,ISS,,,,progPLUMES
0150360198,PO015036NRA222,MI,BUCCINASCO,Manfredi S.r.l. (PV Total) PZB,,PIEZOMETRO,1509412,5029135,,,,6.00,3.00,6.00,,,110.39,74.81775,-17.36654,67.6045,-15.2231,SEPARATA,A,ISS,,,,progPLUMES
0150360201,PO015036NRA254,MI,BUCCINASCO,Ex Iberna - Lotto Sud - PZ5,,,1508836,5029521,,,,ND,ND,ND,,,111.32,65.96351,-15.0918,68.60877,-11.02237,SEPARATA,A,DUBBIO,,,,progPLUMES
0150360216,PO015036NRA253,MI,BUCCINASCO,Ex Iberna - Lotto Sud - PZ7,,PIEZOMETRO,1508862,5029464,,,,8.00,ND,ND,,,111.17,67.27162,-15.42724,68.60877,-11.02237,SEPARATA,A,ISS,,,,progPLUMES
0150360226,PO015036NR0001,MI,BUCCINASCO,DITTA BRUSSA - VIA RESISTENZA 62 ,PZ226 MONTE ,PIEZOMETRO,1509121.00,5028905.00,,,DA SIF,7.00,1.00,6.00,,SI,110.67,74.30,-17.79,67.81,-22.43,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0150360227,PO015036NR0002,MI,BUCCINASCO,DITTA BRUSSA - VIA RESISTENZA 62 ,PZ227,PIEZOMETRO,1509127.00,5028883.00,,SI,DA SIF,7.00,1.00,6.00,,SI,110.61,74.36,-17.87,67.81,-22.43,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0150360238,PO015036NR0238,MI,BUCCINASCO,CIP 4 - VIA LOMBARDIA,PZ7,PIEZOMETRO,1509013.00,5030360.00,,,DA SIF,8.00,2.00,8.00,SI,SINGOLO,113.91,73.36,-12.73,69.14,-15.72,SEPARATA,A,ISS,Log Stratigrafici\0150360238.pdf,ASSENTE,,MIND
0150360239,PO015036NRA190,MI,BUCCINASCO,CIP 4 - pz,,PIEZOMETRO,1509030,5030332,,,,8.00,ND,ND,,,113.22,73.17464,-12.93101,69.14014,-9.6141,SEPARATA,A,ISS,,,,progPLUMES
0150360240,PO015036NR0240,MI,BUCCINASCO,CIP 4 - VIA LOMBARDIA ,PZ9,PIEZOMETRO,1509030.00,5030332.00,,,DA SIF,8.00,2.00,8.00,SI,SINGOLO,113.77,73.07,-12.84,69.14,-15.72,SEPARATA,A,ISS,Log Stratigrafici\0150360240.pdf,ASSENTE,,MIND
0150360241,PO015036NR0241,MI,BUCCINASCO,CIP 4 - VIA LOMBARDIA ,PZ10,PIEZOMETRO,1509055.00,5030338.00,,,DA SIF,8.00,2.00,8.00,,SINGOLO,113.70,73.17,-12.93,69.14,-15.72,SEPARATA,A,ISS,Log Stratigrafici\0150360241.pdf,ASSENTE,,MIND
0150360244,PO015036NRA223,MI,BUCCINASCO,Manfredi S.r.l. (PV Total) PZE,,PIEZOMETRO,1509419,5029119,,,,10.00,2.00,9.00,,,110.31,74.93462,-17.45163,67.6045,-15.2231,SEPARATA,A,ISS,,,,progPLUMES
0150360247,PO015036NRA224,MI,BUCCINASCO,Manfredi - Via Piemonte 28/30 PZF,,PIEZOMETRO,1509433,5029106,,,,7.00,1.00,7.00,,,110.27,75.12621,-17.46755,67.6045,-15.2231,SEPARATA,A,ISS,,,,progPLUMES
0150360250,PO015036NR0003,MI,BUCCINASCO,DITTA BRUSSA - VIA RESISTENZA 62 ,PZ250,PIEZOMETRO,1509091.00,5028806.00,,SI,DA SIF,7.00,1.00,6.00,,SI,110.72,74.30,-18.09,67.81,-22.43,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0150360260,PO015036NRA284,MI,BUCCINASCO,Area Triveneta Cavi (LTC) - PZ4,,PIEZOMETRO,1508315,5029823,,,,5.00,ND,ND,,,112.42,65.50822,-12.54209,69.34317,-7.56429,SEPARATA,A,ISS,,,,progPLUMES
0150360263,PO015036NRA283,MI,BUCCINASCO,Area Triveneta Cavi (LTC) - PZ7,,PIEZOMETRO,1508293,5029859,,,,5.00,ND,ND,,,112.46,65.83456,-12.23459,69.34317,-7.56429,SEPARATA,A,ISS,,,,progPLUMES
0150360274,PO0150360RA199,MI,BUCCINASCO,Ex Derk - Via Gobetti 1/3 - SD7,,PIEZOMETRO,1509115,5029956,,,,7.00,ND,ND,,,112.5,69.7437,-14.53434,68.78542,-10.78978,SEPARATA,A,ISS,,,,progPLUMES
0150360275,PO0150360RA200,MI,BUCCINASCO,Ex Derk - Via Gobetti 1/3 - SD10,,PIEZOMETRO,1509147,5029940,,,,7.00,ND,ND,,,112.39,69.68813,-14.67229,68.78542,-10.78978,SEPARATA,A,ISS,,,,progPLUMES
0150360281,PO015036NRA238,MI,BUCCINASCO,,,PIEZOMETRO,1507416,5028867,,,,8.00,ND,ND,,,111.95,69.90826,-14.66368,69.1513,-7.78539,SEPARATA,A,ISS,,,,progPLUMES
0150360282,PO015036NRA239,MI,BUCCINASCO,,,PIEZOMETRO,1507503,5028742,,,,9.00,ND,ND,,,111.73,69.12587,-15.51394,69.0072,-8.37046,SEPARATA,A,ISS,,,,progPLUMES
0150360283,PO015036NRA240,MI,BUCCINASCO,,,PIEZOMETRO,1507502,5028632,,,,9.00,ND,ND,,,111.65,68.84197,-15.84609,69.0072,-8.37046,SEPARATA,A,ISS,,,,progPLUMES
0150360299,PO015036NU0001,MI,BUCCINASCO,AREA EX PIATTAFORMA ECOLOGICA - VIA DELL'INDUSTRIA ,PZ1 MONTE ,PIEZOMETRO,1507905.29,5028524.53,,,DA SIF,8.00,2.00,8.00,,SINGOLO,110.84,69.01,-17.10,69.00,-20.91,SEPARATA,A,ISS,Log Stratigrafici\0150360299.pdf,ASSENTE,,MIND
0150360300,PO015036NU0002,MI,BUCCINASCO,AREA EX PIATTAFORMA ECOLOGICA - VIA DELL'INDUSTRIA ,PZ2 VALLE ,PIEZOMETRO,1508001.31,5028439.15,,,DA SIF,8.00,2.00,8.00,,SINGOLO,110.76,68.87,-17.82,68.70,-21.46,SEPARATA,A,ISS,Log Stratigrafici\0150360300.pdf,ASSENTE,,MIND
0150400001,PO0150400U0001,MI,BUSSERO,Via 25 Aprile,,POZZO,1529054,5042619,140.84,,,80.50,36.00,80.50,,,141.96,118.52554,76.39511,105.36694,62.52435,INDISTINTA,B+C,ISI,,,,progPLUMES
0150400003,PO0150400U0003,MI,BUSSERO,Viale Europa,,POZZO,1529274,5041829,136.4,,,65.50,31.00,65.50,,,136.76,103.40871,65.94823,97.08098,59.77197,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0150400014,PO015040NR0014,MI,BUSSERO,GIUSSANI GIOVANNI - C.NA S. LUIGI,,POZZO,1529620,5043630,,,,ND,ND,ND,,,144.72,123.05379,93.48483,103.46546,71.19857,INDISTINTA,DUBBIO,DUBBIO,,,,progPLUMES
0150400016,PO015040NR0016,MI,BUSSERO,SIOLI BIANCHI AZ. AGR. - C.NA FORMOSA,,POZZO,1528880,5043110,,,,41.00,25.00,41.00,,,144.88,126.08543,82.78791,105.60984,65.68678,INDISTINTA,B,ISS,,,,progPLUMES
0150400017,PO0150400U0017,MI,BUSSERO,Via Carabinieri/Europa2,,POZZO,1529275,5041950,,,,53.00,34.00,53.00,,,137.35,105.19064,67.52915,97.08098,59.77197,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0150400018,PO0150400U0018,MI,BUSSERO,Via Carabinieri/Europa3,,POZZO,1529275,5041950,,,,150.00,147.00,150.00,,,137.35,105.19064,67.52915,97.08098,59.77197,INDISTINTA,C,ISP,,,,progPLUMES
0150400025,PO015040NR0025,MI,BUSSERO,MODERCROMO SRL - VIA GENOVA 3 PZ 1,,,1528490,5041960,,,,28.00,23.30,26.00,,,137.43,108.01347,68.53929,99.18219,59.6851,INDISTINTA,A,ISS,,,,progPLUMES
0150440011,044011,MI,CAMBIAGO,Loc. Torrazza - Via Colombo / Magellano,,POZZO,1531151,5045967,,,,53.00,34.00,53.00,,,157.43,133.34239,127.72257,113.16506,ND,INDISTINTA,C,ISS+ISP,,,,progPLUMES
0150500155,050PZN,MI,CARPIANO,località Francolino / via Pertini,,POZZO,1522377.86,5022877.72,91.25,,,117.00,74.00,108.00,,,91.12,23.76796,-92.16705,36.84394,-56.6818,SEPARATA,B,ISI,,,,progPLUMES
0150510001,PO0150510U0001,MI,CARUGATE,Via Roma,,POZZO,1526397,5044190,147.59,,,123.00,27.00,123.00,,,147.43,122.49232,108.52317,101.36589,76.18911,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0150510002,PO0150510U0002,MI,CARUGATE,Via Roma,,POZZO,1526380,5044199,147.54,,,38.70,34.70,38.70,,,147.43,122.49232,108.52317,101.36589,76.18911,INDISTINTA,B,ISS,,,,progPLUMES
0150510003,PO0150510U0003,MI,CARUGATE,Via Alberti,,POZZO,1527177,5043806,146.87,,,70.95,28.80,70.95,,,147.55,124.76033,100.70733,104.31985,74.17072,INDISTINTA,B+C,ISS+ISI,,,,progPLUMES
0150510004,PO0150510U0004,MI,CARUGATE,Via C.na Valera Sopra,,POZZO,1527899,5044408,150.3,,,32.50,29.00,32.50,,,150.87,126.62576,106.89842,106.64116,79.65775,INDISTINTA,B,ISS,,,,progPLUMES
0150510005,PO0150510U0005,MI,CARUGATE,Carrefour - EUROMERCATO - presso parco,,POZZO,1525967,5043824,144.28,,,42.50,24.12,42.50,,,143.86,116.21354,95.78464,100.06828,74.36193,INDISTINTA,B,ISS,,,,progPLUMES
0150510012,PO015051NR0012,MB,CARUGATE,S.P.121 COMPAGNIA GENERALE TRATTORI Spa - S. P. 121 CAVENAGO - POBBIANO,,POZZO,1526121,5045232,,,,40.00,22.00,37.00,,,153.14,126.58138,116.9543,100.74051,ND,INDISTINTA,B,ISS,,,,progPLUMES
0150510020,PO015051NU0020,MI,CARUGATE,"PROVINCIA DI MILANO - PZ A - SP 208 INCROCIO SP 121 - prof. 26,50 m.",,PIEZOMETRO,1526020,5043970,,,,26.50,4.50,25.00,,,145.22,117.645,98.96926,100.79014,74.39995,INDISTINTA,A,ISS,,,,progPLUMES
0150510022,PO015051NR0022,MI,CARUGATE,FRABO ADESIVI SPA - VIA GARIBALDI 76/78 PZ 1,,PIEZOMETRO,1526764,5045073,,,,35.00,ND,ND,,,153.11,126.0097,119.40924,102.49071,ND,INDISTINTA,B+C,ISS,,,,progPLUMES
0150510024,PO015051NR0024,MI,CARUGATE,Maticplastic srl via dei mille 5,,POZZO,1526943,5045198,,,,44.00,22.00,36.00,,,154.61,126.66505,120.25808,103.0714,ND,INDISTINTA,A+B,ISS,,,,progPLUMES
0150510025,PO015051OR0025,MI,CARUGATE,V.S. Filippo neri 10 - Az. Agr. Carzaniga Massimo,,POZZO,1526399,5044919,,,,40.00,25.00,35.00,,,150.74,125.22186,116.57654,101.06696,ND,INDISTINTA,B,ISS,,,,progPLUMES
0150510030,PO015051NR0030,MI,CARUGATE,Fonti Angelo via Cna Fidelina 17,,,1527436,5045059,,,,ND,ND,ND,,,154.19,126.68401,116.8069,104.35417,ND,INDISTINTA,DUBBIO,DUBBIO,,,,progPLUMES
0150510037,PO015051NR0037,MI,CARUGATE,EUROCOMMERCIAL PROPERTIES ITALIA SRL,,POZZO,1525650,5043570,,,,39.00,14.00,37.00,,,142.15,115.49598,86.76563,99.83431,71.17265,INDISTINTA,A+B,ISS,,,,progPLUMES
0150510039,PO015051NR0039,MI,CARUGATE,PROVINCIA DI MILANO C/O VIA CALDIRERA 13 PZ F,,PIEZOMETRO,1525814,5044457,,,,40.00,ND,ND,,,147.25,120.02699,102.37442,99.51222,79.56979,INDISTINTA,A+B,ISS,,,,progPLUMES
0150510040,PO0150510U0040,MI,CARUGATE,Comune di Carugate via Volta,,POZZO,1527813,5044240,,,,230.00,20.00,30.00,,,149.91,126.5041,103.39641,106.78451,77.23704,INDISTINTA,B,ISS,,,,progPLUMES
0150510044,PO0150510R0044,MI,CARUGATE,Banca Credito Cooperativo via De Gasperi 11,,PIEZOMETRO,1526310,5044512,,,,40.00,18.00,36.00,,,148.36,123.64088,111.58319,101.10968,79.95037,INDISTINTA,A+B,ISS,,,,progPLUMES
0150600001,PO0150600U0001,MI,CASSINA DE PECCHI,Via Villa Magri - Serbatoio,,POZZO,1529860,5041180,132.51,,,68.10,36.15,68.10,,,133.01,102.17751,61.90457,87.94549,56.27549,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0150600002,PO0150600U0002,MI,CASSINA DE PECCHI,Via C.na Bindellera,,POZZO,1529120,5040482,129.5,,,70.50,35.50,70.50,,,130.36,101.95282,54.74405,82.96414,55.49545,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0150600003,PO0150600U0003,MI,CASSINA DE PECCHI,Via Radioamatori - Sirio,,POZZO,1528245,5040325,129.58,,,66.50,35.00,66.50,,,129.35,101.52303,56.7346,87.27352,50.99447,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0150600004,PO0150600U0004,MI,CASSINA DE PECCHI,Via da Vinci / Malpaga,,POZZO,1527234,5039262,124.14,,,68.61,50.00,68.61,,,123.78,87.67866,47.74998,86.58164,39.57304,TRANSIZIONE,B,ISI,,,,progPLUMES
0150600005,060005,MI,CASSINA DE PECCHI,Via Nenni / Ugo La Malfa,,POZZO,1528589,5041397,134.08,,,101.00,33.00,101.00,,,134.8,97.34173,60.27251,93.72531,57.3848,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0150600048,PO015060NR0048,MI,CASSINA DE PECCHI,Technogenetics SS11 Padana Sup. km160,,POZZO,1528800,5040880,,,,48.00,36.00,48.00,,,132.01,99.69073,56.98264,89.0626,56.1103,INDISTINTA,B,ISS+ISI,,,,progPLUMES
