PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr [m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.]
VA,ALBIZZATE,PO012002NU0008,30/09/2011,313.8,soggiacenza statica,9.25,304.55
VA,ALBIZZATE,PO012002NU0008,31/10/2011,313.8,soggiacenza statica,9.21,304.59
VA,ALBIZZATE,PO012002NU0008,30/11/2011,313.8,soggiacenza statica,7.1,306.7
VA,ALBIZZATE,PO012002NU0008,31/12/2011,313.8,soggiacenza statica,7.52,306.28
VA,ALBIZZATE,PO012002NU0008,29/01/2012,313.8,soggiacenza statica,7.71,306.09
VA,ALBIZZATE,PO012002NU0008,29/02/2012,313.8,soggiacenza statica,9.36,304.44
VA,ALBIZZATE,PO012002NU0008,31/03/2012,313.8,soggiacenza statica,9.79,304.01
VA,ALBIZZATE,PO012002NU0008,30/04/2012,313.8,soggiacenza statica,7.42,306.38
VA,ALBIZZATE,PO012002NU0008,31/05/2012,313.8,soggiacenza statica,7.94,305.86
VA,ALBIZZATE,PO012002NU0008,30/06/2012,313.8,soggiacenza statica,7.53,306.27
VA,ALBIZZATE,PO012002NU0008,31/07/2012,313.8,soggiacenza statica,8.1,305.7
VA,ALBIZZATE,PO012002NU0008,31/08/2012,313.8,soggiacenza statica,9.61,304.19
VA,ALBIZZATE,PO012002NU0008,27/09/2012,313.8,soggiacenza statica,10.09,303.71
VA,ALBIZZATE,PO012002NU0008,30/10/2012,313.8,soggiacenza statica,11.95,301.85
VA,ALBIZZATE,PO012002NU0008,30/11/2012,313.8,soggiacenza statica,9.27,304.53
VA,ALBIZZATE,PO012002NU0008,31/12/2012,313.8,soggiacenza statica,8.74,305.06
VA,ALBIZZATE,PO012002NU0008,30/01/2013,313.8,soggiacenza statica,8.73,305.07
VA,ALBIZZATE,PO012002NU0008,28/02/2013,313.8,soggiacenza statica,8.75,305.05
VA,ALBIZZATE,PO012002NU0008,30/03/2013,313.8,soggiacenza statica,7.7,306.1
VA,ALBIZZATE,PO012002NU0008,30/07/2013,313.8,soggiacenza statica,9.99,303.81
VA,ALBIZZATE,PO012002NU0008,28/08/2013,313.8,soggiacenza statica,10.34,303.46
VA,ALBIZZATE,PO012002NU0008,30/09/2013,313.8,soggiacenza statica,10.31,303.49
VA,ALBIZZATE,PO012002NU0008,30/10/2013,313.8,soggiacenza statica,10.5,303.3
VA,ALBIZZATE,PO012002NU0008,01/11/2013,313.8,soggiacenza statica,9.95,303.85
VA,ALBIZZATE,PO012002NU0008,30/12/2013,313.8,soggiacenza statica,8.36,305.44
VA,ALBIZZATE,PO012002NU0008,30/01/2014,313.8,soggiacenza statica,7.54,306.26
VA,ALBIZZATE,PO012002NU0008,28/02/2014,313.8,soggiacenza statica,7.48,306.32
VA,ALBIZZATE,PO012002NU0008,28/03/2014,313.8,soggiacenza statica,8.89,304.91
VA,ALBIZZATE,PO012002NU0008,21/04/2014,313.8,soggiacenza statica,7.66,306.14
VA,ALBIZZATE,PO012002NU0008,21/05/2014,313.8,soggiacenza statica,9.43,304.37
VA,ALBIZZATE,PO012002NU0008,28/06/2014,313.8,soggiacenza statica,10.06,303.74
VA,ALBIZZATE,PO012002NU0008,29/07/2014,313.8,soggiacenza statica,7.3,306.5
VA,ALBIZZATE,PO012002NU0008,29/08/2014,313.8,soggiacenza statica,8.21,305.59
VA,ALBIZZATE,PO012002NU0008,29/09/2014,313.8,soggiacenza statica,8.46,305.34
VA,ALBIZZATE,PO012002NU0008,14/10/2014,313.8,soggiacenza statica,8.85,304.95
VA,ALBIZZATE,PO012002NU0008,14/11/2014,313.8,soggiacenza statica,8.6,305.2
VA,ALBIZZATE,PO012002NU0008,14/12/2014,313.8,soggiacenza statica,8.49,305.31
VA,ALBIZZATE,PO012002NU0008,27/01/2015,313.8,soggiacenza statica,7.68,306.12
VA,ALBIZZATE,PO012002NU0008,27/02/2015,313.8,soggiacenza statica,7.49,306.31
VA,ALBIZZATE,PO012002NU0008,29/03/2015,313.8,soggiacenza statica,7.68,306.12
VA,ALBIZZATE,PO012002NU0008,30/04/2015,313.8,soggiacenza statica,10.99,302.81
VA,ALBIZZATE,PO012002NU0008,31/05/2015,313.8,soggiacenza statica,11.25,302.55
VA,ALBIZZATE,PO012002NU0008,30/06/2015,313.8,soggiacenza statica,12.19,301.61
VA,ALBIZZATE,PO012002NU0008,30/07/2015,313.8,soggiacenza statica,13.44,300.36
VA,ALBIZZATE,PO012002NU0008,31/08/2015,313.8,soggiacenza statica,13.67,300.13
VA,ALBIZZATE,PO012002NU0008,30/09/2015,313.8,soggiacenza statica,13.7,300.1
VA,ALBIZZATE,PO012002NU0008,31/10/2015,313.8,soggiacenza statica,12.99,300.81
VA,ALBIZZATE,PO012002NU0008,29/11/2015,313.8,soggiacenza statica,13.96,299.84
VA,ALBIZZATE,PO012002NU0008,29/12/2015,313.8,soggiacenza statica,14.62,299.18
VA,ALBIZZATE,PO012002NU0008,28/01/2016,313.8,soggiacenza statica,16.07,297.73
VA,ALBIZZATE,PO012002NU0008,28/02/2016,313.8,soggiacenza statica,14.43,299.37
VA,ALBIZZATE,PO012002NU0008,29/03/2016,313.8,soggiacenza statica,9.22,304.58
VA,ALBIZZATE,PO012002NU0008,27/04/2016,313.8,soggiacenza statica,9.41,304.39
VA,ALBIZZATE,PO012002NU0008,30/05/2016,313.8,soggiacenza statica,7.91,305.89
VA,ALBIZZATE,PO012002NU0008,16/06/2016,313.8,soggiacenza statica,7.39,306.41
VA,ALBIZZATE,PO012002NU0008,31/07/2016,313.8,soggiacenza statica,12.57,301.23
VA,ALBIZZATE,PO012002NU0008,31/08/2016,313.8,soggiacenza statica,13.17,300.63
VA,ALBIZZATE,PO012002NU0008,19/09/2016,313.8,soggiacenza statica,13.66,300.14
VA,ALBIZZATE,PO012002NU0008,28/09/2017,313.8,soggiacenza statica,8.62,305.18
VA,ALBIZZATE,PO012002NU0008,26/10/2017,313.8,soggiacenza statica,9.03,304.77
VA,ALBIZZATE,PO012002NU0008,23/04/2018,313.8,soggiacenza statica,8.62,305.18
VA,ALBIZZATE,PO012002NU0008,30/05/2018,313.8,soggiacenza statica,8.33,305.47
VA,ALBIZZATE,PO012002NU0008,29/08/2018,313.8,soggiacenza statica,8.1,305.7
VA,ALBIZZATE,PO012002NU0008,28/09/2018,313.8,soggiacenza statica,9.83,303.97
VA,ALBIZZATE,PO012002NU0008,24/10/2018,313.8,soggiacenza statica,9.47,304.33
VA,ALBIZZATE,PO012002NU0008,30/11/2018,313.8,soggiacenza statica,6.95,306.85
VA,ALBIZZATE,PO012002NU0008,12/12/2018,313.8,soggiacenza statica,7.14,306.66
VA,ALBIZZATE,PO012002NU0008,15/02/2019,313.8,soggiacenza statica,7.75,306.05
VA,ALBIZZATE,PO012002NU0008,08/03/2019,313.8,soggiacenza statica,7.95,305.85
VA,ALBIZZATE,PO012002NU0008,01/04/2019,313.8,soggiacenza statica,8.35,305.45
VA,ALBIZZATE,PO012002NU0008,06/05/2019,313.8,soggiacenza statica,8.2,305.6
VA,ALBIZZATE,PO012002NU0008,05/06/2019,313.8,soggiacenza statica,7.83,305.97
VA,ALBIZZATE,PO012002NU0008,29/07/2019,313.8,soggiacenza statica,9.5,304.3
VA,ALBIZZATE,PO012002NU0008,26/08/2019,313.8,soggiacenza statica,9.88,303.92
VA,ALBIZZATE,PO012002NU0008,26/09/2019,313.8,soggiacenza statica,10.14,303.66
VA,ALBIZZATE,PO012002NU0008,30/10/2019,313.8,soggiacenza statica,9.19,304.61
VA,ALBIZZATE,PO012002NU0008,01/11/2019,313.8,soggiacenza statica,6.7,307.1
VA,ALBIZZATE,PO012002NU0008,19/12/2019,313.8,soggiacenza statica,6.4,307.4
VA,ALBIZZATE,PO012002NU0008,29/01/2020,313.8,soggiacenza statica,6.62,307.18
VA,ALBIZZATE,PO012002NU0008,24/02/2020,313.8,soggiacenza statica,6.83,306.97
VA,ALBIZZATE,PO012002NU0008,24/03/2020,313.8,soggiacenza statica,7.08,306.72
VA,ALBIZZATE,PO012002NU0008,30/04/2020,313.8,soggiacenza statica,7.05,306.75
VA,ALBIZZATE,PO012002NU0008,27/05/2020,313.8,soggiacenza statica,7.04,306.76
VA,ALBIZZATE,PO012002NU0008,25/06/2020,313.8,soggiacenza statica,6.76,307.04
VA,ALBIZZATE,PO012002NU0008,30/07/2020,313.8,soggiacenza statica,7.35,306.45
VA,ALBIZZATE,PO012002NU0008,31/08/2020,313.8,soggiacenza statica,7.53,306.27
VA,ALBIZZATE,PO012002NU0008,29/09/2020,313.8,soggiacenza statica,8.01,305.79
VA,ALBIZZATE,PO012002NU0008,31/10/2020,313.8,soggiacenza statica,6.71,307.09
VA,ALBIZZATE,PO012002NU0008,27/11/2020,313.8,soggiacenza statica,7.05,306.75
VA,ALBIZZATE,PO012002NU0008,28/12/2020,313.8,soggiacenza statica,6.44,307.36
VA,ALBIZZATE,PO012002NU0008,01/01/2021,313.8,soggiacenza statica,6.62,307.18
VA,ALBIZZATE,PO012002NU0008,28/02/2021,313.8,soggiacenza statica,6.46,307.34
VA,ALBIZZATE,PO012002NU0008,31/03/2021,313.8,soggiacenza statica,7.49,306.31
MI,BERNATE TICINO,PO015019NR0001,01/03/2013,151.01,soggiacenza statica,12.52,138.49
MI,BERNATE TICINO,PO015019NR0001,01/09/2013,151.01,soggiacenza statica,8.6,142.41
MI,BERNATE TICINO,PO015019NR0001,01/10/2013,151.01,soggiacenza statica,9.62,141.39
MI,BERNATE TICINO,PO015019NR0001,01/11/2013,151.01,soggiacenza statica,10.78,140.23
MI,BERNATE TICINO,PO015019NR0001,20/12/2013,151.01,soggiacenza statica,11.48,139.53
MI,BERNATE TICINO,PO015019NR0001,15/01/2014,151.01,soggiacenza statica,11.22,139.79
MI,BERNATE TICINO,PO015019NR0001,15/02/2014,151.01,soggiacenza statica,11.04,139.97
MI,BERNATE TICINO,PO015019NR0001,15/03/2014,151.01,soggiacenza statica,11.22,139.79
MI,BERNATE TICINO,PO015019NR0001,15/04/2014,151.01,soggiacenza statica,11.3,139.71
MI,BERNATE TICINO,PO015019NR0001,15/05/2014,151.01,soggiacenza statica,11.4,139.61
MI,BERNATE TICINO,PO015019NR0001,15/06/2014,151.01,soggiacenza statica,10.21,140.8
MI,BERNATE TICINO,PO015019NR0001,01/07/2014,151.01,soggiacenza statica,8.92,142.09
MI,BERNATE TICINO,PO015019NR0001,01/09/2014,151.01,soggiacenza statica,7.58,143.43
MI,BERNATE TICINO,PO015019NR0001,01/10/2014,151.01,soggiacenza statica,8.29,142.72
MI,BERNATE TICINO,PO015019NR0001,01/11/2014,151.01,soggiacenza statica,9.4,141.61
MI,BERNATE TICINO,PO015019NR0001,01/12/2014,151.01,soggiacenza statica,9.62,141.39
MI,BERNATE TICINO,PO015019NR0001,01/01/2015,151.01,soggiacenza statica,10.59,140.42
MI,BERNATE TICINO,PO015019NR0001,01/02/2015,151.01,soggiacenza statica,11.07,139.94
MI,BERNATE TICINO,PO015019NR0001,01/03/2015,151.01,soggiacenza statica,11.12,139.89
MI,BERNATE TICINO,PO015019NR0001,01/04/2015,151.01,soggiacenza statica,11.58,139.43
MI,BERNATE TICINO,PO015019NR0001,01/05/2015,151.01,soggiacenza statica,10.82,140.19
MI,BERNATE TICINO,PO015019NR0001,01/06/2015,151.01,soggiacenza statica,9.2,141.81
MI,BERNATE TICINO,PO015019NR0001,01/09/2015,151.01,soggiacenza statica,8.39,142.62
MI,BERNATE TICINO,PO015019NR0001,01/12/2015,151.01,soggiacenza statica,11.16,139.85
MI,BERNATE TICINO,PO015019NR0001,01/02/2016,151.01,soggiacenza statica,12.05,138.96
MI,BERNATE TICINO,PO015019NR0001,01/03/2016,151.01,soggiacenza statica,12.12,138.89
MI,BERNATE TICINO,PO015019NR0001,01/04/2016,151.01,soggiacenza statica,11.98,139.03
MI,BERNATE TICINO,PO015019NR0001,01/05/2016,151.01,soggiacenza statica,11.96,139.05
MI,BERNATE TICINO,PO015019NR0001,01/06/2016,151.01,soggiacenza statica,9.1,141.91
MI,BERNATE TICINO,PO015019NR0001,01/08/2016,151.01,soggiacenza statica,12.14,138.87
MI,BERNATE TICINO,PO015019NR0001,01/10/2016,151.01,soggiacenza statica,9.63,141.38
MI,BERNATE TICINO,PO015019NR0001,01/11/2016,151.01,soggiacenza statica,10.01,141
MI,BERNATE TICINO,PO015019NR0001,01/12/2016,151.01,soggiacenza statica,10.8,140.21
MI,BERNATE TICINO,PO015019NR0001,01/01/2017,151.01,soggiacenza statica,11.05,139.96
MI,BERNATE TICINO,PO015019NR0001,01/02/2017,151.01,soggiacenza statica,11.86,139.15
MI,BERNATE TICINO,PO015019NR0001,01/03/2017,151.01,soggiacenza statica,12.06,138.95
MI,BERNATE TICINO,PO015019NR0001,01/04/2017,151.01,soggiacenza statica,12.56,138.45
MI,BERNATE TICINO,PO015019NR0001,01/05/2017,151.01,soggiacenza statica,11.88,139.13
MI,BERNATE TICINO,PO015019NR0001,01/06/2017,151.01,soggiacenza statica,11.15,139.86
MI,BERNATE TICINO,PO015019NR0001,01/07/2017,151.01,soggiacenza statica,11.99,139.02
MI,BERNATE TICINO,PO015019NR0001,01/08/2017,151.01,soggiacenza statica,9.22,141.79
MI,BERNATE TICINO,PO015019NR0001,01/09/2017,151.01,soggiacenza statica,8.4,142.61
MI,BERNATE TICINO,PO015019NR0001,01/10/2017,151.01,soggiacenza statica,8.29,142.72
MI,BERNATE TICINO,PO015019NR0001,01/11/2017,151.01,soggiacenza statica,10.68,140.33
MI,BERNATE TICINO,PO015019NR0001,01/12/2017,151.01,soggiacenza statica,11.7,139.31
MI,BERNATE TICINO,PO015019NR0001,01/01/2018,151.01,soggiacenza statica,11.05,139.96
MI,BERNATE TICINO,PO015019NR0001,01/02/2018,151.01,soggiacenza statica,12.7,138.31
MI,BERNATE TICINO,PO015019NR0001,01/03/2018,151.01,soggiacenza statica,12.06,138.95
MI,BERNATE TICINO,PO015019NR0001,01/04/2018,151.01,soggiacenza statica,12.56,138.45
MI,BERNATE TICINO,PO015019NR0001,01/05/2018,151.01,soggiacenza statica,11.88,139.13
MI,BERNATE TICINO,PO015019NR0001,01/05/2020,151.01,soggiacenza statica,10.65,140.36
MI,BERNATE TICINO,PO015019NR0001,01/06/2020,151.01,soggiacenza statica,9.41,141.6
MI,BERNATE TICINO,PO015019NR0001,01/07/2020,151.01,soggiacenza statica,8.35,142.66
MI,BERNATE TICINO,PO015019NR0001,01/08/2020,151.01,soggiacenza statica,7.48,143.53
MI,BERNATE TICINO,PO015019NR0001,01/09/2020,151.01,soggiacenza statica,8.18,142.83
MI,BERNATE TICINO,PO015019NR0001,01/10/2020,151.01,soggiacenza statica,8.86,142.15
MI,BERNATE TICINO,PO015019NR0001,01/11/2020,151.01,soggiacenza statica,9.5,141.51
MI,BERNATE TICINO,PO015019NR0001,01/12/2020,151.01,soggiacenza statica,10.09,140.92
CO,BINAGO,PO0130230U0003,01/09/2001,372.084,soggiacenza statica,11.8,360.284
CO,BINAGO,PO0130230U0003,01/11/2001,372.084,soggiacenza statica,12,360.084
CO,BINAGO,PO0130230U0003,01/12/2001,372.084,soggiacenza statica,12,360.084
CO,BINAGO,PO0130230U0003,01/02/2002,372.084,soggiacenza statica,11.18,360.904
CO,BINAGO,PO0130230U0003,01/03/2002,372.084,soggiacenza statica,10.56,361.524
CO,BINAGO,PO0130230U0003,01/04/2002,372.084,soggiacenza statica,9.019,363.065
CO,BINAGO,PO0130230U0003,01/05/2002,372.084,soggiacenza statica,9.14,362.944
CO,BINAGO,PO0130230U0003,01/06/2002,372.084,soggiacenza statica,9.96,362.124
CO,BINAGO,PO0130230U0003,01/07/2002,372.084,soggiacenza statica,10.16,361.924
CO,BINAGO,PO0130230U0003,01/08/2002,372.084,soggiacenza statica,10.56,361.524
CO,BINAGO,PO0130230U0003,01/09/2002,372.084,soggiacenza statica,9.81,362.274
CO,BINAGO,PO0130230U0003,01/10/2002,372.084,soggiacenza statica,10.41,361.674
CO,BINAGO,PO0130230U0003,01/12/2002,372.084,soggiacenza statica,8.99,363.094
CO,BINAGO,PO0130230U0003,01/01/2003,372.084,soggiacenza statica,9.78,362.304
CO,BINAGO,PO0130230U0003,01/02/2003,372.084,soggiacenza statica,10.13,361.954
CO,BINAGO,PO0130230U0003,01/03/2003,372.084,soggiacenza statica,10.46,361.624
CO,BINAGO,PO0130230U0003,01/04/2003,372.084,soggiacenza statica,10.64,361.444
CO,BINAGO,PO0130230U0003,01/05/2003,372.084,soggiacenza statica,10.87,361.214
CO,BINAGO,PO0130230U0003,01/06/2003,372.084,soggiacenza statica,11.12,360.964
CO,BINAGO,PO0130230U0003,01/07/2003,372.084,soggiacenza statica,11.31,360.774
CO,BINAGO,PO0130230U0003,01/08/2003,372.084,soggiacenza statica,11.25,360.834
CO,BINAGO,PO0130230U0003,01/09/2003,372.084,soggiacenza statica,11.26,360.824
CO,BINAGO,PO0130230U0003,01/10/2003,372.084,soggiacenza statica,11.41,360.674
CO,BINAGO,PO0130230U0003,01/11/2003,372.084,soggiacenza statica,11.67,360.414
CO,BINAGO,PO0130230U0003,01/12/2003,372.084,soggiacenza statica,10.71,361.374
CO,BINAGO,PO0130230U0003,01/02/2004,372.084,soggiacenza statica,10.36,361.724
CO,BINAGO,PO0130230U0003,01/03/2004,372.084,soggiacenza statica,9.91,362.174
CO,BINAGO,PO0130230U0003,01/04/2004,372.084,soggiacenza statica,8.56,363.524
CO,BINAGO,PO0130230U0003,01/05/2004,372.084,soggiacenza statica,8.93,363.154
CO,BINAGO,PO0130230U0003,01/06/2004,372.084,soggiacenza statica,9.99,362.094
CO,BINAGO,PO0130230U0003,01/07/2004,372.084,soggiacenza statica,10.58,361.504
CO,BINAGO,PO0130230U0003,01/08/2004,372.084,soggiacenza statica,10.68,361.404
CO,BINAGO,PO0130230U0003,01/09/2004,372.084,soggiacenza statica,11.01,361.074
CO,BINAGO,PO0130230U0003,01/10/2004,372.084,soggiacenza statica,10.96,361.124
CO,BINAGO,PO0130230U0003,01/11/2004,372.084,soggiacenza statica,10.94,361.144
CO,BINAGO,PO0130230U0003,01/12/2004,372.084,soggiacenza statica,10.96,361.124
CO,BINAGO,PO0130230U0003,01/01/2005,372.084,soggiacenza statica,10.99,361.094
CO,BINAGO,PO0130230U0003,01/02/2005,372.084,soggiacenza statica,11.18,360.904
CO,BINAGO,PO0130230U0003,01/03/2005,372.084,soggiacenza statica,11.33,360.754
CO,BINAGO,PO0130230U0003,01/04/2005,372.084,soggiacenza statica,11.26,360.824
CO,BINAGO,PO0130230U0003,01/05/2005,372.084,soggiacenza statica,11.44,360.644
CO,BINAGO,PO0130230U0003,01/06/2005,372.084,soggiacenza statica,11.54,360.544
CO,BINAGO,PO0130230U0003,01/07/2005,372.084,soggiacenza statica,11.66,360.424
CO,BINAGO,PO0130230U0003,01/08/2005,372.084,soggiacenza statica,11.71,360.374
CO,BINAGO,PO0130230U0003,01/10/2005,372.084,soggiacenza statica,11.63,360.454
CO,BINAGO,PO0130230U0003,01/11/2005,372.084,soggiacenza statica,11.8,360.284
CO,BINAGO,PO0130230U0003,01/12/2005,372.084,soggiacenza statica,11.86,360.224
CO,BINAGO,PO0130230U0003,01/01/2006,372.084,soggiacenza statica,12.28,359.804
CO,BINAGO,PO0130230U0003,01/02/2006,372.084,soggiacenza statica,11.66,360.424
CO,BINAGO,PO0130230U0003,01/03/2006,372.084,soggiacenza statica,11.4,360.684
CO,BINAGO,PO0130230U0003,01/04/2006,372.084,soggiacenza statica,11.18,360.904
CO,BINAGO,PO0130230U0003,01/07/2006,372.084,soggiacenza statica,12.44,359.644
CO,BINAGO,PO0130230U0003,01/08/2006,372.084,soggiacenza statica,12.36,359.724
CO,BINAGO,PO0130230U0003,01/09/2006,372.084,soggiacenza statica,12.4,359.684
CO,BINAGO,PO0130230U0003,01/10/2006,372.084,soggiacenza statica,11.4,360.684
CO,BINAGO,PO0130230U0003,03/01/2007,372.084,soggiacenza statica,9.76,362.324
CO,BINAGO,PO0130230U0003,06/03/2007,372.084,soggiacenza statica,12.32,359.764
CO,BINAGO,PO0130230U0003,04/04/2007,372.084,soggiacenza statica,12.53,359.554
CO,BINAGO,PO0130230U0003,04/05/2007,372.084,soggiacenza statica,14.91,357.174
CO,BINAGO,PO0130230U0003,15/07/2007,372.084,soggiacenza statica,14.74,357.344
CO,BINAGO,PO0130230U0003,31/08/2007,372.084,soggiacenza statica,14.86,357.224
CO,BINAGO,PO0130230U0003,12/09/2007,372.084,soggiacenza statica,14.84,357.244
CO,BINAGO,PO0130230U0003,04/10/2007,372.084,soggiacenza statica,12.21,359.874
CO,BINAGO,PO0130230U0003,06/11/2007,372.084,soggiacenza statica,12.19,359.894
CO,BINAGO,PO0130230U0003,05/12/2007,372.084,soggiacenza statica,12.15,359.934
CO,BINAGO,PO0130230U0003,03/01/2008,372.084,soggiacenza statica,12.19,359.894
CO,BINAGO,PO0130230U0003,05/02/2008,372.084,soggiacenza statica,11.04,361.044
CO,BINAGO,PO0130230U0003,04/03/2008,372.084,soggiacenza statica,11.1,360.984
CO,BINAGO,PO0130230U0003,06/05/2008,372.084,soggiacenza statica,9.97,362.114
CO,BINAGO,PO0130230U0003,04/06/2008,372.084,soggiacenza statica,9.1,362.984
CO,BINAGO,PO0130230U0003,03/07/2008,372.084,soggiacenza statica,11.59,360.494
CO,BINAGO,PO0130230U0003,29/08/2008,372.084,soggiacenza statica,12.24,359.844
CO,BINAGO,PO0130230U0003,03/10/2008,372.084,soggiacenza statica,12.82,359.264
CO,BINAGO,PO0130230U0003,04/11/2008,372.084,soggiacenza statica,13.03,359.054
CO,BINAGO,PO0130230U0003,08/01/2009,372.084,soggiacenza statica,11.38,360.704
CO,BINAGO,PO0130230U0003,02/04/2009,372.084,soggiacenza statica,8.14,363.944
CO,BINAGO,PO0130230U0003,05/05/2009,372.084,soggiacenza statica,7.24,364.844
CO,BINAGO,PO0130230U0003,09/06/2009,372.084,soggiacenza statica,8.17,363.914
CO,BINAGO,PO0130230U0003,01/07/2009,372.084,soggiacenza statica,8.97,363.114
CO,BINAGO,PO0130230U0003,01/09/2009,372.084,soggiacenza statica,9.44,362.644
CO,BINAGO,PO0130230U0003,06/10/2009,372.084,soggiacenza statica,9.59,362.494
CO,BINAGO,PO0130230U0003,05/11/2009,372.084,soggiacenza statica,9.7,362.384
CO,BINAGO,PO0130230U0003,01/12/2009,372.084,soggiacenza statica,9.57,362.514
CO,BINAGO,PO0130230U0003,18/01/2010,372.084,soggiacenza statica,8.39,363.694
CO,BINAGO,PO0130230U0003,04/02/2010,372.084,soggiacenza statica,8.49,363.594
CO,BINAGO,PO0130230U0003,04/03/2010,372.084,soggiacenza statica,5.96,366.124
CO,BINAGO,PO0130230U0003,08/04/2010,372.084,soggiacenza statica,5.93,366.154
CO,BINAGO,PO0130230U0003,06/05/2010,372.084,soggiacenza statica,5.79,366.294
CO,BINAGO,PO0130230U0003,03/06/2010,372.084,soggiacenza statica,5.01,367.074
CO,BINAGO,PO0130230U0003,06/07/2010,372.084,soggiacenza statica,6.03,366.054
CO,BINAGO,PO0130230U0003,01/08/2010,372.084,soggiacenza statica,6.61,365.474
CO,BINAGO,PO0130230U0003,02/09/2010,372.084,soggiacenza statica,6.73,365.354
CO,BINAGO,PO0130230U0003,07/10/2010,372.084,soggiacenza statica,6.96,365.124
CO,BINAGO,PO0130230U0003,04/11/2010,372.084,soggiacenza statica,6.45,365.634
CO,BINAGO,PO0130230U0003,02/12/2010,372.084,soggiacenza statica,4.98,367.104
CO,BINAGO,PO0130230U0003,01/01/2011,372.084,soggiacenza statica,4.98,367.104
CO,BINAGO,PO0130230U0003,02/02/2011,372.084,soggiacenza statica,5.67,366.414
CO,BINAGO,PO0130230U0003,02/03/2011,372.084,soggiacenza statica,6.12,365.964
CO,BINAGO,PO0130230U0003,06/04/2011,372.084,soggiacenza statica,5.92,366.164
CO,BINAGO,PO0130230U0003,04/05/2011,372.084,soggiacenza statica,6.42,365.664
CO,BINAGO,PO0130230U0003,01/06/2011,372.084,soggiacenza statica,6.81,365.274
CO,BINAGO,PO0130230U0003,06/07/2011,372.084,soggiacenza statica,7.11,364.974
CO,BINAGO,PO0130230U0003,01/08/2011,372.084,soggiacenza statica,7.11,364.974
CO,BINAGO,PO0130230U0003,14/09/2011,372.084,soggiacenza statica,7.56,364.524
CO,BINAGO,PO0130230U0003,12/10/2011,372.084,soggiacenza statica,7.81,364.274
CO,BINAGO,PO0130230U0003,07/12/2011,372.084,soggiacenza statica,7.17,364.914
CO,BINAGO,PO0130230U0003,04/01/2012,372.084,soggiacenza statica,7.48,364.604
CO,BINAGO,PO0130230U0003,08/02/2012,372.084,soggiacenza statica,7.86,364.224
CO,BINAGO,PO0130230U0003,08/03/2012,372.084,soggiacenza statica,8.07,364.014
CO,BINAGO,PO0130230U0003,04/04/2012,372.084,soggiacenza statica,8.31,363.774
CO,BINAGO,PO0130230U0003,03/05/2012,372.084,soggiacenza statica,7.46,364.624
CO,BINAGO,PO0130230U0003,14/06/2012,372.084,soggiacenza statica,6.7,365.384
CO,BINAGO,PO0130230U0003,12/07/2012,372.084,soggiacenza statica,6.76,365.324
CO,BINAGO,PO0130230U0003,08/08/2012,372.084,soggiacenza statica,7.13,364.954
CO,BINAGO,PO0130230U0003,05/09/2012,372.084,soggiacenza statica,7.39,364.694
CO,BINAGO,PO0130230U0003,08/10/2012,372.084,soggiacenza statica,7.59,364.494
CO,BINAGO,PO0130230U0003,05/11/2012,372.084,soggiacenza statica,7.66,364.424
CO,BINAGO,PO0130230U0003,05/12/2012,372.084,soggiacenza statica,6.82,365.264
CO,BINAGO,PO0130230U0003,07/01/2013,372.084,soggiacenza statica,6.8,365.284
CO,BINAGO,PO0130230U0003,04/02/2013,372.084,soggiacenza statica,7.06,365.024
CO,BINAGO,PO0130230U0003,04/03/2013,372.084,soggiacenza statica,7.24,364.844
CO,BINAGO,PO0130230U0003,03/04/2013,372.084,soggiacenza statica,6.72,365.364
CO,BINAGO,PO0130230U0003,08/05/2013,372.084,soggiacenza statica,5.38,366.704
CO,BINAGO,PO0130230U0003,11/06/2013,372.084,soggiacenza statica,5.35,366.734
CO,BINAGO,PO0130230U0003,05/07/2013,372.084,soggiacenza statica,6,366.084
CO,BINAGO,PO0130230U0003,08/08/2013,372.084,soggiacenza statica,6.69,365.394
CO,BINAGO,PO0130230U0003,06/09/2013,372.084,soggiacenza statica,7.26,364.824
CO,BINAGO,PO0130230U0003,07/10/2013,372.084,soggiacenza statica,7.12,364.964
CO,BINAGO,PO0130230U0003,11/11/2013,372.084,soggiacenza statica,7.9,364.184
CO,BINAGO,PO0130230U0003,06/12/2013,372.084,soggiacenza statica,7.35,364.734
CO,BINAGO,PO0130230U0003,08/01/2014,372.084,soggiacenza statica,8.35,363.734
CO,BINAGO,PO0130230U0003,07/02/2014,372.084,soggiacenza statica,6.95,365.134
CO,BINAGO,PO0130230U0003,05/03/2014,372.084,soggiacenza statica,7.06,365.024
CO,BINAGO,PO0130230U0003,03/04/2014,372.084,soggiacenza statica,8.15,363.934
CO,BINAGO,PO0130230U0003,07/05/2014,372.084,soggiacenza statica,8.36,363.724
CO,BINAGO,PO0130230U0003,06/06/2014,372.084,soggiacenza statica,8.36,363.724
CO,BINAGO,PO0130230U0003,08/07/2014,372.084,soggiacenza statica,9.03,363.054
CO,BINAGO,PO0130230U0003,07/08/2014,372.084,soggiacenza statica,6.9,365.184
CO,BINAGO,PO0130230U0003,05/09/2014,372.084,soggiacenza statica,7.65,364.434
CO,BINAGO,PO0130230U0003,06/10/2014,372.084,soggiacenza statica,8.55,363.534
