PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr [m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.]
LC,CERNUSCO LOMBARDONE,PO0970200U0003,02/01/2019,246.905,soggiacenza statica,15.32,231.585
LC,CERNUSCO LOMBARDONE,PO0970200U0003,27/02/2019,246.905,soggiacenza statica,19.23,227.675
LC,CERNUSCO LOMBARDONE,PO0970200U0003,31/03/2019,246.905,soggiacenza statica,21.26,225.645
LC,CERNUSCO LOMBARDONE,PO0970200U0003,30/04/2019,246.905,soggiacenza statica,20.98,225.925
LC,CERNUSCO LOMBARDONE,PO0970200U0003,21/05/2019,246.905,soggiacenza statica,21.76,225.145
LC,CERNUSCO LOMBARDONE,PO0970200U0003,28/06/2019,246.905,soggiacenza statica,18.42,228.485
LC,CERNUSCO LOMBARDONE,PO0970200U0003,27/07/2019,246.905,soggiacenza statica,19.1,227.805
LC,CERNUSCO LOMBARDONE,PO0970200U0003,27/08/2019,246.905,soggiacenza statica,19.52,227.385
LC,CERNUSCO LOMBARDONE,PO0970200U0003,25/09/2019,246.905,soggiacenza statica,19.39,227.515
LC,CERNUSCO LOMBARDONE,PO0970200U0003,31/10/2019,246.905,soggiacenza statica,18.5,228.405
LC,CERNUSCO LOMBARDONE,PO0970200U0003,20/11/2019,246.905,soggiacenza statica,13.88,233.025
LC,CERNUSCO LOMBARDONE,PO0970200U0003,18/12/2019,246.905,soggiacenza statica,8,238.905
LC,CERNUSCO LOMBARDONE,PO0970200U0003,25/01/2020,246.905,soggiacenza statica,8.08,238.825
LC,CERNUSCO LOMBARDONE,PO0970200U0003,25/02/2020,246.905,soggiacenza statica,11.89,235.015
LC,CERNUSCO LOMBARDONE,PO0970200U0003,22/03/2020,246.905,soggiacenza statica,14.08,232.825
LC,CERNUSCO LOMBARDONE,PO0970200U0003,26/04/2020,246.905,soggiacenza statica,16.57,230.335
LC,CERNUSCO LOMBARDONE,PO0970200U0003,27/05/2020,246.905,soggiacenza statica,16.43,230.475
LC,CERNUSCO LOMBARDONE,PO0970200U0003,17/06/2020,246.905,soggiacenza statica,13,233.905
LC,CERNUSCO LOMBARDONE,PO0970200U0003,25/07/2020,246.905,soggiacenza statica,12.77,234.135
LC,CERNUSCO LOMBARDONE,PO0970200U0003,24/08/2020,246.905,soggiacenza statica,14.93,231.975
LC,CERNUSCO LOMBARDONE,PO0970200U0003,26/09/2020,246.905,soggiacenza statica,16.91,229.995
LC,CERNUSCO LOMBARDONE,PO0970200U0003,27/10/2020,246.905,soggiacenza statica,16.65,230.255
LC,CERNUSCO LOMBARDONE,PO0970200U0003,24/11/2020,246.905,soggiacenza statica,18.29,228.615
LC,CERNUSCO LOMBARDONE,PO0970200U0003,28/12/2020,246.905,soggiacenza statica,14.29,232.615
LC,CERNUSCO LOMBARDONE,PO0970200U0003,30/01/2021,246.905,soggiacenza statica,11,235.905
LC,CERNUSCO LOMBARDONE,PO0970200U0003,25/02/2021,246.905,soggiacenza statica,9.99,236.915
LC,CERNUSCO LOMBARDONE,PO0970200U0003,25/03/2021,246.905,soggiacenza statica,11.97,234.935
VA,CISLAGO,PO0120500RZ001,15/12/2005,207.042,soggiacenza statica,6.94,200.102
VA,CISLAGO,PO0120500RZ001,01/01/2006,207.042,soggiacenza statica,7.06,199.982
VA,CISLAGO,PO0120500RZ001,01/02/2006,207.042,soggiacenza statica,7.15,199.892
VA,CISLAGO,PO0120500RZ001,01/03/2006,207.042,soggiacenza statica,7.33,199.712
VA,CISLAGO,PO0120500RZ001,01/04/2006,207.042,soggiacenza statica,7.52,199.522
VA,CISLAGO,PO0120500RZ001,01/05/2006,207.042,soggiacenza statica,7.64,199.402
VA,CISLAGO,PO0120500RZ001,01/06/2006,207.042,soggiacenza statica,7.78,199.262
VA,CISLAGO,PO0120500RZ001,01/07/2006,207.042,soggiacenza statica,7.91,199.132
VA,CISLAGO,PO0120500RZ001,01/08/2006,207.042,soggiacenza statica,8.02,199.022
VA,CISLAGO,PO0120500RZ001,01/09/2006,207.042,soggiacenza statica,8.07,198.972
VA,CISLAGO,PO0120500RZ001,01/10/2006,207.042,soggiacenza statica,8.23,198.812
VA,CISLAGO,PO0120500RZ001,01/11/2006,207.042,soggiacenza statica,8.35,198.692
VA,CISLAGO,PO0120500RZ001,01/12/2006,207.042,soggiacenza statica,8.44,198.602
VA,CISLAGO,PO0120500RZ001,01/02/2007,207.042,soggiacenza statica,8.53,198.512
VA,CISLAGO,PO0120500RZ001,02/03/2007,207.042,soggiacenza statica,8.64,198.402
VA,CISLAGO,PO0120500RZ001,02/04/2007,207.042,soggiacenza statica,8.76,198.282
VA,CISLAGO,PO0120500RZ001,02/05/2007,207.042,soggiacenza statica,8.88,198.162
VA,CISLAGO,PO0120500RZ001,01/06/2007,207.042,soggiacenza statica,8.94,198.102
VA,CISLAGO,PO0120500RZ001,02/07/2007,207.042,soggiacenza statica,9.05,197.992
VA,CISLAGO,PO0120500RZ001,01/08/2007,207.042,soggiacenza statica,9.2,197.842
VA,CISLAGO,PO0120500RZ001,01/09/2007,207.042,soggiacenza statica,9.09,197.952
VA,CISLAGO,PO0120500RZ001,01/10/2007,207.042,soggiacenza statica,9.18,197.862
VA,CISLAGO,PO0120500RZ001,02/11/2007,207.042,soggiacenza statica,9.33,197.712
VA,CISLAGO,PO0120500RZ001,01/12/2007,207.042,soggiacenza statica,9.43,197.612
VA,CISLAGO,PO0120500RZ001,15/01/2008,207.042,soggiacenza statica,9.55,197.492
VA,CISLAGO,PO0120500RZ001,15/02/2008,207.042,soggiacenza statica,9.53,197.512
VA,CISLAGO,PO0120500RZ001,15/03/2008,207.042,soggiacenza statica,9.56,197.482
VA,CISLAGO,PO0120500RZ001,15/04/2008,207.042,soggiacenza statica,9.56,197.482
VA,CISLAGO,PO0120500RZ001,15/05/2008,207.042,soggiacenza statica,9.38,197.662
VA,CISLAGO,PO0120500RZ001,15/06/2008,207.042,soggiacenza statica,9.19,197.852
VA,CISLAGO,PO0120500RZ001,15/07/2008,207.042,soggiacenza statica,8.94,198.102
VA,CISLAGO,PO0120500RZ001,15/08/2008,207.042,soggiacenza statica,8.43,198.612
VA,CISLAGO,PO0120500RZ001,15/09/2008,207.042,soggiacenza statica,8.3,198.742
VA,CISLAGO,PO0120500RZ001,15/10/2008,207.042,soggiacenza statica,8.29,198.752
VA,CISLAGO,PO0120500RZ001,15/11/2008,207.042,soggiacenza statica,8.38,198.662
VA,CISLAGO,PO0120500RZ001,15/12/2008,207.042,soggiacenza statica,8.32,198.722
VA,CISLAGO,PO0120500RZ001,01/01/2009,207.042,soggiacenza statica,7.09,199.952
VA,CISLAGO,PO0120500RZ001,27/02/2009,207.042,soggiacenza statica,7.19,199.852
VA,CISLAGO,PO0120500RZ001,31/03/2009,207.042,soggiacenza statica,5.9,201.142
VA,CISLAGO,PO0120500RZ001,30/04/2009,207.042,soggiacenza statica,6.21,200.832
VA,CISLAGO,PO0120500RZ001,29/05/2009,207.042,soggiacenza statica,6.09,200.952
VA,CISLAGO,PO0120500RZ001,30/06/2009,207.042,soggiacenza statica,5.78,201.262
VA,CISLAGO,PO0120500RZ001,31/07/2009,207.042,soggiacenza statica,5.61,201.432
VA,CISLAGO,PO0120500RZ001,31/08/2009,207.042,soggiacenza statica,5.02,202.022
VA,CISLAGO,PO0120500RZ001,01/10/2009,207.042,soggiacenza statica,4.65,202.392
VA,CISLAGO,PO0120500RZ001,02/11/2009,207.042,soggiacenza statica,4.84,202.202
VA,CISLAGO,PO0120500RZ001,01/12/2009,207.042,soggiacenza statica,5.08,201.962
VA,CISLAGO,PO0120500RZ001,01/01/2010,207.042,soggiacenza statica,4.91,202.132
VA,CISLAGO,PO0120500RZ001,01/02/2010,207.042,soggiacenza statica,5.16,201.882
VA,CISLAGO,PO0120500RZ001,01/03/2010,207.042,soggiacenza statica,5.37,201.672
VA,CISLAGO,PO0120500RZ001,02/04/2010,207.042,soggiacenza statica,5.39,201.652
VA,CISLAGO,PO0120500RZ001,28/05/2010,207.042,soggiacenza statica,5.19,201.852
VA,CISLAGO,PO0120500RZ001,30/06/2010,207.042,soggiacenza statica,2.92,204.122
VA,CISLAGO,PO0120500RZ001,30/07/2010,207.042,soggiacenza statica,3.78,203.262
VA,CISLAGO,PO0120500RZ001,30/08/2010,207.042,soggiacenza statica,3.24,203.802
VA,CISLAGO,PO0120500RZ001,29/09/2010,207.042,soggiacenza statica,3.37,203.672
VA,CISLAGO,PO0120500RZ001,29/10/2010,207.042,soggiacenza statica,3.53,203.512
VA,CISLAGO,PO0120500RZ001,29/11/2010,207.042,soggiacenza statica,3.52,203.522
VA,CISLAGO,PO0120500RZ001,30/12/2010,207.042,soggiacenza statica,2.5,204.542
VA,CISLAGO,PO0120500RZ001,31/01/2011,207.042,soggiacenza statica,1.97,205.072
VA,CISLAGO,PO0120500RZ001,28/02/2011,207.042,soggiacenza statica,1.89,205.152
VA,CISLAGO,PO0120500RZ001,31/03/2011,207.042,soggiacenza statica,1.61,205.432
VA,CISLAGO,PO0120500RZ001,28/04/2011,207.042,soggiacenza statica,1.51,205.532
VA,CISLAGO,PO0120500RZ001,30/05/2011,207.042,soggiacenza statica,1.69,205.352
VA,CISLAGO,PO0120500RZ001,30/06/2011,207.042,soggiacenza statica,1.86,205.182
VA,CISLAGO,PO0120500RZ001,29/07/2011,207.042,soggiacenza statica,1.98,205.062
VA,CISLAGO,PO0120500RZ001,30/08/2011,207.042,soggiacenza statica,2.37,204.672
VA,CISLAGO,PO0120500RZ001,30/09/2011,207.042,soggiacenza statica,2.66,204.382
VA,CISLAGO,PO0120500RZ001,31/10/2011,207.042,soggiacenza statica,2.89,204.152
VA,CISLAGO,PO0120500RZ001,30/11/2011,207.042,soggiacenza statica,2.81,204.232
VA,CISLAGO,PO0120500RZ001,31/12/2011,207.042,soggiacenza statica,3.22,203.822
VA,CISLAGO,PO0120500RZ001,31/01/2012,207.042,soggiacenza statica,3.39,203.652
VA,CISLAGO,PO0120500RZ001,29/02/2012,207.042,soggiacenza statica,3.61,203.432
VA,CISLAGO,PO0120500RZ001,31/03/2012,207.042,soggiacenza statica,3.88,203.162
VA,CISLAGO,PO0120500RZ001,30/04/2012,207.042,soggiacenza statica,3.98,203.062
VA,CISLAGO,PO0120500RZ001,31/05/2012,207.042,soggiacenza statica,4.16,202.882
VA,CISLAGO,PO0120500RZ001,30/06/2012,207.042,soggiacenza statica,4.33,202.712
VA,CISLAGO,PO0120500RZ001,31/07/2012,207.042,soggiacenza statica,4.55,202.492
VA,CISLAGO,PO0120500RZ001,31/08/2012,207.042,soggiacenza statica,4.76,202.282
VA,CISLAGO,PO0120500RZ001,30/09/2012,207.042,soggiacenza statica,4.87,202.172
VA,CISLAGO,PO0120500RZ001,31/10/2012,207.042,soggiacenza statica,4.99,202.052
VA,CISLAGO,PO0120500RZ001,30/11/2012,207.042,soggiacenza statica,4.83,202.212
VA,CISLAGO,PO0120500RZ001,30/12/2012,207.042,soggiacenza statica,4.96,202.082
VA,CISLAGO,PO0120500RZ001,30/01/2013,207.042,soggiacenza statica,5.17,201.872
VA,CISLAGO,PO0120500RZ001,28/02/2013,207.042,soggiacenza statica,5.29,201.752
VA,CISLAGO,PO0120500RZ001,30/03/2013,207.042,soggiacenza statica,5.36,201.682
VA,CISLAGO,PO0120500RZ001,30/04/2013,207.042,soggiacenza statica,4.94,202.102
VA,CISLAGO,PO0120500RZ001,30/05/2013,207.042,soggiacenza statica,4.1,202.942
VA,CISLAGO,PO0120500RZ001,30/06/2013,207.042,soggiacenza statica,4,203.042
VA,CISLAGO,PO0120500RZ001,30/07/2013,207.042,soggiacenza statica,4.06,202.982
VA,CISLAGO,PO0120500RZ001,30/08/2013,207.042,soggiacenza statica,4.07,202.972
VA,CISLAGO,PO0120500RZ001,30/09/2013,207.042,soggiacenza statica,4.34,202.702
VA,CISLAGO,PO0120500RZ001,30/10/2013,207.042,soggiacenza statica,4.5,202.542
VA,CISLAGO,PO0120500RZ001,30/11/2013,207.042,soggiacenza statica,4.72,202.322
VA,CISLAGO,PO0120500RZ001,30/12/2013,207.042,soggiacenza statica,3.88,203.162
VA,CISLAGO,PO0120500RZ001,30/01/2014,207.042,soggiacenza statica,3.21,203.832
VA,CISLAGO,PO0120500RZ001,28/02/2014,207.042,soggiacenza statica,1.66,205.382
VA,CISLAGO,PO0120500RZ001,30/03/2014,207.042,soggiacenza statica,1.53,205.512
VA,CISLAGO,PO0120500RZ001,21/04/2014,207.042,soggiacenza statica,1.62,205.422
VA,CISLAGO,PO0120500RZ001,21/05/2014,207.042,soggiacenza statica,1.85,205.192
VA,CISLAGO,PO0120500RZ001,30/06/2014,207.042,soggiacenza statica,1.96,205.082
VA,CISLAGO,PO0120500RZ001,30/07/2014,207.042,soggiacenza statica,0.87,206.172
VA,CISLAGO,PO0120500RZ001,30/08/2014,207.042,soggiacenza statica,0.99,206.052
VA,CISLAGO,PO0120500RZ001,30/09/2014,207.042,soggiacenza statica,1.39,205.652
VA,CISLAGO,PO0120500RZ001,29/10/2014,207.042,soggiacenza statica,1.52,205.522
VA,CISLAGO,PO0120500RZ001,28/11/2014,207.042,soggiacenza statica,0.92,206.122
VA,CISLAGO,PO0120500RZ001,28/12/2014,207.042,soggiacenza statica,0.68,206.362
VA,CISLAGO,PO0120500RZ001,14/01/2015,207.042,soggiacenza statica,0.68,206.362
VA,CISLAGO,PO0120500RZ001,03/02/2015,207.042,soggiacenza statica,0.59,206.452
VA,CISLAGO,PO0120500RZ001,02/03/2015,207.042,soggiacenza statica,0.58,206.462
VA,CISLAGO,PO0120500RZ001,01/04/2015,207.042,soggiacenza statica,0.64,206.402
VA,CISLAGO,PO0120500RZ001,05/05/2015,207.042,soggiacenza statica,0.5,206.542
VA,CISLAGO,PO0120500RZ001,04/06/2015,207.042,soggiacenza statica,0.49,206.552
VA,CISLAGO,PO0120500RZ001,01/07/2015,207.042,soggiacenza statica,0.39,206.652
VA,CISLAGO,PO0120500RZ001,04/08/2015,207.042,soggiacenza statica,0.08,206.962
VA,CISLAGO,PO0120500RZ001,01/09/2015,207.042,soggiacenza statica,0.09,206.952
VA,CISLAGO,PO0120500RZ001,01/10/2015,207.042,soggiacenza statica,0.26,206.782
VA,CISLAGO,PO0120500RZ001,03/11/2015,207.042,soggiacenza statica,0.4,206.642
VA,CISLAGO,PO0120500RZ001,01/12/2015,207.042,soggiacenza statica,0.67,206.372
VA,CISLAGO,PO0120500RZ001,12/01/2016,207.042,soggiacenza statica,1.04,206.002
VA,CISLAGO,PO0120500RZ001,02/02/2016,207.042,soggiacenza statica,1.23,205.812
VA,CISLAGO,PO0120500RZ001,01/03/2016,207.042,soggiacenza statica,1.38,205.662
VA,CISLAGO,PO0120500RZ001,01/04/2016,207.042,soggiacenza statica,1.4,205.642
VA,CISLAGO,PO0120500RZ001,03/05/2016,207.042,soggiacenza statica,1.7,205.342
VA,CISLAGO,PO0120500RZ001,30/06/2016,207.042,soggiacenza statica,1.75,205.292
VA,CISLAGO,PO0120500RZ001,01/08/2016,207.042,soggiacenza statica,1.96,205.082
VA,CISLAGO,PO0120500RZ001,01/09/2016,207.042,soggiacenza statica,2.13,204.912
VA,CISLAGO,PO0120500RZ001,04/10/2016,207.042,soggiacenza statica,2.34,204.702
VA,CISLAGO,PO0120500RZ001,03/11/2016,207.042,soggiacenza statica,2.52,204.522
VA,CISLAGO,PO0120500RZ001,01/12/2016,207.042,soggiacenza statica,2.38,204.662
VA,CISLAGO,PO0120500RZ001,10/01/2017,207.042,soggiacenza statica,2.78,204.262
VA,CISLAGO,PO0120500RZ001,01/02/2017,207.042,soggiacenza statica,2.94,204.102
VA,CISLAGO,PO0120500RZ001,01/03/2017,207.042,soggiacenza statica,3.11,203.932
VA,CISLAGO,PO0120500RZ001,04/04/2017,207.042,soggiacenza statica,3.34,203.702
VA,CISLAGO,PO0120500RZ001,01/06/2017,207.042,soggiacenza statica,3.69,203.352
VA,CISLAGO,PO0120500RZ001,01/08/2017,207.042,soggiacenza statica,4,203.042
VA,CISLAGO,PO0120500RZ001,01/09/2017,207.042,soggiacenza statica,4.22,202.822
VA,CISLAGO,PO0120500RZ001,03/10/2017,207.042,soggiacenza statica,4.42,202.622
VA,CISLAGO,PO0120500RZ001,02/11/2017,207.042,soggiacenza statica,4.62,202.422
VA,CISLAGO,PO0120500RZ001,05/12/2017,207.042,soggiacenza statica,4.8,202.242
VA,CISLAGO,PO0120500RZ001,12/01/2018,207.042,soggiacenza statica,4.97,202.072
VA,CISLAGO,PO0120500RZ001,01/02/2018,207.042,soggiacenza statica,5.09,201.952
VA,CISLAGO,PO0120500RZ001,01/03/2018,207.042,soggiacenza statica,5.26,201.782
VA,CISLAGO,PO0120500RZ001,04/04/2018,207.042,soggiacenza statica,5.37,201.672
VA,CISLAGO,PO0120500RZ001,03/05/2018,207.042,soggiacenza statica,5.42,201.622
VA,CISLAGO,PO0120500RZ001,03/06/2018,207.042,soggiacenza statica,5.43,201.612
VA,CISLAGO,PO0120500RZ001,03/07/2018,207.042,soggiacenza statica,5.5,201.542
VA,CISLAGO,PO0120500RZ001,01/08/2018,207.042,soggiacenza statica,5.5,201.542
VA,CISLAGO,PO0120500RZ001,04/09/2018,207.042,soggiacenza statica,5.6,201.442
VA,CISLAGO,PO0120500RZ001,01/10/2018,207.042,soggiacenza statica,5.71,201.332
VA,CISLAGO,PO0120500RZ001,06/11/2018,207.042,soggiacenza statica,5.63,201.412
VA,CISLAGO,PO0120500RZ001,04/12/2018,207.042,soggiacenza statica,5.67,201.372
VA,CISLAGO,PO0120500RZ001,11/01/2019,207.042,soggiacenza statica,5.86,201.182
VA,CISLAGO,PO0120500RZ001,04/02/2019,207.042,soggiacenza statica,5.93,201.112
VA,CISLAGO,PO0120500RZ001,04/03/2019,207.042,soggiacenza statica,6.04,201.002
VA,CISLAGO,PO0120500RZ001,01/04/2019,207.042,soggiacenza statica,6.18,200.862
VA,CISLAGO,PO0120500RZ001,06/05/2019,207.042,soggiacenza statica,6.27,200.772
VA,CISLAGO,PO0120500RZ001,03/06/2019,207.042,soggiacenza statica,6.35,200.692
VA,CISLAGO,PO0120500RZ001,01/07/2019,207.042,soggiacenza statica,6.48,200.562
VA,CISLAGO,PO0120500RZ001,01/08/2019,207.042,soggiacenza statica,6.64,200.402
VA,CISLAGO,PO0120500RZ001,02/09/2019,207.042,soggiacenza statica,6.7,200.342
VA,CISLAGO,PO0120500RZ001,01/10/2019,207.042,soggiacenza statica,6.82,200.222
VA,CISLAGO,PO0120500RZ001,04/11/2019,207.042,soggiacenza statica,6.76,200.282
VA,CISLAGO,PO0120500RZ001,02/12/2019,207.042,soggiacenza statica,6.2,200.842
VA,CISLAGO,PO0120500RZ001,08/01/2020,207.042,soggiacenza statica,5.26,201.782
VA,CISLAGO,PO0120500RZ001,03/02/2020,207.042,soggiacenza statica,5.53,201.512
VA,CISLAGO,PO0120500RZ001,04/03/2020,207.042,soggiacenza statica,5.74,201.302
VA,CISLAGO,PO0120500RZ001,06/05/2020,207.042,soggiacenza statica,6.52,200.522
VA,CISLAGO,PO0120500RZ001,03/06/2020,207.042,soggiacenza statica,6.1,200.942
VA,CISLAGO,PO0120500RZ001,03/07/2020,207.042,soggiacenza statica,5.92,201.122
VA,CISLAGO,PO0120500RZ001,05/08/2020,207.042,soggiacenza statica,5.88,201.162
VA,CISLAGO,PO0120500RZ001,02/09/2020,207.042,soggiacenza statica,5.69,201.352
VA,CISLAGO,PO0120500RZ001,05/10/2020,207.042,soggiacenza statica,5.66,201.382
VA,CISLAGO,PO0120500RZ001,03/11/2020,207.042,soggiacenza statica,5.45,201.592
VA,CISLAGO,PO0120500RZ001,11/01/2021,207.042,soggiacenza statica,5.5,201.542
VA,CISLAGO,PO0120500RZ001,03/02/2021,207.042,soggiacenza statica,5.38,201.662
VA,CISLAGO,PO0120500RZ001,01/03/2021,207.042,soggiacenza statica,5.11,201.932
VA,CISLAGO,PO0120500RZ001,01/04/2021,207.042,soggiacenza statica,4.89,202.152
MB,CONCOREZZO,PO1080210U0002,13/03/2006,162.45,soggiacenza statica,25.05,137.4
MB,CONCOREZZO,PO1080210U0002,13/06/2006,162.45,soggiacenza statica,25.3,137.15
MB,CONCOREZZO,PO1080210U0002,13/09/2006,162.45,soggiacenza statica,25.2,137.25
MB,CONCOREZZO,PO1080210U0002,13/10/2006,162.45,soggiacenza statica,25.3,137.15
MB,CONCOREZZO,PO1080210U0002,13/11/2006,162.45,soggiacenza statica,25.46,136.99
MB,CONCOREZZO,PO1080210U0002,13/01/2007,162.45,soggiacenza statica,25.67,136.78
MB,CONCOREZZO,PO1080210U0002,13/02/2007,162.45,soggiacenza statica,25.76,136.69
MB,CONCOREZZO,PO1080210U0002,13/03/2007,162.45,soggiacenza statica,25.57,136.88
MB,CONCOREZZO,PO1080210U0002,13/04/2007,162.45,soggiacenza statica,25.82,136.63
MB,CONCOREZZO,PO1080210U0002,13/05/2007,162.45,soggiacenza statica,25.91,136.54
MB,CONCOREZZO,PO1080210U0002,13/06/2007,162.45,soggiacenza statica,25.91,136.54
MB,CONCOREZZO,PO1080210U0002,13/08/2007,162.45,soggiacenza statica,25.79,136.66
MB,CONCOREZZO,PO1080210U0002,13/09/2007,162.45,soggiacenza statica,25.41,137.04
MB,CONCOREZZO,PO1080210U0002,13/10/2007,162.45,soggiacenza statica,25.21,137.24
MB,CONCOREZZO,PO1080210U0002,13/11/2007,162.45,soggiacenza statica,25.44,137.01
MB,CONCOREZZO,PO1080210U0002,13/12/2007,162.45,soggiacenza statica,25.46,136.99
MB,CONCOREZZO,PO1080210U0002,13/01/2008,162.45,soggiacenza statica,25.41,137.04
MB,CONCOREZZO,PO1080210U0002,13/02/2008,162.45,soggiacenza statica,25.44,137.01
MB,CONCOREZZO,PO1080210U0002,13/03/2008,162.45,soggiacenza statica,25.44,137.01
MB,CONCOREZZO,PO1080210U0002,17/01/2009,162.45,soggiacenza statica,23.5,138.95
MB,CONCOREZZO,PO1080210U0002,17/02/2009,162.45,soggiacenza statica,23.21,139.24
MB,CONCOREZZO,PO1080210U0002,17/03/2009,162.45,soggiacenza statica,22.73,139.72
MB,CONCOREZZO,PO1080210U0002,17/04/2009,162.45,soggiacenza statica,22.66,139.79
MB,CONCOREZZO,PO1080210U0002,17/05/2009,162.45,soggiacenza statica,22.04,140.41
MB,CONCOREZZO,PO1080210U0002,17/07/2009,162.45,soggiacenza statica,21.86,140.59
MB,CONCOREZZO,PO1080210U0002,17/09/2009,162.45,soggiacenza statica,22,140.45
MB,CONCOREZZO,PO1080210U0002,01/01/2011,162.45,soggiacenza statica,19.73,142.72
MB,CONCOREZZO,PO1080210U0002,01/02/2011,162.45,soggiacenza statica,19.73,142.72
MB,CONCOREZZO,PO1080210U0002,01/03/2011,162.45,soggiacenza statica,19.9,142.55
MB,CONCOREZZO,PO1080210U0002,01/04/2011,162.45,soggiacenza statica,19.89,142.56
MB,CONCOREZZO,PO1080210U0002,01/05/2011,162.45,soggiacenza statica,20.07,142.38
MB,CONCOREZZO,PO1080210U0002,01/06/2011,162.45,soggiacenza statica,20.23,142.22
MB,CONCOREZZO,PO1080210U0002,01/07/2011,162.45,soggiacenza statica,20.54,141.91
MB,CONCOREZZO,PO1080210U0002,01/09/2011,162.45,soggiacenza statica,20.78,141.67
MB,CONCOREZZO,PO1080210U0002,01/10/2011,162.45,soggiacenza statica,21.08,141.37
MB,CONCOREZZO,PO1080210U0002,01/11/2011,162.45,soggiacenza statica,21.33,141.12
MB,CONCOREZZO,PO1080210U0002,01/12/2011,162.45,soggiacenza statica,21.4,141.05
MB,CONCOREZZO,PO1080210U0002,01/01/2012,162.45,soggiacenza statica,22.1,140.35
MB,CONCOREZZO,PO1080210U0002,01/02/2012,162.45,soggiacenza statica,22,140.45
MB,CONCOREZZO,PO1080210U0002,01/03/2012,162.45,soggiacenza statica,21.9,140.55
MB,CONCOREZZO,PO1080210U0002,01/04/2012,162.45,soggiacenza statica,21.77,140.68
MB,CONCOREZZO,PO1080210U0002,01/05/2012,162.45,soggiacenza statica,21.7,140.75
MB,CONCOREZZO,PO1080210U0002,01/06/2012,162.45,soggiacenza statica,21.62,140.83
MB,CONCOREZZO,PO1080210U0002,01/07/2012,162.45,soggiacenza statica,21.56,140.89
MB,CONCOREZZO,PO1080210U0002,01/09/2012,162.45,soggiacenza statica,21.7,140.75
MB,CONCOREZZO,PO1080210U0002,01/10/2012,162.45,soggiacenza statica,21.81,140.64
MB,CONCOREZZO,PO1080210U0002,01/11/2012,162.45,soggiacenza statica,21.83,140.62
MB,CONCOREZZO,PO1080210U0002,01/12/2012,162.45,soggiacenza statica,21.8,140.65
MB,CONCOREZZO,PO1080210U0002,04/01/2013,162.45,soggiacenza statica,21.74,140.71
MB,CONCOREZZO,PO1080210U0002,07/03/2013,162.45,soggiacenza statica,21.71,140.74
MB,CONCOREZZO,PO1080210U0002,18/04/2013,162.45,soggiacenza statica,21.81,140.64
MB,CONCOREZZO,PO1080210U0002,14/05/2013,162.45,soggiacenza statica,21.75,140.7
MB,CONCOREZZO,PO1080210U0002,19/06/2013,162.45,soggiacenza statica,21.8,140.65
MB,CONCOREZZO,PO1080210U0002,18/11/2015,162.45,soggiacenza statica,21.11,141.34
MB,CONCOREZZO,PO1080210U0002,01/01/2016,162.45,soggiacenza statica,22.1,140.35
MB,CONCOREZZO,PO1080210U0002,01/02/2016,162.45,soggiacenza statica,22.15,140.3
MB,CONCOREZZO,PO1080210U0002,01/03/2016,162.45,soggiacenza statica,22.15,140.3
MB,CONCOREZZO,PO1080210U0002,01/04/2016,162.45,soggiacenza statica,22.1,140.35
MB,CONCOREZZO,PO1080210U0002,01/05/2016,162.45,soggiacenza statica,22.8,139.65
MB,CONCOREZZO,PO1080210U0002,01/06/2016,162.45,soggiacenza statica,22.6,139.85
MB,CONCOREZZO,PO1080210U0002,01/07/2016,162.45,soggiacenza statica,22.4,140.05
MB,CONCOREZZO,PO1080210U0002,01/08/2016,162.45,soggiacenza statica,22.5,139.95
MB,CONCOREZZO,PO1080210U0002,01/09/2016,162.45,soggiacenza statica,22.4,140.05
MB,CONCOREZZO,PO1080210U0002,01/11/2016,162.45,soggiacenza statica,23.7,138.75
MB,CONCOREZZO,PO1080210U0002,01/12/2016,162.45,soggiacenza statica,23.6,138.85
MB,CONCOREZZO,PO1080210U0002,01/03/2017,162.45,soggiacenza statica,22.7,139.75
MB,CONCOREZZO,PO1080210U0002,31/05/2017,162.45,soggiacenza statica,22.92,139.53
MB,CONCOREZZO,PO1080210U0002,01/06/2017,162.45,soggiacenza statica,22.9,139.55
MB,CONCOREZZO,PO1080210U0002,01/09/2017,162.45,soggiacenza statica,22.9,139.55
MB,CONCOREZZO,PO1080210U0002,28/11/2017,162.45,soggiacenza statica,22.8,139.65
MB,CONCOREZZO,PO1080210U0002,01/12/2017,162.45,soggiacenza statica,23.1,139.35
MB,CONCOREZZO,PO1080210U0002,01/03/2018,162.45,soggiacenza statica,22.5,139.95
MB,CONCOREZZO,PO1080210U0002,01/06/2018,162.45,soggiacenza statica,22.6,139.85
MB,CONCOREZZO,PO1080210U0002,02/08/2018,162.45,soggiacenza statica,22.12,140.33
MB,CONCOREZZO,PO1080210U0002,01/09/2018,162.45,soggiacenza statica,21.95,140.5
MB,CONCOREZZO,PO1080210U0002,01/12/2018,162.45,soggiacenza statica,22.2,140.25
MB,CONCOREZZO,PO1080210U0002,01/03/2019,162.45,soggiacenza statica,22,140.45
MB,CONCOREZZO,PO1080210U0002,01/06/2019,162.45,soggiacenza statica,22.2,140.25
MB,CONCOREZZO,PO1080210U0002,01/09/2019,162.45,soggiacenza statica,22.35,140.1
